[690, 512]
[folio, [204.0, 29.0, 105.0, 18.0], GO74MLDj-Z, 6491527]
[headline, [159.0, 64.0, 191.0, 25.5], 4raPhoJ0zV, 6491527]
[author, [360.0, 95.0, 104.0, 18.0], smwyvCulfn, 6491527]
[paragraph, [14.0, 123.0, 238.0, 18.0], shoonya_0sXZS8LUXJ6FZ4, 6491527]
[paragraph, [14.0, 141.0, 238.0, 18.0], shoonya_0sXZS8LUXJ6FZ4, 6491527]
[paragraph, [14.0, 159.0, 238.0, 18.0], shoonya_0sXZS8LUXJ6FZ4, 6491527]
[paragraph, [256.0, 124.0, 214.0, 18.0], -FWn8Fa3ku, 6491527]
[paragraph, [256.0, 142.0, 214.0, 18.0], -FWn8Fa3ku, 6491527]
[paragraph, [256.0, 160.0, 214.0, 18.0], -FWn8Fa3ku, 6491527]
[paragraph, [256.0, 178.0, 214.0, 18.0], -FWn8Fa3ku, 6491527]
[paragraph, [13.0, 193.0, 238.0, 18.0], gSMOpPYGRq, 6491527]
[paragraph, [13.0, 211.0, 238.0, 18.0], gSMOpPYGRq, 6491527]
[paragraph, [13.0, 229.0, 238.0, 18.0], gSMOpPYGRq, 6491527]
[paragraph, [13.0, 247.0, 238.0, 18.0], gSMOpPYGRq, 6491527]
[paragraph, [13.0, 265.0, 238.0, 18.0], gSMOpPYGRq, 6491527]
[paragraph, [258.0, 210.0, 208.0, 18.0], 9EAhcKWOpO, 6491527]
[paragraph, [258.0, 228.0, 208.0, 18.0], 9EAhcKWOpO, 6491527]
[paragraph, [258.0, 246.0, 208.0, 18.0], 9EAhcKWOpO, 6491527]
[paragraph, [258.0, 264.0, 208.0, 18.0], 9EAhcKWOpO, 6491527]
[paragraph, [258.0, 282.0, 208.0, 18.0], 9EAhcKWOpO, 6491527]
[paragraph, [258.0, 300.0, 208.0, 18.0], 9EAhcKWOpO, 6491527]
[paragraph, [258.0, 318.0, 208.0, 18.0], 9EAhcKWOpO, 6491527]
[paragraph, [258.0, 336.0, 208.0, 18.0], 9EAhcKWOpO, 6491527]
[paragraph, [12.0, 293.0, 239.0, 18.0], E6mgc8C_9C, 6491527]
[paragraph, [12.0, 311.0, 239.0, 18.0], E6mgc8C_9C, 6491527]
[paragraph, [12.0, 329.0, 239.0, 18.0], E6mgc8C_9C, 6491527]
[paragraph, [12.0, 347.0, 239.0, 18.0], E6mgc8C_9C, 6491527]
[paragraph, [12.0, 365.0, 239.0, 18.0], E6mgc8C_9C, 6491527]
[paragraph, [12.0, 383.0, 239.0, 18.0], E6mgc8C_9C, 6491527]
[paragraph, [258.0, 361.0, 209.0, 18.0], lecvVcOFz1, 6491527]
[paragraph, [258.0, 379.0, 209.0, 18.0], lecvVcOFz1, 6491527]
[paragraph, [258.0, 397.0, 209.0, 18.0], lecvVcOFz1, 6491527]
[paragraph, [258.0, 415.0, 209.0, 18.0], lecvVcOFz1, 6491527]
[paragraph, [258.0, 433.0, 209.0, 18.0], lecvVcOFz1, 6491527]
[paragraph, [258.0, 451.0, 209.0, 18.0], lecvVcOFz1, 6491527]
[paragraph, [258.0, 469.0, 209.0, 18.0], lecvVcOFz1, 6491527]
[paragraph, [258.0, 487.0, 209.0, 18.0], lecvVcOFz1, 6491527]
[paragraph, [258.0, 505.0, 209.0, 18.0], lecvVcOFz1, 6491527]
[paragraph, [258.0, 523.0, 209.0, 18.0], lecvVcOFz1, 6491527]
[paragraph, [258.0, 541.0, 209.0, 18.0], lecvVcOFz1, 6491527]
[paragraph, [258.0, 559.0, 209.0, 18.0], lecvVcOFz1, 6491527]
[paragraph, [12.0, 411.0, 240.0, 18.0], OCE4f42G50, 6491527]
[paragraph, [12.0, 429.0, 240.0, 18.0], OCE4f42G50, 6491527]
[paragraph, [12.0, 447.0, 240.0, 18.0], OCE4f42G50, 6491527]
[paragraph, [12.0, 465.0, 240.0, 18.0], OCE4f42G50, 6491527]
[paragraph, [12.0, 483.0, 240.0, 18.0], OCE4f42G50, 6491527]
[paragraph, [12.0, 513.0, 239.0, 18.0], CZMmimdAPg, 6491527]
[paragraph, [12.0, 531.0, 239.0, 18.0], CZMmimdAPg, 6491527]
[paragraph, [12.0, 549.0, 239.0, 18.0], CZMmimdAPg, 6491527]
[paragraph, [258.0, 580.0, 215.0, 18.0], wArWxh5FUQ, 6491527]
[paragraph, [258.0, 598.0, 215.0, 18.0], wArWxh5FUQ, 6491527]
[paragraph, [12.0, 582.0, 240.0, 18.0], Knf4_IPMee, 6491527]
[paragraph, [12.0, 600.0, 240.0, 18.0], Knf4_IPMee, 6491527]
