[792, 612]
[folio, [135.0, 67.0, 88.0, 18.0], NSiEmaDIR4, 6493801]
[paragraph, [92.0, 96.0, 428.0, 18.0], 9SghBF72pe, 6493801]
[paragraph, [92.0, 114.0, 428.0, 18.0], 9SghBF72pe, 6493801]
[paragraph, [92.0, 132.0, 428.0, 18.0], 9SghBF72pe, 6493801]
[paragraph, [92.0, 150.0, 428.0, 18.0], 9SghBF72pe, 6493801]
[paragraph, [92.0, 168.0, 428.0, 18.0], 9SghBF72pe, 6493801]
[paragraph, [92.0, 186.0, 428.0, 18.0], 9SghBF72pe, 6493801]
[paragraph, [92.0, 204.0, 428.0, 18.0], 9SghBF72pe, 6493801]
[paragraph, [92.0, 222.0, 428.0, 18.0], 9SghBF72pe, 6493801]
[paragraph, [92.0, 240.0, 428.0, 18.0], 9SghBF72pe, 6493801]
[paragraph, [92.0, 258.0, 428.0, 18.0], 9SghBF72pe, 6493801]
[paragraph, [92.0, 276.0, 428.0, 18.0], 9SghBF72pe, 6493801]
[paragraph, [92.0, 294.0, 428.0, 18.0], 9SghBF72pe, 6493801]
[paragraph, [91.0, 322.0, 431.0, 18.0], shoonya_0sZ8S5WT7N12VH, 6493801]
[paragraph, [91.0, 340.0, 431.0, 18.0], shoonya_0sZ8S5WT7N12VH, 6493801]
[paragraph, [91.0, 358.0, 431.0, 18.0], shoonya_0sZ8S5WT7N12VH, 6493801]
[paragraph, [91.0, 376.0, 431.0, 18.0], shoonya_0sZ8S5WT7N12VH, 6493801]
[paragraph, [91.0, 394.0, 431.0, 18.0], shoonya_0sZ8S5WT7N12VH, 6493801]
[paragraph, [88.0, 424.0, 436.0, 18.0], wZvbxG2qUk, 6493801]
[paragraph, [88.0, 442.0, 436.0, 18.0], wZvbxG2qUk, 6493801]
[paragraph, [88.0, 460.0, 436.0, 18.0], wZvbxG2qUk, 6493801]
[paragraph, [88.0, 478.0, 436.0, 18.0], wZvbxG2qUk, 6493801]
[paragraph, [88.0, 496.0, 436.0, 18.0], wZvbxG2qUk, 6493801]
[paragraph, [88.0, 514.0, 436.0, 18.0], wZvbxG2qUk, 6493801]
[paragraph, [88.0, 532.0, 436.0, 18.0], wZvbxG2qUk, 6493801]
[paragraph, [88.0, 550.0, 436.0, 18.0], wZvbxG2qUk, 6493801]
[paragraph, [88.0, 568.0, 436.0, 18.0], wZvbxG2qUk, 6493801]
[paragraph, [88.0, 586.0, 436.0, 18.0], wZvbxG2qUk, 6493801]
[paragraph, [88.0, 604.0, 436.0, 18.0], wZvbxG2qUk, 6493801]
[paragraph, [88.0, 622.0, 436.0, 18.0], wZvbxG2qUk, 6493801]
[paragraph, [88.0, 640.0, 436.0, 18.0], wZvbxG2qUk, 6493801]
