[1269, 869]
[chapter-title, [371.0, 56.0, 210.0, 30.0], shoonya_4s7CMVT1VLMCAX, 5775813]
[paragraph, [161.0, 92.0, 628.0, 18.0], shoonya_0sANAVOM4AAEST, 5775813]
[paragraph, [161.0, 110.0, 628.0, 18.0], shoonya_0sANAVOM4AAEST, 5775813]
[paragraph, [161.0, 128.0, 628.0, 18.0], shoonya_0sANAVOM4AAEST, 5775813]
[paragraph, [161.0, 146.0, 628.0, 18.0], shoonya_0sANAVOM4AAEST, 5775813]
[paragraph, [161.0, 164.0, 628.0, 18.0], shoonya_0sANAVOM4AAEST, 5775813]
[paragraph, [161.0, 182.0, 628.0, 18.0], shoonya_0sANAVOM4AAEST, 5775813]
[paragraph, [161.0, 200.0, 628.0, 18.0], shoonya_0sANAVOM4AAEST, 5775813]
[paragraph, [161.0, 218.0, 628.0, 18.0], shoonya_0sANAVOM4AAEST, 5775813]
[paragraph, [161.0, 236.0, 628.0, 18.0], shoonya_0sANAVOM4AAEST, 5775813]
[paragraph, [161.0, 254.0, 628.0, 18.0], shoonya_0sANAVOM4AAEST, 5775813]
[paragraph, [161.0, 272.0, 628.0, 18.0], shoonya_0sANAVOM4AAEST, 5775813]
[paragraph, [161.0, 290.0, 628.0, 18.0], shoonya_0sANAVOM4AAEST, 5775813]
[paragraph, [161.0, 308.0, 628.0, 18.0], shoonya_0sANAVOM4AAEST, 5775813]
[paragraph, [161.0, 326.0, 628.0, 18.0], shoonya_0sANAVOM4AAEST, 5775813]
[paragraph, [161.0, 344.0, 628.0, 18.0], shoonya_0sANAVOM4AAEST, 5775813]
[paragraph, [161.0, 362.0, 628.0, 18.0], shoonya_0sANAVOM4AAEST, 5775813]
[paragraph, [161.0, 380.0, 628.0, 18.0], shoonya_0sANAVOM4AAEST, 5775813]
[paragraph, [161.0, 398.0, 628.0, 18.0], shoonya_0sANAVOM4AAEST, 5775813]
[paragraph, [161.0, 416.0, 628.0, 18.0], shoonya_0sANAVOM4AAEST, 5775813]
[paragraph, [161.0, 434.0, 628.0, 18.0], shoonya_0sANAVOM4AAEST, 5775813]
[paragraph, [161.0, 452.0, 628.0, 18.0], shoonya_0sANAVOM4AAEST, 5775813]
[paragraph, [163.0, 472.0, 628.0, 18.0], shoonya_2sL1DRQXH92B3V, 5775813]
[paragraph, [163.0, 490.0, 628.0, 18.0], shoonya_2sL1DRQXH92B3V, 5775813]
[paragraph, [163.0, 508.0, 628.0, 18.0], shoonya_2sL1DRQXH92B3V, 5775813]
[paragraph, [163.0, 526.0, 628.0, 18.0], shoonya_2sL1DRQXH92B3V, 5775813]
[paragraph, [163.0, 544.0, 628.0, 18.0], shoonya_2sL1DRQXH92B3V, 5775813]
[paragraph, [163.0, 562.0, 628.0, 18.0], shoonya_2sL1DRQXH92B3V, 5775813]
[paragraph, [163.0, 596.0, 627.0, 18.0], shoonya_1s62Z7L9YDT0UK, 5775813]
[paragraph, [163.0, 614.0, 627.0, 18.0], shoonya_1s62Z7L9YDT0UK, 5775813]
[paragraph, [163.0, 632.0, 627.0, 18.0], shoonya_1s62Z7L9YDT0UK, 5775813]
[paragraph, [163.0, 650.0, 627.0, 18.0], shoonya_1s62Z7L9YDT0UK, 5775813]
[paragraph, [163.0, 668.0, 627.0, 18.0], shoonya_1s62Z7L9YDT0UK, 5775813]
[paragraph, [163.0, 686.0, 627.0, 18.0], shoonya_1s62Z7L9YDT0UK, 5775813]
[paragraph, [163.0, 704.0, 627.0, 18.0], shoonya_1s62Z7L9YDT0UK, 5775813]
[paragraph, [163.0, 722.0, 627.0, 18.0], shoonya_1s62Z7L9YDT0UK, 5775813]
[paragraph, [163.0, 740.0, 627.0, 18.0], shoonya_1s62Z7L9YDT0UK, 5775813]
[paragraph, [163.0, 758.0, 627.0, 18.0], shoonya_1s62Z7L9YDT0UK, 5775813]
