[1823, 1375]
[folio, [622.0, 107.0, 116.0, 36.0], shoonya_5sHKRKODXF4KRU, 5683692]
[folio, [971.0, 111.0, 286.0, 36.0], shoonya_6sKEO0D2XOY3BY, 5683692]
[paragraph, [98.0, 169.0, 585.0, 36.0], shoonya_0sLLFVMV0M2QX1, 5683692]
[paragraph, [98.0, 205.0, 585.0, 36.0], shoonya_0sLLFVMV0M2QX1, 5683692]
[paragraph, [98.0, 241.0, 585.0, 36.0], shoonya_0sLLFVMV0M2QX1, 5683692]
[paragraph, [98.0, 277.0, 585.0, 36.0], shoonya_0sLLFVMV0M2QX1, 5683692]
[paragraph, [98.0, 313.0, 585.0, 36.0], shoonya_0sLLFVMV0M2QX1, 5683692]
[paragraph, [98.0, 349.0, 585.0, 36.0], shoonya_0sLLFVMV0M2QX1, 5683692]
[paragraph, [98.0, 385.0, 585.0, 36.0], shoonya_0sLLFVMV0M2QX1, 5683692]
[paragraph, [98.0, 421.0, 585.0, 36.0], shoonya_0sLLFVMV0M2QX1, 5683692]
[paragraph, [98.0, 457.0, 585.0, 36.0], shoonya_0sLLFVMV0M2QX1, 5683692]
[paragraph, [691.0, 169.0, 589.0, 36.0], shoonya_3sKFF50AEOW64I, 5683692]
[paragraph, [691.0, 205.0, 589.0, 36.0], shoonya_3sKFF50AEOW64I, 5683692]
[paragraph, [691.0, 241.0, 589.0, 36.0], shoonya_3sKFF50AEOW64I, 5683692]
[paragraph, [691.0, 277.0, 589.0, 36.0], shoonya_3sKFF50AEOW64I, 5683692]
[paragraph, [691.0, 313.0, 589.0, 36.0], shoonya_3sKFF50AEOW64I, 5683692]
[paragraph, [691.0, 349.0, 589.0, 36.0], shoonya_3sKFF50AEOW64I, 5683692]
[paragraph, [691.0, 385.0, 589.0, 36.0], shoonya_3sKFF50AEOW64I, 5683692]
[paragraph, [691.0, 421.0, 589.0, 36.0], shoonya_3sKFF50AEOW64I, 5683692]
[paragraph, [691.0, 457.0, 589.0, 36.0], shoonya_3sKFF50AEOW64I, 5683692]
[paragraph, [691.0, 493.0, 589.0, 36.0], shoonya_3sKFF50AEOW64I, 5683692]
[paragraph, [691.0, 529.0, 589.0, 36.0], shoonya_3sKFF50AEOW64I, 5683692]
[paragraph, [691.0, 565.0, 589.0, 36.0], shoonya_3sKFF50AEOW64I, 5683692]
[paragraph, [691.0, 601.0, 589.0, 36.0], shoonya_3sKFF50AEOW64I, 5683692]
[paragraph, [691.0, 637.0, 589.0, 36.0], shoonya_3sKFF50AEOW64I, 5683692]
[paragraph, [691.0, 673.0, 589.0, 36.0], shoonya_3sKFF50AEOW64I, 5683692]
[paragraph, [691.0, 709.0, 589.0, 36.0], shoonya_3sKFF50AEOW64I, 5683692]
[paragraph, [96.0, 514.0, 586.0, 36.0], shoonya_1sMADPHZ6G0FAE, 5683692]
[paragraph, [96.0, 550.0, 586.0, 36.0], shoonya_1sMADPHZ6G0FAE, 5683692]
[paragraph, [96.0, 586.0, 586.0, 36.0], shoonya_1sMADPHZ6G0FAE, 5683692]
[paragraph, [93.0, 637.0, 586.0, 36.0], shoonya_2sI395DQUNIS1Y, 5683692]
[paragraph, [93.0, 673.0, 586.0, 36.0], shoonya_2sI395DQUNIS1Y, 5683692]
[paragraph, [93.0, 709.0, 586.0, 36.0], shoonya_2sI395DQUNIS1Y, 5683692]
[paragraph, [93.0, 745.0, 586.0, 36.0], shoonya_2sI395DQUNIS1Y, 5683692]
[paragraph, [93.0, 781.0, 586.0, 36.0], shoonya_2sI395DQUNIS1Y, 5683692]
[paragraph, [93.0, 817.0, 586.0, 36.0], shoonya_2sI395DQUNIS1Y, 5683692]
[paragraph, [93.0, 853.0, 586.0, 36.0], shoonya_2sI395DQUNIS1Y, 5683692]
[paragraph, [93.0, 889.0, 586.0, 36.0], shoonya_2sI395DQUNIS1Y, 5683692]
[paragraph, [93.0, 925.0, 586.0, 36.0], shoonya_2sI395DQUNIS1Y, 5683692]
[paragraph, [93.0, 961.0, 586.0, 36.0], shoonya_2sI395DQUNIS1Y, 5683692]
[paragraph, [93.0, 997.0, 586.0, 36.0], shoonya_2sI395DQUNIS1Y, 5683692]
[paragraph, [93.0, 1033.0, 586.0, 36.0], shoonya_2sI395DQUNIS1Y, 5683692]
[paragraph, [93.0, 1069.0, 586.0, 36.0], shoonya_2sI395DQUNIS1Y, 5683692]
[paragraph, [93.0, 1105.0, 586.0, 36.0], shoonya_2sI395DQUNIS1Y, 5683692]
[paragraph, [93.0, 1141.0, 586.0, 36.0], shoonya_2sI395DQUNIS1Y, 5683692]
[paragraph, [93.0, 1177.0, 586.0, 36.0], shoonya_2sI395DQUNIS1Y, 5683692]
[paragraph, [692.0, 757.0, 587.0, 36.0], shoonya_4sCRVL8QXLWXPW, 5683692]
[paragraph, [692.0, 793.0, 587.0, 36.0], shoonya_4sCRVL8QXLWXPW, 5683692]
[paragraph, [692.0, 829.0, 587.0, 36.0], shoonya_4sCRVL8QXLWXPW, 5683692]
[paragraph, [692.0, 865.0, 587.0, 36.0], shoonya_4sCRVL8QXLWXPW, 5683692]
[paragraph, [692.0, 901.0, 587.0, 36.0], shoonya_4sCRVL8QXLWXPW, 5683692]
[paragraph, [692.0, 937.0, 587.0, 36.0], shoonya_4sCRVL8QXLWXPW, 5683692]
[paragraph, [692.0, 973.0, 587.0, 36.0], shoonya_4sCRVL8QXLWXPW, 5683692]
[paragraph, [692.0, 1009.0, 587.0, 36.0], shoonya_4sCRVL8QXLWXPW, 5683692]
[paragraph, [692.0, 1045.0, 587.0, 36.0], shoonya_4sCRVL8QXLWXPW, 5683692]
[paragraph, [692.0, 1081.0, 587.0, 36.0], shoonya_4sCRVL8QXLWXPW, 5683692]
[paragraph, [692.0, 1117.0, 587.0, 36.0], shoonya_4sCRVL8QXLWXPW, 5683692]
[paragraph, [692.0, 1153.0, 587.0, 36.0], shoonya_4sCRVL8QXLWXPW, 5683692]
[paragraph, [692.0, 1189.0, 587.0, 36.0], shoonya_4sCRVL8QXLWXPW, 5683692]
[paragraph, [692.0, 1225.0, 587.0, 36.0], shoonya_4sCRVL8QXLWXPW, 5683692]
[paragraph, [692.0, 1261.0, 587.0, 36.0], shoonya_4sCRVL8QXLWXPW, 5683692]
[paragraph, [692.0, 1297.0, 587.0, 36.0], shoonya_4sCRVL8QXLWXPW, 5683692]
[paragraph, [692.0, 1333.0, 587.0, 36.0], shoonya_4sCRVL8QXLWXPW, 5683692]
[paragraph, [692.0, 1369.0, 587.0, 36.0], shoonya_4sCRVL8QXLWXPW, 5683692]
[paragraph, [89.0, 1230.0, 592.0, 36.0], HTtgzSSBCb, 5683692]
[paragraph, [89.0, 1266.0, 592.0, 36.0], HTtgzSSBCb, 5683692]
[paragraph, [89.0, 1302.0, 592.0, 36.0], HTtgzSSBCb, 5683692]
[paragraph, [89.0, 1338.0, 592.0, 36.0], HTtgzSSBCb, 5683692]
[paragraph, [89.0, 1374.0, 592.0, 36.0], HTtgzSSBCb, 5683692]
[paragraph, [89.0, 1410.0, 592.0, 36.0], HTtgzSSBCb, 5683692]
[paragraph, [89.0, 1446.0, 592.0, 36.0], HTtgzSSBCb, 5683692]
[paragraph, [89.0, 1482.0, 592.0, 36.0], HTtgzSSBCb, 5683692]
[paragraph, [89.0, 1518.0, 592.0, 36.0], HTtgzSSBCb, 5683692]
[paragraph, [89.0, 1554.0, 592.0, 36.0], HTtgzSSBCb, 5683692]
[paragraph, [89.0, 1590.0, 592.0, 36.0], HTtgzSSBCb, 5683692]
[paragraph, [89.0, 1626.0, 592.0, 36.0], HTtgzSSBCb, 5683692]
[paragraph, [89.0, 1662.0, 592.0, 36.0], HTtgzSSBCb, 5683692]
[paragraph, [89.0, 1698.0, 592.0, 36.0], HTtgzSSBCb, 5683692]
[paragraph, [696.0, 1428.0, 587.0, 36.0], mzWiU_FV15, 5683692]
[paragraph, [696.0, 1464.0, 587.0, 36.0], mzWiU_FV15, 5683692]
[paragraph, [696.0, 1500.0, 587.0, 36.0], mzWiU_FV15, 5683692]
[paragraph, [696.0, 1536.0, 587.0, 36.0], mzWiU_FV15, 5683692]
[paragraph, [696.0, 1572.0, 587.0, 36.0], mzWiU_FV15, 5683692]
[paragraph, [696.0, 1608.0, 587.0, 36.0], mzWiU_FV15, 5683692]
[paragraph, [696.0, 1644.0, 587.0, 36.0], mzWiU_FV15, 5683692]
[paragraph, [696.0, 1680.0, 587.0, 36.0], mzWiU_FV15, 5683692]
