[864, 612]
[paragraph, [57.0, 65.0, 500.0, 18.0], shoonya_2sXQZSEBFMPJX0, 5717667]
[paragraph, [57.0, 83.0, 500.0, 18.0], shoonya_2sXQZSEBFMPJX0, 5717667]
[paragraph, [57.0, 101.0, 500.0, 18.0], shoonya_2sXQZSEBFMPJX0, 5717667]
[ordered-list, [60.0, 133.0, 496.0, 18.0], 39JLmZPvHf, 5717667]
[ordered-list, [60.0, 151.0, 496.0, 18.0], 39JLmZPvHf, 5717667]
[ordered-list, [60.0, 169.0, 496.0, 18.0], 39JLmZPvHf, 5717667]
[ordered-list, [60.0, 187.0, 496.0, 18.0], 39JLmZPvHf, 5717667]
[ordered-list, [60.0, 205.0, 496.0, 18.0], 39JLmZPvHf, 5717667]
[ordered-list, [60.0, 223.0, 496.0, 18.0], 39JLmZPvHf, 5717667]
[ordered-list, [60.0, 241.0, 496.0, 18.0], 39JLmZPvHf, 5717667]
[ordered-list, [60.0, 259.0, 496.0, 18.0], 39JLmZPvHf, 5717667]
[ordered-list, [60.0, 277.0, 496.0, 18.0], 39JLmZPvHf, 5717667]
[ordered-list, [60.0, 295.0, 496.0, 18.0], 39JLmZPvHf, 5717667]
[ordered-list, [60.0, 313.0, 496.0, 18.0], 39JLmZPvHf, 5717667]
[ordered-list, [60.0, 331.0, 496.0, 18.0], 39JLmZPvHf, 5717667]
[sub-ordered-list, [87.0, 277.0, 461.0, 18.0], hEDhixv0e3, 5717667]
[sub-ordered-list, [87.0, 295.0, 461.0, 18.0], hEDhixv0e3, 5717667]
[sub-ordered-list, [87.0, 313.0, 461.0, 18.0], hEDhixv0e3, 5717667]
[sub-ordered-list, [87.0, 331.0, 461.0, 18.0], hEDhixv0e3, 5717667]
[sub-ordered-list, [66.0, 352.0, 480.0, 18.0], 1xqeiseD9E, 5717667]
[sub-ordered-list, [66.0, 370.0, 480.0, 18.0], 1xqeiseD9E, 5717667]
[sub-ordered-list, [66.0, 388.0, 480.0, 18.0], 1xqeiseD9E, 5717667]
[sub-ordered-list, [66.0, 406.0, 480.0, 18.0], 1xqeiseD9E, 5717667]
[sub-ordered-list, [66.0, 424.0, 480.0, 18.0], 1xqeiseD9E, 5717667]
[sub-ordered-list, [66.0, 442.0, 480.0, 18.0], 1xqeiseD9E, 5717667]
[sub-ordered-list, [66.0, 460.0, 480.0, 18.0], 1xqeiseD9E, 5717667]
[sub-ordered-list, [66.0, 478.0, 480.0, 18.0], 1xqeiseD9E, 5717667]
[ordered-list, [56.0, 353.0, 503.0, 18.0], nmaZmF6coP, 5717667]
[ordered-list, [56.0, 371.0, 503.0, 18.0], nmaZmF6coP, 5717667]
[ordered-list, [56.0, 389.0, 503.0, 18.0], nmaZmF6coP, 5717667]
[ordered-list, [56.0, 407.0, 503.0, 18.0], nmaZmF6coP, 5717667]
[ordered-list, [56.0, 425.0, 503.0, 18.0], nmaZmF6coP, 5717667]
[ordered-list, [56.0, 443.0, 503.0, 18.0], nmaZmF6coP, 5717667]
[ordered-list, [56.0, 461.0, 503.0, 18.0], nmaZmF6coP, 5717667]
[ordered-list, [56.0, 479.0, 503.0, 18.0], nmaZmF6coP, 5717667]
[ordered-list, [56.0, 497.0, 503.0, 18.0], nmaZmF6coP, 5717667]
[ordered-list, [56.0, 515.0, 503.0, 18.0], nmaZmF6coP, 5717667]
[ordered-list, [56.0, 533.0, 503.0, 18.0], nmaZmF6coP, 5717667]
[ordered-list, [56.0, 551.0, 503.0, 18.0], nmaZmF6coP, 5717667]
[ordered-list, [56.0, 569.0, 503.0, 18.0], nmaZmF6coP, 5717667]
[ordered-list, [56.0, 587.0, 503.0, 18.0], nmaZmF6coP, 5717667]
[ordered-list, [56.0, 605.0, 503.0, 18.0], nmaZmF6coP, 5717667]
[ordered-list, [56.0, 623.0, 503.0, 18.0], nmaZmF6coP, 5717667]
[ordered-list, [56.0, 641.0, 503.0, 18.0], nmaZmF6coP, 5717667]
[ordered-list, [56.0, 659.0, 503.0, 18.0], nmaZmF6coP, 5717667]
[ordered-list, [56.0, 677.0, 503.0, 18.0], nmaZmF6coP, 5717667]
[ordered-list, [56.0, 695.0, 503.0, 18.0], nmaZmF6coP, 5717667]
[ordered-list, [56.0, 713.0, 503.0, 18.0], nmaZmF6coP, 5717667]
[ordered-list, [56.0, 731.0, 503.0, 18.0], nmaZmF6coP, 5717667]
[sub-ordered-list, [64.0, 510.0, 483.0, 18.0], g0up_41mvZ, 5717667]
[sub-ordered-list, [64.0, 528.0, 483.0, 18.0], g0up_41mvZ, 5717667]
[sub-ordered-list, [64.0, 546.0, 483.0, 18.0], g0up_41mvZ, 5717667]
[sub-ordered-list, [64.0, 564.0, 483.0, 18.0], g0up_41mvZ, 5717667]
[sub-ordered-list, [64.0, 582.0, 483.0, 18.0], g0up_41mvZ, 5717667]
[sub-ordered-list, [64.0, 600.0, 483.0, 18.0], g0up_41mvZ, 5717667]
[sub-ordered-list, [64.0, 618.0, 483.0, 18.0], g0up_41mvZ, 5717667]
[sub-ordered-list, [64.0, 636.0, 483.0, 18.0], g0up_41mvZ, 5717667]
[sub-ordered-list, [64.0, 654.0, 483.0, 18.0], g0up_41mvZ, 5717667]
[sub-ordered-list, [64.0, 672.0, 483.0, 18.0], g0up_41mvZ, 5717667]
[sub-ordered-list, [64.0, 690.0, 483.0, 18.0], g0up_41mvZ, 5717667]
[sub-ordered-list, [64.0, 708.0, 483.0, 18.0], g0up_41mvZ, 5717667]
[sub-ordered-list, [64.0, 726.0, 483.0, 18.0], g0up_41mvZ, 5717667]
[subsub-ordered-list, [97.0, 619.0, 448.0, 18.0], ZrNCpXyNsB, 5717667]
[subsub-ordered-list, [97.0, 637.0, 448.0, 18.0], ZrNCpXyNsB, 5717667]
[subsub-ordered-list, [97.0, 655.0, 448.0, 18.0], ZrNCpXyNsB, 5717667]
[subsub-ordered-list, [97.0, 673.0, 448.0, 18.0], ZrNCpXyNsB, 5717667]
[subsub-ordered-list, [97.0, 691.0, 448.0, 18.0], ZrNCpXyNsB, 5717667]
[subsub-ordered-list, [97.0, 709.0, 448.0, 18.0], ZrNCpXyNsB, 5717667]
[subsub-ordered-list, [97.0, 727.0, 448.0, 18.0], ZrNCpXyNsB, 5717667]
