[2339, 1653]
[folio, [235.0, 328.0, 268.0, 36.0], RjnlyAdJ9T, 5735821]
[folio, [1275.0, 330.0, 140.0, 36.0], A4z9iu0LLN, 5735821]
[paragraph, [235.0, 387.0, 580.0, 36.0], shoonya_2sKLE287G8NN00, 5735821]
[paragraph, [235.0, 423.0, 580.0, 36.0], shoonya_2sKLE287G8NN00, 5735821]
[paragraph, [235.0, 459.0, 580.0, 36.0], shoonya_2sKLE287G8NN00, 5735821]
[paragraph, [836.0, 389.0, 579.0, 36.0], shoonya_0sQA7G2JZXUHUJ, 5735821]
[paragraph, [836.0, 425.0, 579.0, 36.0], shoonya_0sQA7G2JZXUHUJ, 5735821]
[paragraph, [836.0, 461.0, 579.0, 36.0], shoonya_0sQA7G2JZXUHUJ, 5735821]
[paragraph, [836.0, 497.0, 579.0, 36.0], shoonya_0sQA7G2JZXUHUJ, 5735821]
[paragraph, [836.0, 533.0, 579.0, 36.0], shoonya_0sQA7G2JZXUHUJ, 5735821]
[paragraph, [836.0, 569.0, 579.0, 36.0], shoonya_0sQA7G2JZXUHUJ, 5735821]
[paragraph, [836.0, 605.0, 579.0, 36.0], shoonya_0sQA7G2JZXUHUJ, 5735821]
[paragraph, [836.0, 641.0, 579.0, 36.0], shoonya_0sQA7G2JZXUHUJ, 5735821]
[paragraph, [836.0, 677.0, 579.0, 36.0], shoonya_0sQA7G2JZXUHUJ, 5735821]
[paragraph, [836.0, 713.0, 579.0, 36.0], shoonya_0sQA7G2JZXUHUJ, 5735821]
[paragraph, [836.0, 749.0, 579.0, 36.0], shoonya_0sQA7G2JZXUHUJ, 5735821]
[paragraph, [836.0, 785.0, 579.0, 36.0], shoonya_0sQA7G2JZXUHUJ, 5735821]
[paragraph, [836.0, 821.0, 579.0, 36.0], shoonya_0sQA7G2JZXUHUJ, 5735821]
[paragraph, [836.0, 857.0, 579.0, 36.0], shoonya_0sQA7G2JZXUHUJ, 5735821]
[paragraph, [836.0, 893.0, 579.0, 36.0], shoonya_0sQA7G2JZXUHUJ, 5735821]
[paragraph, [836.0, 929.0, 579.0, 36.0], shoonya_0sQA7G2JZXUHUJ, 5735821]
[paragraph, [836.0, 965.0, 579.0, 36.0], shoonya_0sQA7G2JZXUHUJ, 5735821]
[paragraph, [836.0, 1001.0, 579.0, 36.0], shoonya_0sQA7G2JZXUHUJ, 5735821]
[paragraph, [836.0, 1037.0, 579.0, 36.0], shoonya_0sQA7G2JZXUHUJ, 5735821]
[paragraph, [836.0, 1073.0, 579.0, 36.0], shoonya_0sQA7G2JZXUHUJ, 5735821]
[paragraph, [836.0, 1109.0, 579.0, 36.0], shoonya_0sQA7G2JZXUHUJ, 5735821]
[paragraph, [836.0, 1145.0, 579.0, 36.0], shoonya_0sQA7G2JZXUHUJ, 5735821]
[paragraph, [836.0, 1181.0, 579.0, 36.0], shoonya_0sQA7G2JZXUHUJ, 5735821]
[paragraph, [836.0, 1217.0, 579.0, 36.0], shoonya_0sQA7G2JZXUHUJ, 5735821]
[paragraph, [836.0, 1253.0, 579.0, 36.0], shoonya_0sQA7G2JZXUHUJ, 5735821]
[paragraph, [836.0, 1289.0, 579.0, 36.0], shoonya_0sQA7G2JZXUHUJ, 5735821]
[paragraph, [836.0, 1325.0, 579.0, 36.0], shoonya_0sQA7G2JZXUHUJ, 5735821]
[paragraph, [836.0, 1361.0, 579.0, 36.0], shoonya_0sQA7G2JZXUHUJ, 5735821]
[paragraph, [836.0, 1397.0, 579.0, 36.0], shoonya_0sQA7G2JZXUHUJ, 5735821]
[paragraph, [836.0, 1433.0, 579.0, 36.0], shoonya_0sQA7G2JZXUHUJ, 5735821]
[paragraph, [836.0, 1469.0, 579.0, 36.0], shoonya_0sQA7G2JZXUHUJ, 5735821]
[paragraph, [836.0, 1505.0, 579.0, 36.0], shoonya_0sQA7G2JZXUHUJ, 5735821]
[paragraph, [836.0, 1541.0, 579.0, 36.0], shoonya_0sQA7G2JZXUHUJ, 5735821]
[paragraph, [836.0, 1577.0, 579.0, 36.0], shoonya_0sQA7G2JZXUHUJ, 5735821]
[paragraph, [836.0, 1613.0, 579.0, 36.0], shoonya_0sQA7G2JZXUHUJ, 5735821]
[paragraph, [836.0, 1649.0, 579.0, 36.0], shoonya_0sQA7G2JZXUHUJ, 5735821]
[paragraph, [836.0, 1685.0, 579.0, 36.0], shoonya_0sQA7G2JZXUHUJ, 5735821]
[paragraph, [836.0, 1721.0, 579.0, 36.0], shoonya_0sQA7G2JZXUHUJ, 5735821]
[paragraph, [836.0, 1757.0, 579.0, 36.0], shoonya_0sQA7G2JZXUHUJ, 5735821]
[paragraph, [237.0, 522.0, 579.0, 36.0], shoonya_1sTY47083G8EIL, 5735821]
[paragraph, [237.0, 558.0, 579.0, 36.0], shoonya_1sTY47083G8EIL, 5735821]
[paragraph, [237.0, 594.0, 579.0, 36.0], shoonya_1sTY47083G8EIL, 5735821]
[paragraph, [237.0, 630.0, 579.0, 36.0], shoonya_1sTY47083G8EIL, 5735821]
[paragraph, [237.0, 666.0, 579.0, 36.0], shoonya_1sTY47083G8EIL, 5735821]
[paragraph, [237.0, 702.0, 579.0, 36.0], shoonya_1sTY47083G8EIL, 5735821]
[paragraph, [237.0, 738.0, 579.0, 36.0], shoonya_1sTY47083G8EIL, 5735821]
[author, [586.0, 795.0, 233.0, 36.0], shoonya_11s3EFO8WVM3YD, 5735821]
[paragraph, [236.0, 837.0, 581.0, 36.0], shoonya_12sW34LHUAVDIM, 5735821]
[paragraph, [236.0, 873.0, 581.0, 36.0], shoonya_12sW34LHUAVDIM, 5735821]
[paragraph, [236.0, 909.0, 581.0, 36.0], shoonya_12sW34LHUAVDIM, 5735821]
[paragraph, [244.0, 1064.0, 149.0, 36.0], shoonya_13sPH8NI92BLPI, 5735821]
[sidebar, [61.0, 1102.0, 136.0, 36.0], fJakQeu5zc, 5735821]
[author, [247.0, 1106.0, 400.0, 36.0], shoonya_9sWK8PTYH6N3OI, 5735821]
[paragraph, [490.0, 1151.0, 325.0, 36.0], shoonya_8sS3972JGH1C6Z, 5735821]
[paragraph, [490.0, 1187.0, 325.0, 36.0], shoonya_8sS3972JGH1C6Z, 5735821]
[paragraph, [490.0, 1223.0, 325.0, 36.0], shoonya_8sS3972JGH1C6Z, 5735821]
[paragraph, [490.0, 1259.0, 325.0, 36.0], shoonya_8sS3972JGH1C6Z, 5735821]
[paragraph, [490.0, 1295.0, 325.0, 36.0], shoonya_8sS3972JGH1C6Z, 5735821]
[paragraph, [490.0, 1331.0, 325.0, 36.0], shoonya_8sS3972JGH1C6Z, 5735821]
[paragraph, [490.0, 1367.0, 325.0, 36.0], shoonya_8sS3972JGH1C6Z, 5735821]
[paragraph, [490.0, 1403.0, 325.0, 36.0], shoonya_8sS3972JGH1C6Z, 5735821]
[paragraph, [490.0, 1439.0, 325.0, 36.0], shoonya_8sS3972JGH1C6Z, 5735821]
[paragraph, [240.0, 1508.0, 581.0, 36.0], shoonya_10sTQE39VSCJ7M, 5735821]
[paragraph, [240.0, 1544.0, 581.0, 36.0], shoonya_10sTQE39VSCJ7M, 5735821]
[paragraph, [240.0, 1580.0, 581.0, 36.0], shoonya_10sTQE39VSCJ7M, 5735821]
[paragraph, [240.0, 1616.0, 581.0, 36.0], shoonya_10sTQE39VSCJ7M, 5735821]
[paragraph, [240.0, 1652.0, 581.0, 36.0], shoonya_10sTQE39VSCJ7M, 5735821]
[paragraph, [240.0, 1688.0, 581.0, 36.0], shoonya_10sTQE39VSCJ7M, 5735821]
[paragraph, [237.0, 1722.0, 581.0, 36.0], shoonya_4s0T5DRCG2FBRY, 5735821]
[paragraph, [237.0, 1758.0, 581.0, 36.0], shoonya_4s0T5DRCG2FBRY, 5735821]
[paragraph, [237.0, 1794.0, 581.0, 36.0], shoonya_4s0T5DRCG2FBRY, 5735821]
[paragraph, [237.0, 1830.0, 581.0, 36.0], shoonya_4s0T5DRCG2FBRY, 5735821]
[paragraph, [237.0, 1866.0, 581.0, 36.0], shoonya_4s0T5DRCG2FBRY, 5735821]
[paragraph, [237.0, 1902.0, 581.0, 36.0], shoonya_4s0T5DRCG2FBRY, 5735821]
[paragraph, [833.0, 1815.0, 586.0, 36.0], shoonya_5sZP9UAKJ7FFL9, 5735821]
[paragraph, [833.0, 1851.0, 586.0, 36.0], shoonya_5sZP9UAKJ7FFL9, 5735821]
