[668, 446]
[chapter-title, [123.0, 169.0, 195.0, 30.0], tX70qPO42f, 6494331]
[paragraph, [52.0, 295.0, 350.0, 18.0], 69zYe21pJb, 6494331]
[paragraph, [52.0, 313.0, 350.0, 18.0], 69zYe21pJb, 6494331]
[paragraph, [52.0, 331.0, 350.0, 18.0], 69zYe21pJb, 6494331]
[paragraph, [52.0, 349.0, 350.0, 18.0], 69zYe21pJb, 6494331]
[paragraph, [52.0, 367.0, 350.0, 18.0], 69zYe21pJb, 6494331]
[paragraph, [52.0, 385.0, 350.0, 18.0], 69zYe21pJb, 6494331]
[paragraph, [52.0, 403.0, 350.0, 18.0], 69zYe21pJb, 6494331]
[paragraph, [59.0, 425.0, 344.0, 18.0], OcNZiKApED, 6494331]
[paragraph, [59.0, 443.0, 344.0, 18.0], OcNZiKApED, 6494331]
[paragraph, [59.0, 461.0, 344.0, 18.0], OcNZiKApED, 6494331]
[paragraph, [59.0, 479.0, 344.0, 18.0], OcNZiKApED, 6494331]
[paragraph, [59.0, 497.0, 344.0, 18.0], OcNZiKApED, 6494331]
[paragraph, [59.0, 515.0, 344.0, 18.0], OcNZiKApED, 6494331]
[paragraph, [59.0, 533.0, 344.0, 18.0], OcNZiKApED, 6494331]
[paragraph, [59.0, 551.0, 344.0, 18.0], OcNZiKApED, 6494331]
[paragraph, [59.0, 569.0, 344.0, 18.0], OcNZiKApED, 6494331]
[paragraph, [59.0, 587.0, 344.0, 18.0], OcNZiKApED, 6494331]
