[5478, 3644]
[folio, [2276.0, 452.0, 764.0, 52.5], shoonya_3sWZHMBHUOGPM4, 5709689]
[folio, [2276.0, 504.5, 764.0, 52.5], shoonya_3sWZHMBHUOGPM4, 5709689]
[paragraph, [460.0, 630.0, 2680.0, 52.5], shoonya_2sPI1IMFAGETVB, 5709689]
[paragraph, [460.0, 682.5, 2680.0, 52.5], shoonya_2sPI1IMFAGETVB, 5709689]
[paragraph, [460.0, 735.0, 2680.0, 52.5], shoonya_2sPI1IMFAGETVB, 5709689]
[paragraph, [460.0, 787.5, 2680.0, 52.5], shoonya_2sPI1IMFAGETVB, 5709689]
[paragraph, [460.0, 840.0, 2680.0, 52.5], shoonya_2sPI1IMFAGETVB, 5709689]
[paragraph, [460.0, 892.5, 2680.0, 52.5], shoonya_2sPI1IMFAGETVB, 5709689]
[paragraph, [460.0, 945.0, 2680.0, 52.5], shoonya_2sPI1IMFAGETVB, 5709689]
[paragraph, [381.0, 1155.0, 2747.0, 52.5], shoonya_4s8PO4KOI0VG85, 5709689]
[paragraph, [381.0, 1207.5, 2747.0, 52.5], shoonya_4s8PO4KOI0VG85, 5709689]
[paragraph, [381.0, 1260.0, 2747.0, 52.5], shoonya_4s8PO4KOI0VG85, 5709689]
[paragraph, [381.0, 1312.5, 2747.0, 52.5], shoonya_4s8PO4KOI0VG85, 5709689]
[paragraph, [381.0, 1365.0, 2747.0, 52.5], shoonya_4s8PO4KOI0VG85, 5709689]
[paragraph, [381.0, 1417.5, 2747.0, 52.5], shoonya_4s8PO4KOI0VG85, 5709689]
[paragraph, [381.0, 1470.0, 2747.0, 52.5], shoonya_4s8PO4KOI0VG85, 5709689]
[paragraph, [341.0, 1575.0, 2855.0, 52.5], OV-Y6IQpLh, 5709689]
[paragraph, [341.0, 1627.5, 2855.0, 52.5], OV-Y6IQpLh, 5709689]
[paragraph, [341.0, 1680.0, 2855.0, 52.5], OV-Y6IQpLh, 5709689]
[paragraph, [341.0, 1732.5, 2855.0, 52.5], OV-Y6IQpLh, 5709689]
[paragraph, [341.0, 1785.0, 2855.0, 52.5], OV-Y6IQpLh, 5709689]
[paragraph, [341.0, 1837.5, 2855.0, 52.5], OV-Y6IQpLh, 5709689]
[paragraph, [341.0, 1890.0, 2855.0, 52.5], OV-Y6IQpLh, 5709689]
[paragraph, [387.0, 1944.0, 2792.0, 52.5], nmgZEZGYYe, 5709689]
[paragraph, [387.0, 1996.5, 2792.0, 52.5], nmgZEZGYYe, 5709689]
[paragraph, [387.0, 2049.0, 2792.0, 52.5], nmgZEZGYYe, 5709689]
[paragraph, [387.0, 2101.5, 2792.0, 52.5], nmgZEZGYYe, 5709689]
[paragraph, [387.0, 2154.0, 2792.0, 52.5], nmgZEZGYYe, 5709689]
[paragraph, [387.0, 2206.5, 2792.0, 52.5], nmgZEZGYYe, 5709689]
[paragraph, [387.0, 2259.0, 2792.0, 52.5], nmgZEZGYYe, 5709689]
[paragraph, [387.0, 2311.5, 2792.0, 52.5], nmgZEZGYYe, 5709689]
[paragraph, [387.0, 2364.0, 2792.0, 52.5], nmgZEZGYYe, 5709689]
[paragraph, [387.0, 2416.5, 2792.0, 52.5], nmgZEZGYYe, 5709689]
[paragraph, [382.0, 2468.0, 2778.0, 52.5], wepkc8IbGj, 5709689]
[paragraph, [382.0, 2520.5, 2778.0, 52.5], wepkc8IbGj, 5709689]
[paragraph, [382.0, 2573.0, 2778.0, 52.5], wepkc8IbGj, 5709689]
[paragraph, [382.0, 2625.5, 2778.0, 52.5], wepkc8IbGj, 5709689]
[paragraph, [382.0, 2678.0, 2778.0, 52.5], wepkc8IbGj, 5709689]
[paragraph, [382.0, 2730.5, 2778.0, 52.5], wepkc8IbGj, 5709689]
[paragraph, [382.0, 2783.0, 2778.0, 52.5], wepkc8IbGj, 5709689]
[paragraph, [382.0, 2835.5, 2778.0, 52.5], wepkc8IbGj, 5709689]
[paragraph, [382.0, 2888.0, 2778.0, 52.5], wepkc8IbGj, 5709689]
[paragraph, [382.0, 2982.0, 2732.0, 52.5], OCZloT1MNd, 5709689]
[paragraph, [382.0, 3034.5, 2732.0, 52.5], OCZloT1MNd, 5709689]
[paragraph, [382.0, 3087.0, 2732.0, 52.5], OCZloT1MNd, 5709689]
[paragraph, [382.0, 3139.5, 2732.0, 52.5], OCZloT1MNd, 5709689]
[paragraph, [382.0, 3192.0, 2732.0, 52.5], OCZloT1MNd, 5709689]
[paragraph, [405.0, 3269.0, 2746.0, 52.5], ro14UrQJxr, 5709689]
[paragraph, [405.0, 3321.5, 2746.0, 52.5], ro14UrQJxr, 5709689]
[paragraph, [405.0, 3374.0, 2746.0, 52.5], ro14UrQJxr, 5709689]
[paragraph, [405.0, 3426.5, 2746.0, 52.5], ro14UrQJxr, 5709689]
[paragraph, [405.0, 3479.0, 2746.0, 52.5], ro14UrQJxr, 5709689]
[paragraph, [405.0, 3531.5, 2746.0, 52.5], ro14UrQJxr, 5709689]
[paragraph, [405.0, 3584.0, 2746.0, 52.5], ro14UrQJxr, 5709689]
[paragraph, [405.0, 3636.5, 2746.0, 52.5], ro14UrQJxr, 5709689]
[paragraph, [405.0, 3689.0, 2746.0, 52.5], ro14UrQJxr, 5709689]
[paragraph, [405.0, 3741.5, 2746.0, 52.5], ro14UrQJxr, 5709689]
[paragraph, [405.0, 3794.0, 2746.0, 52.5], ro14UrQJxr, 5709689]
[paragraph, [405.0, 3846.5, 2746.0, 52.5], ro14UrQJxr, 5709689]
[paragraph, [423.0, 3925.0, 2737.0, 52.5], mWCPT6EbcQ, 5709689]
[paragraph, [423.0, 3977.5, 2737.0, 52.5], mWCPT6EbcQ, 5709689]
[paragraph, [423.0, 4030.0, 2737.0, 52.5], mWCPT6EbcQ, 5709689]
[paragraph, [423.0, 4082.5, 2737.0, 52.5], mWCPT6EbcQ, 5709689]
[paragraph, [423.0, 4135.0, 2737.0, 52.5], mWCPT6EbcQ, 5709689]
[paragraph, [423.0, 4187.5, 2737.0, 52.5], mWCPT6EbcQ, 5709689]
