[1273, 721]
[folio, [546.0, 20.0, 138.0, 18.0], shoonya_0sSQ8WK50KR3Q4, 5782191]
[folio, [546.0, 38.0, 138.0, 18.0], shoonya_0sSQ8WK50KR3Q4, 5782191]
[folio, [546.0, 56.0, 138.0, 18.0], shoonya_0sSQ8WK50KR3Q4, 5782191]
[section-title, [206.0, 79.0, 277.0, 30.0], qU_fSGG_35, 5782191]
[ordered-list, [17.0, 120.0, 664.0, 18.0], vHdobIy-L_, 5782191]
[ordered-list, [17.0, 138.0, 664.0, 18.0], vHdobIy-L_, 5782191]
[ordered-list, [17.0, 156.0, 664.0, 18.0], vHdobIy-L_, 5782191]
[ordered-list, [17.0, 174.0, 664.0, 18.0], vHdobIy-L_, 5782191]
[ordered-list, [17.0, 192.0, 664.0, 18.0], vHdobIy-L_, 5782191]
[ordered-list, [15.0, 223.0, 662.0, 18.0], _iFmkoEl1X, 5782191]
[ordered-list, [15.0, 241.0, 662.0, 18.0], _iFmkoEl1X, 5782191]
[ordered-list, [15.0, 259.0, 662.0, 18.0], _iFmkoEl1X, 5782191]
[ordered-list, [15.0, 277.0, 662.0, 18.0], _iFmkoEl1X, 5782191]
[ordered-list, [15.0, 295.0, 662.0, 18.0], _iFmkoEl1X, 5782191]
[ordered-list, [15.0, 313.0, 662.0, 18.0], _iFmkoEl1X, 5782191]
[ordered-list, [15.0, 331.0, 662.0, 18.0], _iFmkoEl1X, 5782191]
[ordered-list, [15.0, 349.0, 662.0, 18.0], _iFmkoEl1X, 5782191]
[ordered-list, [15.0, 367.0, 662.0, 18.0], _iFmkoEl1X, 5782191]
[ordered-list, [15.0, 385.0, 662.0, 18.0], _iFmkoEl1X, 5782191]
[ordered-list, [15.0, 403.0, 662.0, 18.0], _iFmkoEl1X, 5782191]
[ordered-list, [15.0, 421.0, 662.0, 18.0], _iFmkoEl1X, 5782191]
[ordered-list, [15.0, 439.0, 662.0, 18.0], _iFmkoEl1X, 5782191]
[ordered-list, [15.0, 457.0, 662.0, 18.0], _iFmkoEl1X, 5782191]
[sub-ordered-list, [22.0, 278.0, 646.0, 18.0], m169FdYvpM, 5782191]
[sub-ordered-list, [22.0, 296.0, 646.0, 18.0], m169FdYvpM, 5782191]
[sub-ordered-list, [22.0, 314.0, 646.0, 18.0], m169FdYvpM, 5782191]
[sub-ordered-list, [22.0, 332.0, 646.0, 18.0], m169FdYvpM, 5782191]
[ordered-list, [8.0, 499.0, 668.0, 18.0], rHh-V4XTF1, 5782191]
[ordered-list, [8.0, 517.0, 668.0, 18.0], rHh-V4XTF1, 5782191]
[ordered-list, [8.0, 535.0, 668.0, 18.0], rHh-V4XTF1, 5782191]
[ordered-list, [8.0, 553.0, 668.0, 18.0], rHh-V4XTF1, 5782191]
[ordered-list, [8.0, 571.0, 668.0, 18.0], rHh-V4XTF1, 5782191]
[ordered-list, [8.0, 589.0, 668.0, 18.0], rHh-V4XTF1, 5782191]
[ordered-list, [8.0, 607.0, 668.0, 18.0], rHh-V4XTF1, 5782191]
[ordered-list, [8.0, 625.0, 668.0, 18.0], rHh-V4XTF1, 5782191]
[ordered-list, [8.0, 643.0, 668.0, 18.0], rHh-V4XTF1, 5782191]
[ordered-list, [8.0, 661.0, 668.0, 18.0], rHh-V4XTF1, 5782191]
[ordered-list, [8.0, 679.0, 668.0, 18.0], rHh-V4XTF1, 5782191]
[ordered-list, [8.0, 697.0, 668.0, 18.0], rHh-V4XTF1, 5782191]
[ordered-list, [8.0, 715.0, 668.0, 18.0], rHh-V4XTF1, 5782191]
[ordered-list, [8.0, 733.0, 668.0, 18.0], rHh-V4XTF1, 5782191]
[ordered-list, [8.0, 751.0, 668.0, 18.0], rHh-V4XTF1, 5782191]
[ordered-list, [8.0, 769.0, 668.0, 18.0], rHh-V4XTF1, 5782191]
[ordered-list, [8.0, 787.0, 668.0, 18.0], rHh-V4XTF1, 5782191]
[ordered-list, [8.0, 805.0, 668.0, 18.0], rHh-V4XTF1, 5782191]
[ordered-list, [8.0, 823.0, 668.0, 18.0], rHh-V4XTF1, 5782191]
[ordered-list, [8.0, 841.0, 668.0, 18.0], rHh-V4XTF1, 5782191]
[ordered-list, [8.0, 859.0, 668.0, 18.0], rHh-V4XTF1, 5782191]
[ordered-list, [8.0, 877.0, 668.0, 18.0], rHh-V4XTF1, 5782191]
[ordered-list, [8.0, 895.0, 668.0, 18.0], rHh-V4XTF1, 5782191]
[ordered-list, [8.0, 913.0, 668.0, 18.0], rHh-V4XTF1, 5782191]
[ordered-list, [8.0, 931.0, 668.0, 18.0], rHh-V4XTF1, 5782191]
[ordered-list, [8.0, 949.0, 668.0, 18.0], rHh-V4XTF1, 5782191]
[ordered-list, [8.0, 967.0, 668.0, 18.0], rHh-V4XTF1, 5782191]
[ordered-list, [8.0, 985.0, 668.0, 18.0], rHh-V4XTF1, 5782191]
[ordered-list, [8.0, 1003.0, 668.0, 18.0], rHh-V4XTF1, 5782191]
[ordered-list, [8.0, 1021.0, 668.0, 18.0], rHh-V4XTF1, 5782191]
[ordered-list, [8.0, 1039.0, 668.0, 18.0], rHh-V4XTF1, 5782191]
[ordered-list, [8.0, 1057.0, 668.0, 18.0], rHh-V4XTF1, 5782191]
[ordered-list, [8.0, 1075.0, 668.0, 18.0], rHh-V4XTF1, 5782191]
[ordered-list, [8.0, 1093.0, 668.0, 18.0], rHh-V4XTF1, 5782191]
[ordered-list, [8.0, 1111.0, 668.0, 18.0], rHh-V4XTF1, 5782191]
[ordered-list, [8.0, 1129.0, 668.0, 18.0], rHh-V4XTF1, 5782191]
[ordered-list, [8.0, 1147.0, 668.0, 18.0], rHh-V4XTF1, 5782191]
[ordered-list, [8.0, 1165.0, 668.0, 18.0], rHh-V4XTF1, 5782191]
[sub-ordered-list, [10.0, 528.0, 661.0, 18.0], MSEheLhSXx, 5782191]
[sub-ordered-list, [10.0, 546.0, 661.0, 18.0], MSEheLhSXx, 5782191]
[sub-ordered-list, [10.0, 564.0, 661.0, 18.0], MSEheLhSXx, 5782191]
[sub-ordered-list, [10.0, 582.0, 661.0, 18.0], MSEheLhSXx, 5782191]
[sub-ordered-list, [10.0, 600.0, 661.0, 18.0], MSEheLhSXx, 5782191]
[sub-ordered-list, [10.0, 618.0, 661.0, 18.0], MSEheLhSXx, 5782191]
[sub-ordered-list, [10.0, 636.0, 661.0, 18.0], MSEheLhSXx, 5782191]
[sub-ordered-list, [10.0, 654.0, 661.0, 18.0], MSEheLhSXx, 5782191]
[sub-ordered-list, [10.0, 672.0, 661.0, 18.0], MSEheLhSXx, 5782191]
[sub-ordered-list, [10.0, 690.0, 661.0, 18.0], MSEheLhSXx, 5782191]
[sub-ordered-list, [10.0, 708.0, 661.0, 18.0], MSEheLhSXx, 5782191]
[sub-ordered-list, [10.0, 726.0, 661.0, 18.0], MSEheLhSXx, 5782191]
[sub-ordered-list, [10.0, 744.0, 661.0, 18.0], MSEheLhSXx, 5782191]
[sub-ordered-list, [10.0, 762.0, 661.0, 18.0], MSEheLhSXx, 5782191]
[sub-ordered-list, [10.0, 780.0, 661.0, 18.0], MSEheLhSXx, 5782191]
[sub-ordered-list, [10.0, 798.0, 661.0, 18.0], MSEheLhSXx, 5782191]
[sub-ordered-list, [10.0, 816.0, 661.0, 18.0], MSEheLhSXx, 5782191]
[sub-ordered-list, [10.0, 834.0, 661.0, 18.0], MSEheLhSXx, 5782191]
[sub-ordered-list, [10.0, 852.0, 661.0, 18.0], MSEheLhSXx, 5782191]
[sub-ordered-list, [10.0, 870.0, 661.0, 18.0], MSEheLhSXx, 5782191]
[sub-ordered-list, [10.0, 888.0, 661.0, 18.0], MSEheLhSXx, 5782191]
[sub-ordered-list, [10.0, 906.0, 661.0, 18.0], MSEheLhSXx, 5782191]
[subsub-ordered-list, [15.0, 638.0, 649.0, 18.0], 9PWgMk8JCj, 5782191]
[subsub-ordered-list, [15.0, 656.0, 649.0, 18.0], 9PWgMk8JCj, 5782191]
[subsub-ordered-list, [15.0, 674.0, 649.0, 18.0], 9PWgMk8JCj, 5782191]
[subsub-ordered-list, [15.0, 692.0, 649.0, 18.0], 9PWgMk8JCj, 5782191]
[subsub-ordered-list, [16.0, 788.0, 648.0, 18.0], d93DHX2tkn, 5782191]
[subsub-ordered-list, [16.0, 806.0, 648.0, 18.0], d93DHX2tkn, 5782191]
[subsub-ordered-list, [16.0, 824.0, 648.0, 18.0], d93DHX2tkn, 5782191]
[subsub-ordered-list, [16.0, 842.0, 648.0, 18.0], d93DHX2tkn, 5782191]
[subsub-ordered-list, [16.0, 860.0, 648.0, 18.0], d93DHX2tkn, 5782191]
[subsub-ordered-list, [16.0, 878.0, 648.0, 18.0], d93DHX2tkn, 5782191]
[subsub-ordered-list, [16.0, 896.0, 648.0, 18.0], d93DHX2tkn, 5782191]
[sub-ordered-list, [3.0, 970.0, 663.0, 18.0], HsHpExvF7m, 5782191]
[sub-ordered-list, [3.0, 988.0, 663.0, 18.0], HsHpExvF7m, 5782191]
[sub-ordered-list, [3.0, 1006.0, 663.0, 18.0], HsHpExvF7m, 5782191]
[sub-ordered-list, [3.0, 1024.0, 663.0, 18.0], HsHpExvF7m, 5782191]
[sub-ordered-list, [3.0, 1042.0, 663.0, 18.0], HsHpExvF7m, 5782191]
[sub-ordered-list, [3.0, 1060.0, 663.0, 18.0], HsHpExvF7m, 5782191]
[sub-ordered-list, [3.0, 1078.0, 663.0, 18.0], HsHpExvF7m, 5782191]
[sub-ordered-list, [3.0, 1096.0, 663.0, 18.0], HsHpExvF7m, 5782191]
[sub-ordered-list, [3.0, 1114.0, 663.0, 18.0], HsHpExvF7m, 5782191]
[sub-ordered-list, [3.0, 1132.0, 663.0, 18.0], HsHpExvF7m, 5782191]
[sub-ordered-list, [3.0, 1150.0, 663.0, 18.0], HsHpExvF7m, 5782191]
[sub-ordered-list, [3.0, 1168.0, 663.0, 18.0], HsHpExvF7m, 5782191]
[subsub-ordered-list, [11.0, 1045.0, 649.0, 18.0], 5TFd0WyN4K, 5782191]
[subsub-ordered-list, [11.0, 1063.0, 649.0, 18.0], 5TFd0WyN4K, 5782191]
[subsub-ordered-list, [11.0, 1081.0, 649.0, 18.0], 5TFd0WyN4K, 5782191]
[subsub-ordered-list, [11.0, 1099.0, 649.0, 18.0], 5TFd0WyN4K, 5782191]
[subsub-ordered-list, [11.0, 1117.0, 649.0, 18.0], 5TFd0WyN4K, 5782191]
[subsub-ordered-list, [11.0, 1135.0, 649.0, 18.0], 5TFd0WyN4K, 5782191]
[subsub-ordered-list, [11.0, 1153.0, 649.0, 18.0], 5TFd0WyN4K, 5782191]
[subsub-ordered-list, [11.0, 1171.0, 649.0, 18.0], 5TFd0WyN4K, 5782191]
