[1650, 1275]
[section-title, [224.0, 240.0, 825.0, 49.5], a8qYRLmW-3, 5781069]
[ordered-list, [201.0, 371.0, 934.0, 36.0], shoonya_1s3RRMOVGD1HMZ, 5781069]
[ordered-list, [201.0, 407.0, 934.0, 36.0], shoonya_1s3RRMOVGD1HMZ, 5781069]
[ordered-list, [201.0, 443.0, 934.0, 36.0], shoonya_1s3RRMOVGD1HMZ, 5781069]
[ordered-list, [201.0, 479.0, 934.0, 36.0], shoonya_1s3RRMOVGD1HMZ, 5781069]
[ordered-list, [201.0, 515.0, 934.0, 36.0], shoonya_1s3RRMOVGD1HMZ, 5781069]
[ordered-list, [201.0, 551.0, 934.0, 36.0], shoonya_1s3RRMOVGD1HMZ, 5781069]
[ordered-list, [201.0, 587.0, 934.0, 36.0], shoonya_1s3RRMOVGD1HMZ, 5781069]
[ordered-list, [201.0, 623.0, 934.0, 36.0], shoonya_1s3RRMOVGD1HMZ, 5781069]
[ordered-list, [201.0, 659.0, 934.0, 36.0], shoonya_1s3RRMOVGD1HMZ, 5781069]
[ordered-list, [201.0, 695.0, 934.0, 36.0], shoonya_1s3RRMOVGD1HMZ, 5781069]
[ordered-list, [201.0, 731.0, 934.0, 36.0], shoonya_1s3RRMOVGD1HMZ, 5781069]
[ordered-list, [201.0, 767.0, 934.0, 36.0], shoonya_1s3RRMOVGD1HMZ, 5781069]
[ordered-list, [201.0, 803.0, 934.0, 36.0], shoonya_1s3RRMOVGD1HMZ, 5781069]
[ordered-list, [201.0, 839.0, 934.0, 36.0], shoonya_1s3RRMOVGD1HMZ, 5781069]
[ordered-list, [201.0, 875.0, 934.0, 36.0], shoonya_1s3RRMOVGD1HMZ, 5781069]
[ordered-list, [201.0, 911.0, 934.0, 36.0], shoonya_1s3RRMOVGD1HMZ, 5781069]
[ordered-list, [201.0, 947.0, 934.0, 36.0], shoonya_1s3RRMOVGD1HMZ, 5781069]
[ordered-list, [201.0, 983.0, 934.0, 36.0], shoonya_1s3RRMOVGD1HMZ, 5781069]
[ordered-list, [201.0, 1019.0, 934.0, 36.0], shoonya_1s3RRMOVGD1HMZ, 5781069]
[ordered-list, [201.0, 1055.0, 934.0, 36.0], shoonya_1s3RRMOVGD1HMZ, 5781069]
[ordered-list, [201.0, 1091.0, 934.0, 36.0], shoonya_1s3RRMOVGD1HMZ, 5781069]
