[1246, 907]
[chapter-title, [278.0, 49.0, 253.0, 30.0], shoonya_19sORQOLRXAFHH, 5775962]
[paragraph, [87.0, 89.0, 636.0, 18.0], shoonya_2s378Z4NGAEHQN, 5775962]
[paragraph, [87.0, 107.0, 636.0, 18.0], shoonya_2s378Z4NGAEHQN, 5775962]
[paragraph, [87.0, 140.0, 639.0, 18.0], shoonya_1sK3WUZSJ7LLMX, 5775962]
[paragraph, [87.0, 158.0, 639.0, 18.0], shoonya_1sK3WUZSJ7LLMX, 5775962]
[paragraph, [87.0, 176.0, 639.0, 18.0], shoonya_1sK3WUZSJ7LLMX, 5775962]
[paragraph, [87.0, 194.0, 639.0, 18.0], shoonya_1sK3WUZSJ7LLMX, 5775962]
[paragraph, [87.0, 212.0, 639.0, 18.0], shoonya_1sK3WUZSJ7LLMX, 5775962]
[paragraph, [87.0, 230.0, 639.0, 18.0], shoonya_1sK3WUZSJ7LLMX, 5775962]
[paragraph, [87.0, 248.0, 639.0, 18.0], shoonya_1sK3WUZSJ7LLMX, 5775962]
[paragraph, [87.0, 266.0, 639.0, 18.0], shoonya_1sK3WUZSJ7LLMX, 5775962]
[paragraph, [87.0, 284.0, 639.0, 18.0], shoonya_1sK3WUZSJ7LLMX, 5775962]
[paragraph, [87.0, 316.0, 638.0, 18.0], shoonya_0sS3JE2W25X6C9, 5775962]
[paragraph, [87.0, 334.0, 638.0, 18.0], shoonya_0sS3JE2W25X6C9, 5775962]
[paragraph, [87.0, 352.0, 638.0, 18.0], shoonya_0sS3JE2W25X6C9, 5775962]
[paragraph, [87.0, 370.0, 638.0, 18.0], shoonya_0sS3JE2W25X6C9, 5775962]
[paragraph, [87.0, 388.0, 638.0, 18.0], shoonya_0sS3JE2W25X6C9, 5775962]
[paragraph, [87.0, 406.0, 638.0, 18.0], shoonya_0sS3JE2W25X6C9, 5775962]
[paragraph, [87.0, 424.0, 638.0, 18.0], shoonya_0sS3JE2W25X6C9, 5775962]
[paragraph, [87.0, 442.0, 638.0, 18.0], shoonya_0sS3JE2W25X6C9, 5775962]
[paragraph, [87.0, 460.0, 638.0, 18.0], shoonya_0sS3JE2W25X6C9, 5775962]
[paragraph, [110.0, 492.0, 272.0, 18.0], shoonya_6sZT1STGJ84QJ8, 5775962]
[paragraph, [112.0, 517.0, 404.0, 18.0], shoonya_15sRLISN869I2V, 5775962]
[paragraph, [90.0, 543.0, 633.0, 18.0], shoonya_3sEXCBWOLPXH0F, 5775962]
[paragraph, [90.0, 561.0, 633.0, 18.0], shoonya_3sEXCBWOLPXH0F, 5775962]
[paragraph, [94.0, 593.0, 628.0, 18.0], shoonya_20sJ8Q0Q63M0ER, 5775962]
[paragraph, [90.0, 616.0, 636.0, 18.0], shoonya_5sAHBS3WZ0GJMX, 5775962]
[paragraph, [90.0, 634.0, 636.0, 18.0], shoonya_5sAHBS3WZ0GJMX, 5775962]
[paragraph, [91.0, 668.0, 632.0, 18.0], shoonya_17s5TXHRM7DLDA, 5775962]
[paragraph, [91.0, 686.0, 632.0, 18.0], shoonya_17s5TXHRM7DLDA, 5775962]
[paragraph, [91.0, 710.0, 634.0, 18.0], shoonya_7sY75XKBGM3WW7, 5775962]
[paragraph, [91.0, 728.0, 634.0, 18.0], shoonya_7sY75XKBGM3WW7, 5775962]
[paragraph, [91.0, 746.0, 634.0, 18.0], shoonya_7sY75XKBGM3WW7, 5775962]
[paragraph, [92.0, 769.0, 633.0, 18.0], shoonya_4sVB0WOQ0UUGGJ, 5775962]
[paragraph, [92.0, 787.0, 633.0, 18.0], shoonya_4sVB0WOQ0UUGGJ, 5775962]
[paragraph, [111.0, 818.0, 415.0, 18.0], shoonya_14sSYQZN7OYMK0, 5775962]
[paragraph, [114.0, 845.0, 153.0, 18.0], shoonya_13sCJ1ULQIMIOO, 5775962]
[paragraph, [115.0, 868.0, 227.0, 18.0], shoonya_10s74JFZ8ANNCE, 5775962]
[paragraph, [114.0, 894.0, 85.0, 18.0], shoonya_11s29I7BY8ECVD, 5775962]
[paragraph, [113.0, 919.0, 127.0, 18.0], shoonya_8s0QY40N0JNTD6, 5775962]
[paragraph, [115.0, 944.0, 502.0, 18.0], shoonya_16sI3UIMSPJCAY, 5775962]
[paragraph, [97.0, 970.0, 627.0, 18.0], shoonya_12sR2B152ORF45, 5775962]
[paragraph, [97.0, 988.0, 627.0, 18.0], shoonya_12sR2B152ORF45, 5775962]
[paragraph, [93.0, 995.0, 161.0, 18.0], shoonya_21s1PKGW68C9DN, 5775962]
[paragraph, [93.0, 1020.0, 632.0, 18.0], shoonya_9sUMB0Q2N6E5UE, 5775962]
[paragraph, [93.0, 1038.0, 632.0, 18.0], shoonya_9sUMB0Q2N6E5UE, 5775962]
[paragraph, [93.0, 1056.0, 632.0, 18.0], shoonya_9sUMB0Q2N6E5UE, 5775962]
[paragraph, [93.0, 1074.0, 632.0, 18.0], shoonya_9sUMB0Q2N6E5UE, 5775962]
