[872, 605]
[folio, [410.0, 34.0, 135.0, 18.0], Nr1E1WcxKn, 6457507]
[section-title, [260.0, 37.0, 70.0, 30.0], hU6b4RJf2l, 6457507]
[paragraph, [292.0, 77.0, 255.0, 18.0], tRgJrd1x7M, 6457507]
[paragraph, [292.0, 95.0, 255.0, 18.0], tRgJrd1x7M, 6457507]
[paragraph, [46.0, 79.0, 242.0, 18.0], 5LFMjt1rjf, 6457507]
[paragraph, [46.0, 97.0, 242.0, 18.0], 5LFMjt1rjf, 6457507]
[paragraph, [46.0, 115.0, 242.0, 18.0], 5LFMjt1rjf, 6457507]
[paragraph, [296.0, 117.0, 249.0, 18.0], dIRmQZKQ48, 6457507]
[paragraph, [296.0, 135.0, 249.0, 18.0], dIRmQZKQ48, 6457507]
[paragraph, [50.0, 141.0, 246.0, 18.0], AzLE9w3CKA, 6457507]
[paragraph, [50.0, 159.0, 246.0, 18.0], AzLE9w3CKA, 6457507]
[paragraph, [295.0, 156.0, 176.0, 18.0], umLRYu-gGn, 6457507]
[paragraph, [50.0, 176.0, 245.0, 18.0], 5osD0WbOZh, 6457507]
[paragraph, [50.0, 194.0, 245.0, 18.0], 5osD0WbOZh, 6457507]
[paragraph, [296.0, 179.0, 248.0, 18.0], Ax0Tbpjn8R, 6457507]
[paragraph, [296.0, 197.0, 248.0, 18.0], Ax0Tbpjn8R, 6457507]
[paragraph, [47.0, 214.0, 222.0, 18.0], Wiv1pO9UA3, 6457507]
[paragraph, [47.0, 232.0, 222.0, 18.0], Wiv1pO9UA3, 6457507]
[paragraph, [297.0, 219.0, 254.0, 18.0], fZGb2LUjPJ, 6457507]
[paragraph, [297.0, 237.0, 254.0, 18.0], fZGb2LUjPJ, 6457507]
[paragraph, [297.0, 255.0, 254.0, 18.0], fZGb2LUjPJ, 6457507]
[paragraph, [297.0, 273.0, 254.0, 18.0], fZGb2LUjPJ, 6457507]
[paragraph, [297.0, 291.0, 254.0, 18.0], fZGb2LUjPJ, 6457507]
[paragraph, [297.0, 309.0, 254.0, 18.0], fZGb2LUjPJ, 6457507]
[paragraph, [297.0, 327.0, 254.0, 18.0], fZGb2LUjPJ, 6457507]
[paragraph, [297.0, 345.0, 254.0, 18.0], fZGb2LUjPJ, 6457507]
[paragraph, [297.0, 363.0, 254.0, 18.0], fZGb2LUjPJ, 6457507]
[paragraph, [297.0, 381.0, 254.0, 18.0], fZGb2LUjPJ, 6457507]
[paragraph, [297.0, 399.0, 254.0, 18.0], fZGb2LUjPJ, 6457507]
[paragraph, [297.0, 417.0, 254.0, 18.0], fZGb2LUjPJ, 6457507]
[paragraph, [297.0, 435.0, 254.0, 18.0], fZGb2LUjPJ, 6457507]
[paragraph, [297.0, 453.0, 254.0, 18.0], fZGb2LUjPJ, 6457507]
[paragraph, [297.0, 471.0, 254.0, 18.0], fZGb2LUjPJ, 6457507]
[paragraph, [297.0, 489.0, 254.0, 18.0], fZGb2LUjPJ, 6457507]
[paragraph, [297.0, 507.0, 254.0, 18.0], fZGb2LUjPJ, 6457507]
[paragraph, [297.0, 525.0, 254.0, 18.0], fZGb2LUjPJ, 6457507]
[paragraph, [297.0, 543.0, 254.0, 18.0], fZGb2LUjPJ, 6457507]
[paragraph, [297.0, 561.0, 254.0, 18.0], fZGb2LUjPJ, 6457507]
[paragraph, [297.0, 579.0, 254.0, 18.0], fZGb2LUjPJ, 6457507]
[paragraph, [297.0, 597.0, 254.0, 18.0], fZGb2LUjPJ, 6457507]
[paragraph, [49.0, 250.0, 232.0, 18.0], QRzgDIOSHl, 6457507]
[paragraph, [49.0, 268.0, 232.0, 18.0], QRzgDIOSHl, 6457507]
[paragraph, [45.0, 294.0, 255.0, 18.0], o6iTCvpdEL, 6457507]
[paragraph, [45.0, 312.0, 255.0, 18.0], o6iTCvpdEL, 6457507]
[paragraph, [45.0, 330.0, 255.0, 18.0], o6iTCvpdEL, 6457507]
[paragraph, [45.0, 348.0, 255.0, 18.0], o6iTCvpdEL, 6457507]
[paragraph, [45.0, 366.0, 255.0, 18.0], o6iTCvpdEL, 6457507]
[paragraph, [49.0, 384.0, 257.0, 18.0], shoonya_0s0GPKO5X6I42J, 6457507]
[paragraph, [49.0, 402.0, 257.0, 18.0], shoonya_0s0GPKO5X6I42J, 6457507]
[paragraph, [49.0, 420.0, 257.0, 18.0], shoonya_0s0GPKO5X6I42J, 6457507]
[paragraph, [49.0, 438.0, 257.0, 18.0], shoonya_0s0GPKO5X6I42J, 6457507]
[paragraph, [49.0, 456.0, 257.0, 18.0], shoonya_0s0GPKO5X6I42J, 6457507]
[paragraph, [49.0, 474.0, 257.0, 18.0], shoonya_0s0GPKO5X6I42J, 6457507]
[paragraph, [49.0, 492.0, 257.0, 18.0], shoonya_0s0GPKO5X6I42J, 6457507]
[paragraph, [49.0, 510.0, 257.0, 18.0], shoonya_0s0GPKO5X6I42J, 6457507]
[paragraph, [49.0, 528.0, 257.0, 18.0], shoonya_0s0GPKO5X6I42J, 6457507]
[paragraph, [49.0, 546.0, 257.0, 18.0], shoonya_0s0GPKO5X6I42J, 6457507]
[paragraph, [49.0, 564.0, 257.0, 18.0], shoonya_0s0GPKO5X6I42J, 6457507]
[paragraph, [49.0, 582.0, 257.0, 18.0], shoonya_0s0GPKO5X6I42J, 6457507]
[paragraph, [49.0, 600.0, 257.0, 18.0], shoonya_0s0GPKO5X6I42J, 6457507]
[paragraph, [49.0, 618.0, 257.0, 18.0], shoonya_0s0GPKO5X6I42J, 6457507]
[paragraph, [49.0, 636.0, 257.0, 18.0], shoonya_0s0GPKO5X6I42J, 6457507]
[paragraph, [49.0, 654.0, 257.0, 18.0], shoonya_0s0GPKO5X6I42J, 6457507]
[paragraph, [302.0, 629.0, 240.0, 18.0], R40khd6U7e, 6457507]
[paragraph, [304.0, 652.0, 243.0, 18.0], 1dXV7VTODg, 6457507]
[paragraph, [304.0, 670.0, 243.0, 18.0], 1dXV7VTODg, 6457507]
[reference, [46.0, 683.0, 256.0, 18.0], yrI9RcceXI, 6457507]
[reference, [46.0, 701.0, 256.0, 18.0], yrI9RcceXI, 6457507]
[reference, [46.0, 719.0, 256.0, 18.0], yrI9RcceXI, 6457507]
[reference, [46.0, 737.0, 256.0, 18.0], yrI9RcceXI, 6457507]
[reference, [46.0, 755.0, 256.0, 18.0], yrI9RcceXI, 6457507]
[reference, [46.0, 773.0, 256.0, 18.0], yrI9RcceXI, 6457507]
[reference, [46.0, 791.0, 256.0, 18.0], yrI9RcceXI, 6457507]
[reference, [46.0, 809.0, 256.0, 18.0], yrI9RcceXI, 6457507]
[reference, [304.0, 707.0, 249.0, 18.0], 7pWH5gLBkW, 6457507]
[reference, [304.0, 725.0, 249.0, 18.0], 7pWH5gLBkW, 6457507]
[reference, [304.0, 743.0, 249.0, 18.0], 7pWH5gLBkW, 6457507]
[reference, [304.0, 761.0, 249.0, 18.0], 7pWH5gLBkW, 6457507]
[reference, [304.0, 779.0, 249.0, 18.0], 7pWH5gLBkW, 6457507]
[reference, [304.0, 797.0, 249.0, 18.0], 7pWH5gLBkW, 6457507]
[reference, [304.0, 815.0, 249.0, 18.0], 7pWH5gLBkW, 6457507]
