[1461, 1106]
[section-title, [120.0, 124.0, 623.0, 30.0], hA84tOxh4A, 5758851]
[paragraph, [111.0, 175.0, 851.0, 18.0], 5cX4WaOtx2, 5758851]
[paragraph, [111.0, 193.0, 851.0, 18.0], 5cX4WaOtx2, 5758851]
[paragraph, [111.0, 211.0, 851.0, 18.0], 5cX4WaOtx2, 5758851]
[paragraph, [111.0, 229.0, 851.0, 18.0], 5cX4WaOtx2, 5758851]
[paragraph, [111.0, 247.0, 851.0, 18.0], 5cX4WaOtx2, 5758851]
[paragraph, [111.0, 265.0, 851.0, 18.0], 5cX4WaOtx2, 5758851]
[paragraph, [111.0, 283.0, 851.0, 18.0], 5cX4WaOtx2, 5758851]
[paragraph, [111.0, 301.0, 851.0, 18.0], 5cX4WaOtx2, 5758851]
[paragraph, [111.0, 319.0, 851.0, 18.0], 5cX4WaOtx2, 5758851]
[paragraph, [111.0, 337.0, 851.0, 18.0], 5cX4WaOtx2, 5758851]
[paragraph, [111.0, 355.0, 851.0, 18.0], 5cX4WaOtx2, 5758851]
[unordered-list, [114.0, 398.0, 847.0, 18.0], vYay7CyXPa, 5758851]
[unordered-list, [114.0, 416.0, 847.0, 18.0], vYay7CyXPa, 5758851]
[unordered-list, [114.0, 434.0, 847.0, 18.0], vYay7CyXPa, 5758851]
[unordered-list, [114.0, 452.0, 847.0, 18.0], vYay7CyXPa, 5758851]
[unordered-list, [114.0, 470.0, 847.0, 18.0], vYay7CyXPa, 5758851]
[unordered-list, [114.0, 488.0, 847.0, 18.0], vYay7CyXPa, 5758851]
[unordered-list, [114.0, 506.0, 847.0, 18.0], vYay7CyXPa, 5758851]
[unordered-list, [114.0, 524.0, 847.0, 18.0], vYay7CyXPa, 5758851]
[section-title, [114.0, 572.0, 853.0, 30.0], _k_IGHg7FO, 5758851]
[section-title, [114.0, 602.0, 853.0, 30.0], _k_IGHg7FO, 5758851]
[unordered-list, [139.0, 648.0, 829.0, 18.0], Zg3VFuKg-C, 5758851]
