[1004, 621]
[paragraph, [32.0, 102.0, 546.0, 18.0], GU-XKzQPs6, 5740567]
[paragraph, [32.0, 120.0, 546.0, 18.0], GU-XKzQPs6, 5740567]
[paragraph, [32.0, 138.0, 546.0, 18.0], GU-XKzQPs6, 5740567]
[paragraph, [32.0, 156.0, 546.0, 18.0], GU-XKzQPs6, 5740567]
[paragraph, [32.0, 174.0, 546.0, 18.0], GU-XKzQPs6, 5740567]
[paragraph, [32.0, 192.0, 546.0, 18.0], GU-XKzQPs6, 5740567]
[paragraph, [32.0, 210.0, 546.0, 18.0], GU-XKzQPs6, 5740567]
[paragraph, [32.0, 228.0, 546.0, 18.0], GU-XKzQPs6, 5740567]
[paragraph, [32.0, 246.0, 546.0, 18.0], GU-XKzQPs6, 5740567]
[paragraph, [32.0, 264.0, 546.0, 18.0], GU-XKzQPs6, 5740567]
[paragraph, [32.0, 282.0, 546.0, 18.0], GU-XKzQPs6, 5740567]
[paragraph, [32.0, 300.0, 546.0, 18.0], GU-XKzQPs6, 5740567]
[paragraph, [32.0, 318.0, 546.0, 18.0], GU-XKzQPs6, 5740567]
[paragraph, [32.0, 336.0, 546.0, 18.0], GU-XKzQPs6, 5740567]
[paragraph, [32.0, 354.0, 546.0, 18.0], GU-XKzQPs6, 5740567]
[paragraph, [32.0, 372.0, 546.0, 18.0], GU-XKzQPs6, 5740567]
[paragraph, [32.0, 390.0, 546.0, 18.0], GU-XKzQPs6, 5740567]
[paragraph, [32.0, 408.0, 546.0, 18.0], GU-XKzQPs6, 5740567]
[paragraph, [32.0, 426.0, 546.0, 18.0], GU-XKzQPs6, 5740567]
[paragraph, [32.0, 444.0, 546.0, 18.0], GU-XKzQPs6, 5740567]
[paragraph, [32.0, 462.0, 546.0, 18.0], GU-XKzQPs6, 5740567]
[paragraph, [31.0, 500.0, 547.0, 18.0], hTRp3jILwQ, 5740567]
[paragraph, [31.0, 518.0, 547.0, 18.0], hTRp3jILwQ, 5740567]
[paragraph, [31.0, 536.0, 547.0, 18.0], hTRp3jILwQ, 5740567]
[paragraph, [31.0, 554.0, 547.0, 18.0], hTRp3jILwQ, 5740567]
[paragraph, [31.0, 572.0, 547.0, 18.0], hTRp3jILwQ, 5740567]
[paragraph, [31.0, 590.0, 547.0, 18.0], hTRp3jILwQ, 5740567]
[paragraph, [31.0, 608.0, 547.0, 18.0], hTRp3jILwQ, 5740567]
[paragraph, [31.0, 626.0, 547.0, 18.0], hTRp3jILwQ, 5740567]
[paragraph, [31.0, 644.0, 547.0, 18.0], hTRp3jILwQ, 5740567]
[paragraph, [31.0, 662.0, 547.0, 18.0], hTRp3jILwQ, 5740567]
[paragraph, [31.0, 680.0, 547.0, 18.0], hTRp3jILwQ, 5740567]
[paragraph, [31.0, 698.0, 547.0, 18.0], hTRp3jILwQ, 5740567]
[paragraph, [31.0, 716.0, 547.0, 18.0], hTRp3jILwQ, 5740567]
[paragraph, [31.0, 734.0, 547.0, 18.0], hTRp3jILwQ, 5740567]
[paragraph, [31.0, 752.0, 547.0, 18.0], hTRp3jILwQ, 5740567]
[paragraph, [31.0, 770.0, 547.0, 18.0], hTRp3jILwQ, 5740567]
[paragraph, [31.0, 788.0, 547.0, 18.0], hTRp3jILwQ, 5740567]
[paragraph, [31.0, 806.0, 547.0, 18.0], hTRp3jILwQ, 5740567]
[paragraph, [31.0, 824.0, 547.0, 18.0], hTRp3jILwQ, 5740567]
[paragraph, [31.0, 842.0, 547.0, 18.0], hTRp3jILwQ, 5740567]
[paragraph, [31.0, 860.0, 547.0, 18.0], hTRp3jILwQ, 5740567]
[paragraph, [31.0, 878.0, 547.0, 18.0], hTRp3jILwQ, 5740567]
[paragraph, [31.0, 896.0, 547.0, 18.0], hTRp3jILwQ, 5740567]
[paragraph, [31.0, 914.0, 547.0, 18.0], hTRp3jILwQ, 5740567]
[paragraph, [31.0, 932.0, 547.0, 18.0], hTRp3jILwQ, 5740567]
