[3509, 2482]
[folio, [854.0, 194.0, 494.0, 52.5], jjYtnWOZEQ, 5691800]
[folio, [854.0, 246.5, 494.0, 52.5], jjYtnWOZEQ, 5691800]
[paragraph, [192.0, 341.0, 1821.0, 52.5], shoonya_0s4S4ZNSBRUBUN, 5691800]
[paragraph, [192.0, 393.5, 1821.0, 52.5], shoonya_0s4S4ZNSBRUBUN, 5691800]
[paragraph, [192.0, 446.0, 1821.0, 52.5], shoonya_0s4S4ZNSBRUBUN, 5691800]
[paragraph, [192.0, 498.5, 1821.0, 52.5], shoonya_0s4S4ZNSBRUBUN, 5691800]
[paragraph, [184.0, 589.0, 1821.0, 52.5], fcs8KH1I3k, 5691800]
[paragraph, [184.0, 641.5, 1821.0, 52.5], fcs8KH1I3k, 5691800]
[paragraph, [184.0, 694.0, 1821.0, 52.5], fcs8KH1I3k, 5691800]
[paragraph, [184.0, 746.5, 1821.0, 52.5], fcs8KH1I3k, 5691800]
[paragraph, [187.0, 814.0, 1818.0, 52.5], q45XgEKzoI, 5691800]
[paragraph, [187.0, 866.5, 1818.0, 52.5], q45XgEKzoI, 5691800]
[paragraph, [187.0, 919.0, 1818.0, 52.5], q45XgEKzoI, 5691800]
[paragraph, [284.0, 967.0, 669.0, 52.5], 3emE2lqpCp, 5691800]
[paragraph, [197.0, 1048.0, 1805.0, 52.5], 3p6nz6QJNV, 5691800]
[paragraph, [197.0, 1100.5, 1805.0, 52.5], 3p6nz6QJNV, 5691800]
[paragraph, [197.0, 1153.0, 1805.0, 52.5], 3p6nz6QJNV, 5691800]
[paragraph, [197.0, 1205.5, 1805.0, 52.5], 3p6nz6QJNV, 5691800]
[paragraph, [190.0, 1280.0, 1812.0, 52.5], 8Vc4CDaZzk, 5691800]
[paragraph, [190.0, 1332.5, 1812.0, 52.5], 8Vc4CDaZzk, 5691800]
[paragraph, [190.0, 1385.0, 1812.0, 52.5], 8Vc4CDaZzk, 5691800]
[paragraph, [287.0, 1441.0, 1060.0, 52.5], cNORvmCdmj, 5691800]
[paragraph, [287.0, 1493.5, 1060.0, 52.5], cNORvmCdmj, 5691800]
[paragraph, [181.0, 1580.0, 922.0, 52.5], V-7XIMwXNk, 5691800]
[paragraph, [301.0, 1673.0, 684.0, 52.5], A4itLLgG2f, 5691800]
[paragraph, [294.0, 1754.0, 824.0, 52.5], 71WIjmGTwm, 5691800]
[paragraph, [224.0, 1831.0, 1822.0, 52.5], qqQwCEM8Av, 5691800]
[paragraph, [224.0, 1883.5, 1822.0, 52.5], qqQwCEM8Av, 5691800]
[paragraph, [224.0, 1936.0, 1822.0, 52.5], qqQwCEM8Av, 5691800]
[paragraph, [224.0, 1988.5, 1822.0, 52.5], qqQwCEM8Av, 5691800]
[paragraph, [224.0, 2041.0, 1822.0, 52.5], qqQwCEM8Av, 5691800]
[paragraph, [224.0, 2093.5, 1822.0, 52.5], qqQwCEM8Av, 5691800]
[paragraph, [224.0, 2146.0, 1822.0, 52.5], qqQwCEM8Av, 5691800]
[paragraph, [294.0, 2216.0, 484.0, 52.5], lzfa7pyi6z, 5691800]
[paragraph, [257.0, 2303.0, 902.0, 52.5], G81qaTKfSY, 5691800]
[paragraph, [213.0, 2381.0, 1819.0, 52.5], mcpjJWo0Iu, 5691800]
[paragraph, [213.0, 2433.5, 1819.0, 52.5], mcpjJWo0Iu, 5691800]
[paragraph, [294.0, 2535.0, 486.0, 52.5], GYV1a7CUcq, 5691800]
[paragraph, [313.0, 2620.0, 301.0, 52.5], kuFYIfxTfH, 5691800]
[paragraph, [316.0, 2694.0, 1071.0, 52.5], BWq64hCl7r, 5691800]
[paragraph, [228.0, 2771.0, 1760.0, 52.5], wm6dMt8Cr1, 5691800]
[paragraph, [228.0, 2823.5, 1760.0, 52.5], wm6dMt8Cr1, 5691800]
[paragraph, [228.0, 2876.0, 1760.0, 52.5], wm6dMt8Cr1, 5691800]
[paragraph, [209.0, 2930.0, 1774.0, 52.5], u0o0JOFZu0, 5691800]
[paragraph, [209.0, 2982.5, 1774.0, 52.5], u0o0JOFZu0, 5691800]
[paragraph, [253.0, 3077.0, 643.0, 52.5], 2MJRg1-Sxv, 5691800]
[paragraph, [279.0, 3169.0, 441.0, 52.5], wq8t_epiH3, 5691800]
[paragraph, [309.0, 3243.0, 394.0, 52.5], yjsVWI_xoV, 5691800]
