[792, 612]
[author, [224.0, 204.0, 160.0, 18.0], CR3tsLLZkq, 6514705]
[paragraph, [68.0, 232.0, 476.0, 18.0], FfcuQLOn3v, 6514705]
[paragraph, [68.0, 250.0, 476.0, 18.0], FfcuQLOn3v, 6514705]
[paragraph, [68.0, 268.0, 476.0, 18.0], FfcuQLOn3v, 6514705]
[paragraph, [410.0, 308.0, 151.0, 18.0], 2gxoIiZDTp, 6514705]
[paragraph, [410.0, 326.0, 151.0, 18.0], 2gxoIiZDTp, 6514705]
[paragraph, [410.0, 344.0, 151.0, 18.0], 2gxoIiZDTp, 6514705]
[paragraph, [410.0, 362.0, 151.0, 18.0], 2gxoIiZDTp, 6514705]
[paragraph, [410.0, 380.0, 151.0, 18.0], 2gxoIiZDTp, 6514705]
[paragraph, [410.0, 398.0, 151.0, 18.0], 2gxoIiZDTp, 6514705]
[paragraph, [410.0, 416.0, 151.0, 18.0], 2gxoIiZDTp, 6514705]
[paragraph, [231.0, 311.0, 148.0, 18.0], 5qaE247tv4, 6514705]
[paragraph, [48.0, 336.0, 156.0, 18.0], shoonya_0sITETF9E0R0JF, 6514705]
[paragraph, [48.0, 354.0, 156.0, 18.0], shoonya_0sITETF9E0R0JF, 6514705]
[paragraph, [48.0, 372.0, 156.0, 18.0], shoonya_0sITETF9E0R0JF, 6514705]
[paragraph, [48.0, 390.0, 156.0, 18.0], shoonya_0sITETF9E0R0JF, 6514705]
[paragraph, [48.0, 408.0, 156.0, 18.0], shoonya_0sITETF9E0R0JF, 6514705]
[paragraph, [48.0, 426.0, 156.0, 18.0], shoonya_0sITETF9E0R0JF, 6514705]
[paragraph, [48.0, 444.0, 156.0, 18.0], shoonya_0sITETF9E0R0JF, 6514705]
[paragraph, [48.0, 462.0, 156.0, 18.0], shoonya_0sITETF9E0R0JF, 6514705]
[paragraph, [48.0, 480.0, 156.0, 18.0], shoonya_0sITETF9E0R0JF, 6514705]
[paragraph, [48.0, 498.0, 156.0, 18.0], shoonya_0sITETF9E0R0JF, 6514705]
[paragraph, [48.0, 516.0, 156.0, 18.0], shoonya_0sITETF9E0R0JF, 6514705]
[paragraph, [48.0, 534.0, 156.0, 18.0], shoonya_0sITETF9E0R0JF, 6514705]
[paragraph, [48.0, 552.0, 156.0, 18.0], shoonya_0sITETF9E0R0JF, 6514705]
[paragraph, [48.0, 570.0, 156.0, 18.0], shoonya_0sITETF9E0R0JF, 6514705]
[paragraph, [48.0, 588.0, 156.0, 18.0], shoonya_0sITETF9E0R0JF, 6514705]
[paragraph, [229.0, 337.0, 152.0, 18.0], ORpgJYzjdt, 6514705]
[paragraph, [229.0, 355.0, 152.0, 18.0], ORpgJYzjdt, 6514705]
[paragraph, [229.0, 373.0, 152.0, 18.0], ORpgJYzjdt, 6514705]
[paragraph, [229.0, 391.0, 152.0, 18.0], ORpgJYzjdt, 6514705]
[paragraph, [229.0, 409.0, 152.0, 18.0], ORpgJYzjdt, 6514705]
[paragraph, [229.0, 427.0, 152.0, 18.0], ORpgJYzjdt, 6514705]
[paragraph, [408.0, 441.0, 154.0, 18.0], Z4hXy0LQsw, 6514705]
[paragraph, [408.0, 459.0, 154.0, 18.0], Z4hXy0LQsw, 6514705]
[paragraph, [408.0, 477.0, 154.0, 18.0], Z4hXy0LQsw, 6514705]
[paragraph, [408.0, 495.0, 154.0, 18.0], Z4hXy0LQsw, 6514705]
[paragraph, [408.0, 513.0, 154.0, 18.0], Z4hXy0LQsw, 6514705]
[paragraph, [408.0, 531.0, 154.0, 18.0], Z4hXy0LQsw, 6514705]
[paragraph, [408.0, 549.0, 154.0, 18.0], Z4hXy0LQsw, 6514705]
[paragraph, [408.0, 567.0, 154.0, 18.0], Z4hXy0LQsw, 6514705]
[paragraph, [408.0, 585.0, 154.0, 18.0], Z4hXy0LQsw, 6514705]
[paragraph, [408.0, 603.0, 154.0, 18.0], Z4hXy0LQsw, 6514705]
[paragraph, [228.0, 453.0, 151.0, 18.0], s80oM5V4Mi, 6514705]
[paragraph, [228.0, 471.0, 151.0, 18.0], s80oM5V4Mi, 6514705]
[paragraph, [228.0, 489.0, 151.0, 18.0], s80oM5V4Mi, 6514705]
[paragraph, [228.0, 507.0, 151.0, 18.0], s80oM5V4Mi, 6514705]
[paragraph, [228.0, 525.0, 151.0, 18.0], s80oM5V4Mi, 6514705]
[paragraph, [228.0, 543.0, 151.0, 18.0], s80oM5V4Mi, 6514705]
[paragraph, [228.0, 561.0, 151.0, 18.0], s80oM5V4Mi, 6514705]
[paragraph, [228.0, 579.0, 151.0, 18.0], s80oM5V4Mi, 6514705]
[paragraph, [228.0, 597.0, 151.0, 18.0], s80oM5V4Mi, 6514705]
[paragraph, [228.0, 615.0, 151.0, 18.0], s80oM5V4Mi, 6514705]
[paragraph, [228.0, 633.0, 151.0, 18.0], s80oM5V4Mi, 6514705]
[paragraph, [228.0, 651.0, 151.0, 18.0], s80oM5V4Mi, 6514705]
[paragraph, [228.0, 669.0, 151.0, 18.0], s80oM5V4Mi, 6514705]
[paragraph, [47.0, 609.0, 155.0, 18.0], 6pT_ZgETH5, 6514705]
[paragraph, [47.0, 627.0, 155.0, 18.0], 6pT_ZgETH5, 6514705]
[paragraph, [47.0, 645.0, 155.0, 18.0], 6pT_ZgETH5, 6514705]
[paragraph, [47.0, 663.0, 155.0, 18.0], 6pT_ZgETH5, 6514705]
[paragraph, [409.0, 636.0, 152.0, 18.0], 332hEIV-AU, 6514705]
[paragraph, [409.0, 654.0, 152.0, 18.0], 332hEIV-AU, 6514705]
