[1240, 875]
[section-title, [60.0, 73.0, 172.0, 30.0], tsIkU_Vt8c, 5773928]
[paragraph, [241.0, 74.0, 563.0, 18.0], hBz_cRq81T, 5773928]
[paragraph, [241.0, 92.0, 563.0, 18.0], hBz_cRq81T, 5773928]
[paragraph, [241.0, 110.0, 563.0, 18.0], hBz_cRq81T, 5773928]
[paragraph, [61.0, 140.0, 762.0, 18.0], X9gNmS42O9, 5773928]
[paragraph, [61.0, 158.0, 762.0, 18.0], X9gNmS42O9, 5773928]
[paragraph, [61.0, 176.0, 762.0, 18.0], X9gNmS42O9, 5773928]
[paragraph, [61.0, 194.0, 762.0, 18.0], X9gNmS42O9, 5773928]
[paragraph, [61.0, 212.0, 762.0, 18.0], X9gNmS42O9, 5773928]
[paragraph, [61.0, 230.0, 762.0, 18.0], X9gNmS42O9, 5773928]
[paragraph, [61.0, 248.0, 762.0, 18.0], X9gNmS42O9, 5773928]
[paragraph, [61.0, 266.0, 762.0, 18.0], X9gNmS42O9, 5773928]
[paragraph, [61.0, 284.0, 762.0, 18.0], X9gNmS42O9, 5773928]
[paragraph, [61.0, 302.0, 762.0, 18.0], X9gNmS42O9, 5773928]
[paragraph, [61.0, 320.0, 762.0, 18.0], X9gNmS42O9, 5773928]
[paragraph, [61.0, 338.0, 762.0, 18.0], X9gNmS42O9, 5773928]
[paragraph, [61.0, 356.0, 762.0, 18.0], X9gNmS42O9, 5773928]
[paragraph, [61.0, 374.0, 762.0, 18.0], X9gNmS42O9, 5773928]
[paragraph, [61.0, 392.0, 762.0, 18.0], X9gNmS42O9, 5773928]
[paragraph, [61.0, 410.0, 762.0, 18.0], X9gNmS42O9, 5773928]
[paragraph, [61.0, 428.0, 762.0, 18.0], X9gNmS42O9, 5773928]
[paragraph, [61.0, 446.0, 762.0, 18.0], X9gNmS42O9, 5773928]
[paragraph, [61.0, 464.0, 762.0, 18.0], X9gNmS42O9, 5773928]
[paragraph, [61.0, 482.0, 762.0, 18.0], X9gNmS42O9, 5773928]
[paragraph, [61.0, 500.0, 762.0, 18.0], X9gNmS42O9, 5773928]
[paragraph, [61.0, 518.0, 762.0, 18.0], X9gNmS42O9, 5773928]
[paragraph, [61.0, 536.0, 762.0, 18.0], X9gNmS42O9, 5773928]
[paragraph, [61.0, 554.0, 762.0, 18.0], X9gNmS42O9, 5773928]
[paragraph, [61.0, 572.0, 762.0, 18.0], X9gNmS42O9, 5773928]
[paragraph, [61.0, 590.0, 762.0, 18.0], X9gNmS42O9, 5773928]
[paragraph, [61.0, 608.0, 762.0, 18.0], X9gNmS42O9, 5773928]
[paragraph, [61.0, 626.0, 762.0, 18.0], X9gNmS42O9, 5773928]
[paragraph, [61.0, 644.0, 762.0, 18.0], X9gNmS42O9, 5773928]
[paragraph, [61.0, 662.0, 762.0, 18.0], X9gNmS42O9, 5773928]
[paragraph, [61.0, 680.0, 762.0, 18.0], X9gNmS42O9, 5773928]
[paragraph, [61.0, 698.0, 762.0, 18.0], X9gNmS42O9, 5773928]
[paragraph, [61.0, 716.0, 762.0, 18.0], X9gNmS42O9, 5773928]
[paragraph, [61.0, 734.0, 762.0, 18.0], X9gNmS42O9, 5773928]
[paragraph, [61.0, 752.0, 762.0, 18.0], X9gNmS42O9, 5773928]
[paragraph, [61.0, 770.0, 762.0, 18.0], X9gNmS42O9, 5773928]
[paragraph, [61.0, 788.0, 762.0, 18.0], X9gNmS42O9, 5773928]
[paragraph, [61.0, 806.0, 762.0, 18.0], X9gNmS42O9, 5773928]
[paragraph, [61.0, 824.0, 762.0, 18.0], X9gNmS42O9, 5773928]
[paragraph, [61.0, 842.0, 762.0, 18.0], X9gNmS42O9, 5773928]
[paragraph, [61.0, 860.0, 762.0, 18.0], X9gNmS42O9, 5773928]
[paragraph, [61.0, 878.0, 762.0, 18.0], X9gNmS42O9, 5773928]
[paragraph, [61.0, 896.0, 762.0, 18.0], X9gNmS42O9, 5773928]
[paragraph, [61.0, 914.0, 762.0, 18.0], X9gNmS42O9, 5773928]
[paragraph, [61.0, 932.0, 762.0, 18.0], X9gNmS42O9, 5773928]
[paragraph, [61.0, 950.0, 762.0, 18.0], X9gNmS42O9, 5773928]
[paragraph, [61.0, 968.0, 762.0, 18.0], X9gNmS42O9, 5773928]
[paragraph, [61.0, 986.0, 762.0, 18.0], X9gNmS42O9, 5773928]
[paragraph, [61.0, 1004.0, 762.0, 18.0], X9gNmS42O9, 5773928]
[paragraph, [61.0, 1022.0, 762.0, 18.0], X9gNmS42O9, 5773928]
[paragraph, [61.0, 1040.0, 762.0, 18.0], X9gNmS42O9, 5773928]
[paragraph, [61.0, 1058.0, 762.0, 18.0], X9gNmS42O9, 5773928]
[paragraph, [61.0, 1076.0, 762.0, 18.0], X9gNmS42O9, 5773928]
[paragraph, [61.0, 1094.0, 762.0, 18.0], X9gNmS42O9, 5773928]
[paragraph, [61.0, 1112.0, 762.0, 18.0], X9gNmS42O9, 5773928]
