[1601, 1128]
[sidebar, [809.0, 249.0, 248.0, 36.0], PV_5VMBmX7, 6472405]
[sidebar, [809.0, 285.0, 248.0, 36.0], PV_5VMBmX7, 6472405]
[sidebar, [809.0, 321.0, 248.0, 36.0], PV_5VMBmX7, 6472405]
[sidebar, [809.0, 357.0, 248.0, 36.0], PV_5VMBmX7, 6472405]
[sidebar, [809.0, 393.0, 248.0, 36.0], PV_5VMBmX7, 6472405]
[sidebar, [809.0, 429.0, 248.0, 36.0], PV_5VMBmX7, 6472405]
[sidebar, [809.0, 465.0, 248.0, 36.0], PV_5VMBmX7, 6472405]
[sidebar, [809.0, 501.0, 248.0, 36.0], PV_5VMBmX7, 6472405]
[paragraph, [82.0, 668.0, 472.0, 36.0], shoonya_1s4JD375GZWOQU, 6472405]
[paragraph, [82.0, 704.0, 472.0, 36.0], shoonya_1s4JD375GZWOQU, 6472405]
[paragraph, [82.0, 740.0, 472.0, 36.0], shoonya_1s4JD375GZWOQU, 6472405]
[paragraph, [82.0, 776.0, 472.0, 36.0], shoonya_1s4JD375GZWOQU, 6472405]
[paragraph, [82.0, 812.0, 472.0, 36.0], shoonya_1s4JD375GZWOQU, 6472405]
[paragraph, [82.0, 848.0, 472.0, 36.0], shoonya_1s4JD375GZWOQU, 6472405]
[paragraph, [82.0, 884.0, 472.0, 36.0], shoonya_1s4JD375GZWOQU, 6472405]
[paragraph, [82.0, 920.0, 472.0, 36.0], shoonya_1s4JD375GZWOQU, 6472405]
[paragraph, [586.0, 668.0, 478.0, 36.0], shoonya_6s81T0GA6SUSU0, 6472405]
[paragraph, [582.0, 722.0, 490.0, 36.0], shoonya_2sXIDD09HFIIGY, 6472405]
[paragraph, [582.0, 758.0, 490.0, 36.0], shoonya_2sXIDD09HFIIGY, 6472405]
[paragraph, [582.0, 794.0, 490.0, 36.0], shoonya_2sXIDD09HFIIGY, 6472405]
[paragraph, [582.0, 830.0, 490.0, 36.0], shoonya_2sXIDD09HFIIGY, 6472405]
[paragraph, [582.0, 866.0, 490.0, 36.0], shoonya_2sXIDD09HFIIGY, 6472405]
[paragraph, [582.0, 902.0, 490.0, 36.0], shoonya_2sXIDD09HFIIGY, 6472405]
[paragraph, [582.0, 938.0, 490.0, 36.0], shoonya_2sXIDD09HFIIGY, 6472405]
[paragraph, [582.0, 974.0, 490.0, 36.0], shoonya_2sXIDD09HFIIGY, 6472405]
[paragraph, [582.0, 1010.0, 490.0, 36.0], shoonya_2sXIDD09HFIIGY, 6472405]
[paragraph, [582.0, 1046.0, 490.0, 36.0], shoonya_2sXIDD09HFIIGY, 6472405]
[paragraph, [90.0, 971.0, 471.0, 36.0], shoonya_4sAOJR2P7KZ6DK, 6472405]
[paragraph, [90.0, 1007.0, 471.0, 36.0], shoonya_4sAOJR2P7KZ6DK, 6472405]
[paragraph, [90.0, 1043.0, 471.0, 36.0], shoonya_4sAOJR2P7KZ6DK, 6472405]
[paragraph, [90.0, 1079.0, 471.0, 36.0], shoonya_4sAOJR2P7KZ6DK, 6472405]
[paragraph, [90.0, 1115.0, 471.0, 36.0], shoonya_4sAOJR2P7KZ6DK, 6472405]
[paragraph, [585.0, 1095.0, 485.0, 36.0], shoonya_3sIOOHM9TKI5BK, 6472405]
[paragraph, [585.0, 1131.0, 485.0, 36.0], shoonya_3sIOOHM9TKI5BK, 6472405]
[paragraph, [585.0, 1167.0, 485.0, 36.0], shoonya_3sIOOHM9TKI5BK, 6472405]
[paragraph, [585.0, 1203.0, 485.0, 36.0], shoonya_3sIOOHM9TKI5BK, 6472405]
[paragraph, [585.0, 1239.0, 485.0, 36.0], shoonya_3sIOOHM9TKI5BK, 6472405]
[paragraph, [585.0, 1275.0, 485.0, 36.0], shoonya_3sIOOHM9TKI5BK, 6472405]
[paragraph, [89.0, 1170.0, 470.0, 36.0], shoonya_8sBKE7U8DAY49Y, 6472405]
[paragraph, [89.0, 1206.0, 470.0, 36.0], shoonya_8sBKE7U8DAY49Y, 6472405]
[paragraph, [89.0, 1242.0, 470.0, 36.0], shoonya_8sBKE7U8DAY49Y, 6472405]
[paragraph, [89.0, 1278.0, 470.0, 36.0], shoonya_8sBKE7U8DAY49Y, 6472405]
[paragraph, [89.0, 1314.0, 470.0, 36.0], shoonya_8sBKE7U8DAY49Y, 6472405]
[paragraph, [89.0, 1350.0, 470.0, 36.0], shoonya_8sBKE7U8DAY49Y, 6472405]
[paragraph, [89.0, 1386.0, 470.0, 36.0], shoonya_8sBKE7U8DAY49Y, 6472405]
[paragraph, [89.0, 1422.0, 470.0, 36.0], shoonya_8sBKE7U8DAY49Y, 6472405]
[paragraph, [581.0, 1344.0, 493.0, 36.0], shoonya_5s7LPL90SY2RO9, 6472405]
[paragraph, [581.0, 1380.0, 493.0, 36.0], shoonya_5s7LPL90SY2RO9, 6472405]
[paragraph, [581.0, 1416.0, 493.0, 36.0], shoonya_5s7LPL90SY2RO9, 6472405]
