[2200, 1700]
[paragraph, [371.0, 349.0, 1135.0, 36.0], shoonya_2sWFSGAZFEP2JV, 5734093]
[paragraph, [371.0, 385.0, 1135.0, 36.0], shoonya_2sWFSGAZFEP2JV, 5734093]
[paragraph, [371.0, 421.0, 1135.0, 36.0], shoonya_2sWFSGAZFEP2JV, 5734093]
[paragraph, [371.0, 457.0, 1135.0, 36.0], shoonya_2sWFSGAZFEP2JV, 5734093]
[paragraph, [371.0, 493.0, 1135.0, 36.0], shoonya_2sWFSGAZFEP2JV, 5734093]
[paragraph, [371.0, 529.0, 1135.0, 36.0], shoonya_2sWFSGAZFEP2JV, 5734093]
[paragraph, [371.0, 565.0, 1135.0, 36.0], shoonya_2sWFSGAZFEP2JV, 5734093]
[paragraph, [371.0, 601.0, 1135.0, 36.0], shoonya_2sWFSGAZFEP2JV, 5734093]
[paragraph, [371.0, 637.0, 1135.0, 36.0], shoonya_2sWFSGAZFEP2JV, 5734093]
[paragraph, [371.0, 673.0, 1135.0, 36.0], shoonya_2sWFSGAZFEP2JV, 5734093]
[paragraph, [371.0, 709.0, 1135.0, 36.0], shoonya_2sWFSGAZFEP2JV, 5734093]
[paragraph, [371.0, 745.0, 1135.0, 36.0], shoonya_2sWFSGAZFEP2JV, 5734093]
[paragraph, [371.0, 781.0, 1135.0, 36.0], shoonya_2sWFSGAZFEP2JV, 5734093]
[paragraph, [371.0, 817.0, 1135.0, 36.0], shoonya_2sWFSGAZFEP2JV, 5734093]
[paragraph, [371.0, 853.0, 1135.0, 36.0], shoonya_2sWFSGAZFEP2JV, 5734093]
[section-title, [376.0, 938.0, 312.0, 52.5], shoonya_3sTW20DKI7X8DA, 5734093]
[paragraph, [372.0, 1019.0, 1134.0, 36.0], shoonya_0sZZ1LKSMFDESH, 5734093]
[paragraph, [372.0, 1055.0, 1134.0, 36.0], shoonya_0sZZ1LKSMFDESH, 5734093]
[paragraph, [372.0, 1091.0, 1134.0, 36.0], shoonya_0sZZ1LKSMFDESH, 5734093]
[paragraph, [372.0, 1127.0, 1134.0, 36.0], shoonya_0sZZ1LKSMFDESH, 5734093]
[paragraph, [372.0, 1163.0, 1134.0, 36.0], shoonya_0sZZ1LKSMFDESH, 5734093]
[paragraph, [372.0, 1199.0, 1134.0, 36.0], shoonya_0sZZ1LKSMFDESH, 5734093]
[paragraph, [372.0, 1235.0, 1134.0, 36.0], shoonya_0sZZ1LKSMFDESH, 5734093]
[paragraph, [372.0, 1271.0, 1134.0, 36.0], shoonya_0sZZ1LKSMFDESH, 5734093]
[paragraph, [372.0, 1307.0, 1134.0, 36.0], shoonya_0sZZ1LKSMFDESH, 5734093]
[paragraph, [372.0, 1343.0, 1134.0, 36.0], shoonya_0sZZ1LKSMFDESH, 5734093]
[paragraph, [372.0, 1379.0, 1134.0, 36.0], shoonya_0sZZ1LKSMFDESH, 5734093]
[paragraph, [372.0, 1415.0, 1134.0, 36.0], shoonya_0sZZ1LKSMFDESH, 5734093]
[paragraph, [372.0, 1451.0, 1134.0, 36.0], shoonya_0sZZ1LKSMFDESH, 5734093]
[paragraph, [372.0, 1487.0, 1134.0, 36.0], shoonya_0sZZ1LKSMFDESH, 5734093]
[paragraph, [372.0, 1523.0, 1134.0, 36.0], shoonya_0sZZ1LKSMFDESH, 5734093]
[paragraph, [372.0, 1559.0, 1134.0, 36.0], shoonya_0sZZ1LKSMFDESH, 5734093]
[paragraph, [370.0, 1649.0, 1137.0, 36.0], shoonya_1sMT404CX8GTTO, 5734093]
[paragraph, [370.0, 1685.0, 1137.0, 36.0], shoonya_1sMT404CX8GTTO, 5734093]
[paragraph, [370.0, 1721.0, 1137.0, 36.0], shoonya_1sMT404CX8GTTO, 5734093]
[paragraph, [370.0, 1757.0, 1137.0, 36.0], shoonya_1sMT404CX8GTTO, 5734093]
[paragraph, [370.0, 1793.0, 1137.0, 36.0], shoonya_1sMT404CX8GTTO, 5734093]
[paragraph, [370.0, 1829.0, 1137.0, 36.0], shoonya_1sMT404CX8GTTO, 5734093]
[paragraph, [370.0, 1865.0, 1137.0, 36.0], shoonya_1sMT404CX8GTTO, 5734093]
[paragraph, [370.0, 1901.0, 1137.0, 36.0], shoonya_1sMT404CX8GTTO, 5734093]
[paragraph, [370.0, 1937.0, 1137.0, 36.0], shoonya_1sMT404CX8GTTO, 5734093]
[paragraph, [370.0, 1973.0, 1137.0, 36.0], shoonya_1sMT404CX8GTTO, 5734093]
