[1244, 911]
[chapter-title, [301.0, 19.0, 186.0, 30.0], shoonya_0s84DEQKR1WYE8, 5776424]
[paragraph, [67.0, 68.0, 651.0, 18.0], 3WRsk88a5J, 5776424]
[paragraph, [67.0, 86.0, 651.0, 18.0], 3WRsk88a5J, 5776424]
[paragraph, [67.0, 104.0, 651.0, 18.0], 3WRsk88a5J, 5776424]
[paragraph, [67.0, 122.0, 651.0, 18.0], 3WRsk88a5J, 5776424]
[paragraph, [67.0, 140.0, 651.0, 18.0], 3WRsk88a5J, 5776424]
[paragraph, [67.0, 158.0, 651.0, 18.0], 3WRsk88a5J, 5776424]
[paragraph, [67.0, 176.0, 651.0, 18.0], 3WRsk88a5J, 5776424]
[paragraph, [67.0, 194.0, 651.0, 18.0], 3WRsk88a5J, 5776424]
[paragraph, [67.0, 212.0, 651.0, 18.0], 3WRsk88a5J, 5776424]
[paragraph, [63.0, 250.0, 656.0, 18.0], noMRxaXChu, 5776424]
[paragraph, [63.0, 268.0, 656.0, 18.0], noMRxaXChu, 5776424]
[paragraph, [63.0, 286.0, 656.0, 18.0], noMRxaXChu, 5776424]
[paragraph, [63.0, 304.0, 656.0, 18.0], noMRxaXChu, 5776424]
[paragraph, [63.0, 322.0, 656.0, 18.0], noMRxaXChu, 5776424]
[paragraph, [63.0, 340.0, 656.0, 18.0], noMRxaXChu, 5776424]
[paragraph, [63.0, 358.0, 656.0, 18.0], noMRxaXChu, 5776424]
[paragraph, [63.0, 376.0, 656.0, 18.0], noMRxaXChu, 5776424]
[paragraph, [63.0, 394.0, 656.0, 18.0], noMRxaXChu, 5776424]
[paragraph, [63.0, 412.0, 656.0, 18.0], noMRxaXChu, 5776424]
[paragraph, [63.0, 430.0, 656.0, 18.0], noMRxaXChu, 5776424]
[paragraph, [63.0, 448.0, 656.0, 18.0], noMRxaXChu, 5776424]
[paragraph, [63.0, 466.0, 656.0, 18.0], noMRxaXChu, 5776424]
[paragraph, [63.0, 484.0, 656.0, 18.0], noMRxaXChu, 5776424]
[paragraph, [63.0, 502.0, 656.0, 18.0], noMRxaXChu, 5776424]
[paragraph, [63.0, 520.0, 656.0, 18.0], noMRxaXChu, 5776424]
[paragraph, [65.0, 546.0, 658.0, 18.0], zVMudPLMR6, 5776424]
[paragraph, [65.0, 564.0, 658.0, 18.0], zVMudPLMR6, 5776424]
[paragraph, [65.0, 582.0, 658.0, 18.0], zVMudPLMR6, 5776424]
[paragraph, [65.0, 600.0, 658.0, 18.0], zVMudPLMR6, 5776424]
[paragraph, [65.0, 618.0, 658.0, 18.0], zVMudPLMR6, 5776424]
[paragraph, [63.0, 650.0, 658.0, 18.0], rNj4XKW2VV, 5776424]
[paragraph, [63.0, 668.0, 658.0, 18.0], rNj4XKW2VV, 5776424]
[paragraph, [63.0, 702.0, 660.0, 18.0], vLTN1UuCSP, 5776424]
[paragraph, [63.0, 720.0, 660.0, 18.0], vLTN1UuCSP, 5776424]
[paragraph, [63.0, 738.0, 660.0, 18.0], vLTN1UuCSP, 5776424]
[paragraph, [63.0, 756.0, 660.0, 18.0], vLTN1UuCSP, 5776424]
[paragraph, [63.0, 774.0, 660.0, 18.0], vLTN1UuCSP, 5776424]
[paragraph, [63.0, 792.0, 660.0, 18.0], vLTN1UuCSP, 5776424]
[paragraph, [63.0, 810.0, 660.0, 18.0], vLTN1UuCSP, 5776424]
[paragraph, [63.0, 828.0, 660.0, 18.0], vLTN1UuCSP, 5776424]
[paragraph, [62.0, 851.0, 658.0, 18.0], XkfuUFf4I8, 5776424]
[paragraph, [62.0, 869.0, 658.0, 18.0], XkfuUFf4I8, 5776424]
[paragraph, [62.0, 887.0, 658.0, 18.0], XkfuUFf4I8, 5776424]
[paragraph, [60.0, 923.0, 663.0, 18.0], OIRzNPa6-5, 5776424]
[paragraph, [60.0, 941.0, 663.0, 18.0], OIRzNPa6-5, 5776424]
[paragraph, [61.0, 971.0, 660.0, 18.0], jECrmjJamU, 5776424]
[paragraph, [61.0, 989.0, 660.0, 18.0], jECrmjJamU, 5776424]
[paragraph, [61.0, 1007.0, 660.0, 18.0], jECrmjJamU, 5776424]
[paragraph, [61.0, 1025.0, 660.0, 18.0], jECrmjJamU, 5776424]
[paragraph, [61.0, 1043.0, 660.0, 18.0], jECrmjJamU, 5776424]
