[2336, 1666]
[section-title, [141.0, 278.0, 1103.0, 52.5], N8H29K6s_K, 5658976]
[ordered-list, [141.0, 354.0, 1379.0, 36.0], shoonya_0sBLHK4RAYJ3RY, 5658976]
[ordered-list, [141.0, 390.0, 1379.0, 36.0], shoonya_0sBLHK4RAYJ3RY, 5658976]
[ordered-list, [141.0, 426.0, 1379.0, 36.0], shoonya_0sBLHK4RAYJ3RY, 5658976]
[ordered-list, [141.0, 462.0, 1379.0, 36.0], shoonya_0sBLHK4RAYJ3RY, 5658976]
[ordered-list, [141.0, 498.0, 1379.0, 36.0], shoonya_0sBLHK4RAYJ3RY, 5658976]
[ordered-list, [141.0, 534.0, 1379.0, 36.0], shoonya_0sBLHK4RAYJ3RY, 5658976]
[ordered-list, [141.0, 570.0, 1379.0, 36.0], shoonya_0sBLHK4RAYJ3RY, 5658976]
[ordered-list, [141.0, 606.0, 1379.0, 36.0], shoonya_0sBLHK4RAYJ3RY, 5658976]
[ordered-list, [141.0, 642.0, 1379.0, 36.0], shoonya_0sBLHK4RAYJ3RY, 5658976]
[ordered-list, [141.0, 678.0, 1379.0, 36.0], shoonya_0sBLHK4RAYJ3RY, 5658976]
[ordered-list, [141.0, 714.0, 1379.0, 36.0], shoonya_0sBLHK4RAYJ3RY, 5658976]
[ordered-list, [141.0, 750.0, 1379.0, 36.0], shoonya_0sBLHK4RAYJ3RY, 5658976]
[ordered-list, [141.0, 786.0, 1379.0, 36.0], shoonya_0sBLHK4RAYJ3RY, 5658976]
[ordered-list, [141.0, 822.0, 1379.0, 36.0], shoonya_0sBLHK4RAYJ3RY, 5658976]
[ordered-list, [141.0, 858.0, 1379.0, 36.0], shoonya_0sBLHK4RAYJ3RY, 5658976]
[ordered-list, [141.0, 894.0, 1379.0, 36.0], shoonya_0sBLHK4RAYJ3RY, 5658976]
[ordered-list, [141.0, 930.0, 1379.0, 36.0], shoonya_0sBLHK4RAYJ3RY, 5658976]
[ordered-list, [141.0, 966.0, 1379.0, 36.0], shoonya_0sBLHK4RAYJ3RY, 5658976]
[ordered-list, [141.0, 1002.0, 1379.0, 36.0], shoonya_0sBLHK4RAYJ3RY, 5658976]
[ordered-list, [141.0, 1038.0, 1379.0, 36.0], shoonya_0sBLHK4RAYJ3RY, 5658976]
[ordered-list, [141.0, 1074.0, 1379.0, 36.0], shoonya_0sBLHK4RAYJ3RY, 5658976]
[ordered-list, [141.0, 1110.0, 1379.0, 36.0], shoonya_0sBLHK4RAYJ3RY, 5658976]
[ordered-list, [141.0, 1146.0, 1379.0, 36.0], shoonya_0sBLHK4RAYJ3RY, 5658976]
[ordered-list, [141.0, 1182.0, 1379.0, 36.0], shoonya_0sBLHK4RAYJ3RY, 5658976]
[sub-ordered-list, [308.0, 632.0, 855.0, 36.0], pVSiUf30oj, 5658976]
[sub-ordered-list, [308.0, 668.0, 855.0, 36.0], pVSiUf30oj, 5658976]
[sub-ordered-list, [308.0, 704.0, 855.0, 36.0], pVSiUf30oj, 5658976]
