[842, 595]
[section-title, [58.0, 90.0, 159.0, 30.0], shoonya_5sX1X81QLMERXT, 5742992]
[section-title, [58.0, 120.0, 159.0, 30.0], shoonya_5sX1X81QLMERXT, 5742992]
[paragraph, [229.0, 92.0, 245.0, 18.0], shoonya_7sVV4XNTID3JAI, 5742992]
[paragraph, [229.0, 110.0, 245.0, 18.0], shoonya_7sVV4XNTID3JAI, 5742992]
[paragraph, [229.0, 128.0, 245.0, 18.0], shoonya_7sVV4XNTID3JAI, 5742992]
[paragraph, [229.0, 146.0, 245.0, 18.0], shoonya_7sVV4XNTID3JAI, 5742992]
[paragraph, [229.0, 164.0, 245.0, 18.0], shoonya_7sVV4XNTID3JAI, 5742992]
[paragraph, [229.0, 182.0, 245.0, 18.0], shoonya_7sVV4XNTID3JAI, 5742992]
[paragraph, [229.0, 200.0, 245.0, 18.0], shoonya_7sVV4XNTID3JAI, 5742992]
[author, [72.0, 209.0, 136.0, 18.0], TBiVabbGId, 5742992]
[paragraph, [226.0, 235.0, 167.0, 18.0], shoonya_4sL3Q46YT3QYQP, 5742992]
[paragraph, [226.0, 253.0, 167.0, 18.0], shoonya_4sL3Q46YT3QYQP, 5742992]
[paragraph, [226.0, 271.0, 167.0, 18.0], shoonya_4sL3Q46YT3QYQP, 5742992]
[paragraph, [226.0, 289.0, 167.0, 18.0], shoonya_4sL3Q46YT3QYQP, 5742992]
[contact-info, [77.0, 237.0, 134.0, 18.0], czi-yc-S6w, 5742992]
[contact-info, [77.0, 255.0, 134.0, 18.0], czi-yc-S6w, 5742992]
[paragraph, [227.0, 315.0, 312.0, 18.0], shoonya_0s3H6RD5IVRWM0, 5742992]
[paragraph, [227.0, 333.0, 312.0, 18.0], shoonya_0s3H6RD5IVRWM0, 5742992]
[paragraph, [227.0, 351.0, 312.0, 18.0], shoonya_0s3H6RD5IVRWM0, 5742992]
[paragraph, [227.0, 369.0, 312.0, 18.0], shoonya_0s3H6RD5IVRWM0, 5742992]
[paragraph, [227.0, 387.0, 312.0, 18.0], shoonya_0s3H6RD5IVRWM0, 5742992]
[paragraph, [227.0, 405.0, 312.0, 18.0], shoonya_0s3H6RD5IVRWM0, 5742992]
[paragraph, [227.0, 423.0, 312.0, 18.0], shoonya_0s3H6RD5IVRWM0, 5742992]
[paragraph, [227.0, 441.0, 312.0, 18.0], shoonya_0s3H6RD5IVRWM0, 5742992]
[paragraph, [227.0, 459.0, 312.0, 18.0], shoonya_0s3H6RD5IVRWM0, 5742992]
[paragraph, [227.0, 477.0, 312.0, 18.0], shoonya_0s3H6RD5IVRWM0, 5742992]
[paragraph, [227.0, 495.0, 312.0, 18.0], shoonya_0s3H6RD5IVRWM0, 5742992]
[paragraph, [227.0, 513.0, 312.0, 18.0], shoonya_0s3H6RD5IVRWM0, 5742992]
[paragraph, [227.0, 531.0, 312.0, 18.0], shoonya_0s3H6RD5IVRWM0, 5742992]
[paragraph, [227.0, 549.0, 312.0, 18.0], shoonya_0s3H6RD5IVRWM0, 5742992]
[paragraph, [227.0, 567.0, 312.0, 18.0], shoonya_0s3H6RD5IVRWM0, 5742992]
[paragraph, [227.0, 585.0, 312.0, 18.0], shoonya_0s3H6RD5IVRWM0, 5742992]
[paragraph, [227.0, 603.0, 312.0, 18.0], shoonya_0s3H6RD5IVRWM0, 5742992]
[paragraph, [226.0, 626.0, 313.0, 18.0], shoonya_2sUT8P23V8GYF3, 5742992]
[paragraph, [226.0, 644.0, 313.0, 18.0], shoonya_2sUT8P23V8GYF3, 5742992]
[paragraph, [226.0, 662.0, 313.0, 18.0], shoonya_2sUT8P23V8GYF3, 5742992]
[paragraph, [226.0, 680.0, 313.0, 18.0], shoonya_2sUT8P23V8GYF3, 5742992]
[paragraph, [226.0, 698.0, 313.0, 18.0], shoonya_2sUT8P23V8GYF3, 5742992]
[paragraph, [226.0, 716.0, 313.0, 18.0], shoonya_2sUT8P23V8GYF3, 5742992]
[folio, [472.0, 741.0, 68.0, 18.0], shoonya_8sKFABUNK0H3BU, 5742992]
