[2339, 1653]
[paragraph, [324.0, 163.0, 1136.0, 36.0], shoonya_1sNZ39B9ZW0HIA, 5733911]
[paragraph, [324.0, 199.0, 1136.0, 36.0], shoonya_1sNZ39B9ZW0HIA, 5733911]
[paragraph, [324.0, 235.0, 1136.0, 36.0], shoonya_1sNZ39B9ZW0HIA, 5733911]
[paragraph, [324.0, 271.0, 1136.0, 36.0], shoonya_1sNZ39B9ZW0HIA, 5733911]
[paragraph, [324.0, 307.0, 1136.0, 36.0], shoonya_1sNZ39B9ZW0HIA, 5733911]
[paragraph, [324.0, 343.0, 1136.0, 36.0], shoonya_1sNZ39B9ZW0HIA, 5733911]
[paragraph, [313.0, 393.0, 1160.0, 36.0], shoonya_2sGM9OY3JD4FVR, 5733911]
[paragraph, [313.0, 429.0, 1160.0, 36.0], shoonya_2sGM9OY3JD4FVR, 5733911]
[paragraph, [313.0, 465.0, 1160.0, 36.0], shoonya_2sGM9OY3JD4FVR, 5733911]
[paragraph, [313.0, 501.0, 1160.0, 36.0], shoonya_2sGM9OY3JD4FVR, 5733911]
[paragraph, [313.0, 537.0, 1160.0, 36.0], shoonya_2sGM9OY3JD4FVR, 5733911]
[paragraph, [313.0, 573.0, 1160.0, 36.0], shoonya_2sGM9OY3JD4FVR, 5733911]
[paragraph, [313.0, 609.0, 1160.0, 36.0], shoonya_2sGM9OY3JD4FVR, 5733911]
[paragraph, [313.0, 645.0, 1160.0, 36.0], shoonya_2sGM9OY3JD4FVR, 5733911]
[paragraph, [313.0, 681.0, 1160.0, 36.0], shoonya_2sGM9OY3JD4FVR, 5733911]
[paragraph, [313.0, 717.0, 1160.0, 36.0], shoonya_2sGM9OY3JD4FVR, 5733911]
[paragraph, [313.0, 753.0, 1160.0, 36.0], shoonya_2sGM9OY3JD4FVR, 5733911]
[paragraph, [313.0, 789.0, 1160.0, 36.0], shoonya_2sGM9OY3JD4FVR, 5733911]
[paragraph, [313.0, 825.0, 1160.0, 36.0], shoonya_2sGM9OY3JD4FVR, 5733911]
[paragraph, [313.0, 861.0, 1160.0, 36.0], shoonya_2sGM9OY3JD4FVR, 5733911]
[paragraph, [313.0, 897.0, 1160.0, 36.0], shoonya_2sGM9OY3JD4FVR, 5733911]
[paragraph, [313.0, 933.0, 1160.0, 36.0], shoonya_2sGM9OY3JD4FVR, 5733911]
[paragraph, [313.0, 969.0, 1160.0, 36.0], shoonya_2sGM9OY3JD4FVR, 5733911]
[paragraph, [313.0, 1005.0, 1160.0, 36.0], shoonya_2sGM9OY3JD4FVR, 5733911]
[paragraph, [313.0, 1041.0, 1160.0, 36.0], shoonya_2sGM9OY3JD4FVR, 5733911]
[paragraph, [313.0, 1077.0, 1160.0, 36.0], shoonya_2sGM9OY3JD4FVR, 5733911]
[paragraph, [313.0, 1113.0, 1160.0, 36.0], shoonya_2sGM9OY3JD4FVR, 5733911]
[paragraph, [313.0, 1149.0, 1160.0, 36.0], shoonya_2sGM9OY3JD4FVR, 5733911]
[paragraph, [313.0, 1185.0, 1160.0, 36.0], shoonya_2sGM9OY3JD4FVR, 5733911]
[paragraph, [313.0, 1221.0, 1160.0, 36.0], shoonya_2sGM9OY3JD4FVR, 5733911]
[paragraph, [313.0, 1257.0, 1160.0, 36.0], shoonya_2sGM9OY3JD4FVR, 5733911]
[paragraph, [313.0, 1293.0, 1160.0, 36.0], shoonya_2sGM9OY3JD4FVR, 5733911]
[paragraph, [313.0, 1329.0, 1160.0, 36.0], shoonya_2sGM9OY3JD4FVR, 5733911]
[paragraph, [313.0, 1365.0, 1160.0, 36.0], shoonya_2sGM9OY3JD4FVR, 5733911]
[paragraph, [313.0, 1401.0, 1160.0, 36.0], shoonya_2sGM9OY3JD4FVR, 5733911]
[paragraph, [313.0, 1437.0, 1160.0, 36.0], shoonya_2sGM9OY3JD4FVR, 5733911]
[paragraph, [324.0, 1497.0, 1141.0, 36.0], shoonya_0sALZPOKG8EEHV, 5733911]
[paragraph, [324.0, 1533.0, 1141.0, 36.0], shoonya_0sALZPOKG8EEHV, 5733911]
[paragraph, [324.0, 1569.0, 1141.0, 36.0], shoonya_0sALZPOKG8EEHV, 5733911]
[paragraph, [324.0, 1605.0, 1141.0, 36.0], shoonya_0sALZPOKG8EEHV, 5733911]
[paragraph, [324.0, 1641.0, 1141.0, 36.0], shoonya_0sALZPOKG8EEHV, 5733911]
[paragraph, [324.0, 1677.0, 1141.0, 36.0], shoonya_0sALZPOKG8EEHV, 5733911]
[paragraph, [324.0, 1713.0, 1141.0, 36.0], shoonya_0sALZPOKG8EEHV, 5733911]
[paragraph, [324.0, 1749.0, 1141.0, 36.0], shoonya_0sALZPOKG8EEHV, 5733911]
[paragraph, [324.0, 1785.0, 1141.0, 36.0], shoonya_0sALZPOKG8EEHV, 5733911]
[paragraph, [324.0, 1821.0, 1141.0, 36.0], shoonya_0sALZPOKG8EEHV, 5733911]
[paragraph, [324.0, 1857.0, 1141.0, 36.0], shoonya_0sALZPOKG8EEHV, 5733911]
[paragraph, [324.0, 1893.0, 1141.0, 36.0], shoonya_0sALZPOKG8EEHV, 5733911]
[paragraph, [324.0, 1929.0, 1141.0, 36.0], shoonya_0sALZPOKG8EEHV, 5733911]
[paragraph, [324.0, 1965.0, 1141.0, 36.0], shoonya_0sALZPOKG8EEHV, 5733911]
[paragraph, [324.0, 2001.0, 1141.0, 36.0], shoonya_0sALZPOKG8EEHV, 5733911]
