[6000, 4167]
[folio, [1182.0, 593.0, 1791.0, 52.5], I4Yp1VPynl, 5721582]
[folio, [1182.0, 645.5, 1791.0, 52.5], I4Yp1VPynl, 5721582]
[folio, [1182.0, 698.0, 1791.0, 52.5], I4Yp1VPynl, 5721582]
[folio, [1182.0, 750.5, 1791.0, 52.5], I4Yp1VPynl, 5721582]
[paragraph, [592.0, 891.0, 2988.0, 52.5], shoonya_2sCE2YLQ253CU7, 5721582]
[paragraph, [592.0, 943.5, 2988.0, 52.5], shoonya_2sCE2YLQ253CU7, 5721582]
[paragraph, [592.0, 996.0, 2988.0, 52.5], shoonya_2sCE2YLQ253CU7, 5721582]
[paragraph, [592.0, 1048.5, 2988.0, 52.5], shoonya_2sCE2YLQ253CU7, 5721582]
[paragraph, [592.0, 1101.0, 2988.0, 52.5], shoonya_2sCE2YLQ253CU7, 5721582]
[paragraph, [592.0, 1153.5, 2988.0, 52.5], shoonya_2sCE2YLQ253CU7, 5721582]
[paragraph, [592.0, 1206.0, 2988.0, 52.5], shoonya_2sCE2YLQ253CU7, 5721582]
[paragraph, [592.0, 1258.5, 2988.0, 52.5], shoonya_2sCE2YLQ253CU7, 5721582]
[paragraph, [592.0, 1311.0, 2988.0, 52.5], shoonya_2sCE2YLQ253CU7, 5721582]
[paragraph, [592.0, 1363.5, 2988.0, 52.5], shoonya_2sCE2YLQ253CU7, 5721582]
[paragraph, [592.0, 1416.0, 2988.0, 52.5], shoonya_2sCE2YLQ253CU7, 5721582]
[paragraph, [593.0, 1563.0, 2998.0, 52.5], shoonya_1sPIHLIWBZFTN1, 5721582]
[paragraph, [593.0, 1615.5, 2998.0, 52.5], shoonya_1sPIHLIWBZFTN1, 5721582]
[paragraph, [593.0, 1668.0, 2998.0, 52.5], shoonya_1sPIHLIWBZFTN1, 5721582]
[paragraph, [593.0, 1720.5, 2998.0, 52.5], shoonya_1sPIHLIWBZFTN1, 5721582]
[paragraph, [593.0, 1773.0, 2998.0, 52.5], shoonya_1sPIHLIWBZFTN1, 5721582]
[paragraph, [593.0, 1825.5, 2998.0, 52.5], shoonya_1sPIHLIWBZFTN1, 5721582]
[paragraph, [593.0, 1878.0, 2998.0, 52.5], shoonya_1sPIHLIWBZFTN1, 5721582]
[paragraph, [593.0, 1930.5, 2998.0, 52.5], shoonya_1sPIHLIWBZFTN1, 5721582]
[paragraph, [593.0, 1983.0, 2998.0, 52.5], shoonya_1sPIHLIWBZFTN1, 5721582]
[paragraph, [593.0, 2035.5, 2998.0, 52.5], shoonya_1sPIHLIWBZFTN1, 5721582]
[paragraph, [593.0, 2088.0, 2998.0, 52.5], shoonya_1sPIHLIWBZFTN1, 5721582]
[paragraph, [593.0, 2140.5, 2998.0, 52.5], shoonya_1sPIHLIWBZFTN1, 5721582]
[paragraph, [593.0, 2193.0, 2998.0, 52.5], shoonya_1sPIHLIWBZFTN1, 5721582]
[paragraph, [593.0, 2245.5, 2998.0, 52.5], shoonya_1sPIHLIWBZFTN1, 5721582]
[paragraph, [593.0, 2298.0, 2998.0, 52.5], shoonya_1sPIHLIWBZFTN1, 5721582]
[paragraph, [593.0, 2350.5, 2998.0, 52.5], shoonya_1sPIHLIWBZFTN1, 5721582]
[paragraph, [593.0, 2403.0, 2998.0, 52.5], shoonya_1sPIHLIWBZFTN1, 5721582]
[paragraph, [593.0, 2455.5, 2998.0, 52.5], shoonya_1sPIHLIWBZFTN1, 5721582]
[paragraph, [593.0, 2508.0, 2998.0, 52.5], shoonya_1sPIHLIWBZFTN1, 5721582]
[paragraph, [593.0, 2560.5, 2998.0, 52.5], shoonya_1sPIHLIWBZFTN1, 5721582]
[paragraph, [593.0, 2613.0, 2998.0, 52.5], shoonya_1sPIHLIWBZFTN1, 5721582]
[paragraph, [593.0, 2665.5, 2998.0, 52.5], shoonya_1sPIHLIWBZFTN1, 5721582]
[paragraph, [593.0, 2718.0, 2998.0, 52.5], shoonya_1sPIHLIWBZFTN1, 5721582]
[paragraph, [593.0, 2770.5, 2998.0, 52.5], shoonya_1sPIHLIWBZFTN1, 5721582]
[paragraph, [593.0, 2823.0, 2998.0, 52.5], shoonya_1sPIHLIWBZFTN1, 5721582]
[paragraph, [593.0, 2875.5, 2998.0, 52.5], shoonya_1sPIHLIWBZFTN1, 5721582]
[paragraph, [593.0, 2928.0, 2998.0, 52.5], shoonya_1sPIHLIWBZFTN1, 5721582]
[paragraph, [593.0, 2980.5, 2998.0, 52.5], shoonya_1sPIHLIWBZFTN1, 5721582]
[paragraph, [593.0, 3033.0, 2998.0, 52.5], shoonya_1sPIHLIWBZFTN1, 5721582]
[paragraph, [593.0, 3085.5, 2998.0, 52.5], shoonya_1sPIHLIWBZFTN1, 5721582]
[paragraph, [593.0, 3138.0, 2998.0, 52.5], shoonya_1sPIHLIWBZFTN1, 5721582]
[paragraph, [593.0, 3190.5, 2998.0, 52.5], shoonya_1sPIHLIWBZFTN1, 5721582]
[paragraph, [593.0, 3243.0, 2998.0, 52.5], shoonya_1sPIHLIWBZFTN1, 5721582]
[paragraph, [593.0, 3295.5, 2998.0, 52.5], shoonya_1sPIHLIWBZFTN1, 5721582]
[paragraph, [593.0, 3348.0, 2998.0, 52.5], shoonya_1sPIHLIWBZFTN1, 5721582]
[paragraph, [593.0, 3400.5, 2998.0, 52.5], shoonya_1sPIHLIWBZFTN1, 5721582]
[paragraph, [593.0, 3453.0, 2998.0, 52.5], shoonya_1sPIHLIWBZFTN1, 5721582]
[paragraph, [593.0, 3505.5, 2998.0, 52.5], shoonya_1sPIHLIWBZFTN1, 5721582]
[paragraph, [593.0, 3558.0, 2998.0, 52.5], shoonya_1sPIHLIWBZFTN1, 5721582]
[paragraph, [593.0, 3610.5, 2998.0, 52.5], shoonya_1sPIHLIWBZFTN1, 5721582]
[paragraph, [593.0, 3663.0, 2998.0, 52.5], shoonya_1sPIHLIWBZFTN1, 5721582]
[paragraph, [593.0, 3715.5, 2998.0, 52.5], shoonya_1sPIHLIWBZFTN1, 5721582]
[paragraph, [593.0, 3768.0, 2998.0, 52.5], shoonya_1sPIHLIWBZFTN1, 5721582]
[paragraph, [593.0, 3820.5, 2998.0, 52.5], shoonya_1sPIHLIWBZFTN1, 5721582]
[paragraph, [593.0, 3873.0, 2998.0, 52.5], shoonya_1sPIHLIWBZFTN1, 5721582]
[paragraph, [593.0, 3925.5, 2998.0, 52.5], shoonya_1sPIHLIWBZFTN1, 5721582]
[paragraph, [593.0, 3978.0, 2998.0, 52.5], shoonya_1sPIHLIWBZFTN1, 5721582]
[paragraph, [593.0, 4030.5, 2998.0, 52.5], shoonya_1sPIHLIWBZFTN1, 5721582]
[paragraph, [593.0, 4083.0, 2998.0, 52.5], shoonya_1sPIHLIWBZFTN1, 5721582]
[paragraph, [572.0, 4184.0, 3031.0, 52.5], shoonya_0sLO5XHLT15X89, 5721582]
[paragraph, [572.0, 4236.5, 3031.0, 52.5], shoonya_0sLO5XHLT15X89, 5721582]
[paragraph, [572.0, 4289.0, 3031.0, 52.5], shoonya_0sLO5XHLT15X89, 5721582]
[paragraph, [572.0, 4341.5, 3031.0, 52.5], shoonya_0sLO5XHLT15X89, 5721582]
[paragraph, [572.0, 4394.0, 3031.0, 52.5], shoonya_0sLO5XHLT15X89, 5721582]
[paragraph, [572.0, 4446.5, 3031.0, 52.5], shoonya_0sLO5XHLT15X89, 5721582]
[paragraph, [572.0, 4499.0, 3031.0, 52.5], shoonya_0sLO5XHLT15X89, 5721582]
