[1468, 909]
[folio, [78.0, 76.0, 144.0, 18.0], Dj_7MtH3Ul, 5769917]
[folio, [78.0, 94.0, 144.0, 18.0], Dj_7MtH3Ul, 5769917]
[headline, [97.0, 130.0, 710.0, 25.5], PtGQzrK68e, 5769917]
[headline, [97.0, 155.5, 710.0, 25.5], PtGQzrK68e, 5769917]
[author, [231.0, 210.0, 432.0, 18.0], 0HQaeXTFbp, 5769917]
[author, [231.0, 228.0, 432.0, 18.0], 0HQaeXTFbp, 5769917]
[paragraph, [456.0, 291.0, 361.0, 18.0], jaK9h0Is-B, 5769917]
[paragraph, [456.0, 309.0, 361.0, 18.0], jaK9h0Is-B, 5769917]
[paragraph, [456.0, 327.0, 361.0, 18.0], jaK9h0Is-B, 5769917]
[paragraph, [456.0, 345.0, 361.0, 18.0], jaK9h0Is-B, 5769917]
[paragraph, [456.0, 363.0, 361.0, 18.0], jaK9h0Is-B, 5769917]
[paragraph, [456.0, 381.0, 361.0, 18.0], jaK9h0Is-B, 5769917]
[paragraph, [85.0, 297.0, 367.0, 18.0], shoonya_0sT5BR2HAZR2X1, 5769917]
[paragraph, [85.0, 315.0, 367.0, 18.0], shoonya_0sT5BR2HAZR2X1, 5769917]
[paragraph, [85.0, 333.0, 367.0, 18.0], shoonya_0sT5BR2HAZR2X1, 5769917]
[paragraph, [85.0, 351.0, 367.0, 18.0], shoonya_0sT5BR2HAZR2X1, 5769917]
[paragraph, [85.0, 369.0, 367.0, 18.0], shoonya_0sT5BR2HAZR2X1, 5769917]
[paragraph, [85.0, 387.0, 367.0, 18.0], shoonya_0sT5BR2HAZR2X1, 5769917]
[paragraph, [85.0, 405.0, 367.0, 18.0], shoonya_0sT5BR2HAZR2X1, 5769917]
[paragraph, [85.0, 423.0, 367.0, 18.0], shoonya_0sT5BR2HAZR2X1, 5769917]
[paragraph, [85.0, 441.0, 367.0, 18.0], shoonya_0sT5BR2HAZR2X1, 5769917]
[paragraph, [85.0, 459.0, 367.0, 18.0], shoonya_0sT5BR2HAZR2X1, 5769917]
[paragraph, [85.0, 477.0, 367.0, 18.0], shoonya_0sT5BR2HAZR2X1, 5769917]
[paragraph, [85.0, 495.0, 367.0, 18.0], shoonya_0sT5BR2HAZR2X1, 5769917]
[paragraph, [85.0, 513.0, 367.0, 18.0], shoonya_0sT5BR2HAZR2X1, 5769917]
[paragraph, [85.0, 531.0, 367.0, 18.0], shoonya_0sT5BR2HAZR2X1, 5769917]
[paragraph, [85.0, 549.0, 367.0, 18.0], shoonya_0sT5BR2HAZR2X1, 5769917]
[paragraph, [85.0, 567.0, 367.0, 18.0], shoonya_0sT5BR2HAZR2X1, 5769917]
[paragraph, [85.0, 585.0, 367.0, 18.0], shoonya_0sT5BR2HAZR2X1, 5769917]
[paragraph, [85.0, 603.0, 367.0, 18.0], shoonya_0sT5BR2HAZR2X1, 5769917]
[paragraph, [85.0, 621.0, 367.0, 18.0], shoonya_0sT5BR2HAZR2X1, 5769917]
[paragraph, [85.0, 639.0, 367.0, 18.0], shoonya_0sT5BR2HAZR2X1, 5769917]
[paragraph, [85.0, 657.0, 367.0, 18.0], shoonya_0sT5BR2HAZR2X1, 5769917]
[paragraph, [85.0, 675.0, 367.0, 18.0], shoonya_0sT5BR2HAZR2X1, 5769917]
[paragraph, [85.0, 693.0, 367.0, 18.0], shoonya_0sT5BR2HAZR2X1, 5769917]
[paragraph, [85.0, 711.0, 367.0, 18.0], shoonya_0sT5BR2HAZR2X1, 5769917]
[paragraph, [85.0, 729.0, 367.0, 18.0], shoonya_0sT5BR2HAZR2X1, 5769917]
[paragraph, [85.0, 747.0, 367.0, 18.0], shoonya_0sT5BR2HAZR2X1, 5769917]
[paragraph, [85.0, 765.0, 367.0, 18.0], shoonya_0sT5BR2HAZR2X1, 5769917]
[paragraph, [85.0, 783.0, 367.0, 18.0], shoonya_0sT5BR2HAZR2X1, 5769917]
[paragraph, [85.0, 801.0, 367.0, 18.0], shoonya_0sT5BR2HAZR2X1, 5769917]
[paragraph, [85.0, 819.0, 367.0, 18.0], shoonya_0sT5BR2HAZR2X1, 5769917]
[paragraph, [85.0, 837.0, 367.0, 18.0], shoonya_0sT5BR2HAZR2X1, 5769917]
[paragraph, [85.0, 855.0, 367.0, 18.0], shoonya_0sT5BR2HAZR2X1, 5769917]
[paragraph, [85.0, 873.0, 367.0, 18.0], shoonya_0sT5BR2HAZR2X1, 5769917]
[paragraph, [85.0, 891.0, 367.0, 18.0], shoonya_0sT5BR2HAZR2X1, 5769917]
[paragraph, [85.0, 909.0, 367.0, 18.0], shoonya_0sT5BR2HAZR2X1, 5769917]
[paragraph, [85.0, 927.0, 367.0, 18.0], shoonya_0sT5BR2HAZR2X1, 5769917]
[paragraph, [85.0, 945.0, 367.0, 18.0], shoonya_0sT5BR2HAZR2X1, 5769917]
[paragraph, [85.0, 963.0, 367.0, 18.0], shoonya_0sT5BR2HAZR2X1, 5769917]
[paragraph, [85.0, 981.0, 367.0, 18.0], shoonya_0sT5BR2HAZR2X1, 5769917]
[paragraph, [85.0, 999.0, 367.0, 18.0], shoonya_0sT5BR2HAZR2X1, 5769917]
[paragraph, [85.0, 1017.0, 367.0, 18.0], shoonya_0sT5BR2HAZR2X1, 5769917]
[paragraph, [85.0, 1035.0, 367.0, 18.0], shoonya_0sT5BR2HAZR2X1, 5769917]
[paragraph, [85.0, 1053.0, 367.0, 18.0], shoonya_0sT5BR2HAZR2X1, 5769917]
[paragraph, [85.0, 1071.0, 367.0, 18.0], shoonya_0sT5BR2HAZR2X1, 5769917]
[paragraph, [457.0, 408.0, 373.0, 18.0], XN-nFhNjXd, 5769917]
[paragraph, [457.0, 426.0, 373.0, 18.0], XN-nFhNjXd, 5769917]
[paragraph, [457.0, 444.0, 373.0, 18.0], XN-nFhNjXd, 5769917]
[paragraph, [457.0, 462.0, 373.0, 18.0], XN-nFhNjXd, 5769917]
[paragraph, [457.0, 480.0, 373.0, 18.0], XN-nFhNjXd, 5769917]
[paragraph, [457.0, 498.0, 373.0, 18.0], XN-nFhNjXd, 5769917]
[paragraph, [457.0, 516.0, 373.0, 18.0], XN-nFhNjXd, 5769917]
[paragraph, [457.0, 534.0, 373.0, 18.0], XN-nFhNjXd, 5769917]
[paragraph, [457.0, 552.0, 373.0, 18.0], XN-nFhNjXd, 5769917]
[paragraph, [457.0, 570.0, 373.0, 18.0], XN-nFhNjXd, 5769917]
[paragraph, [457.0, 588.0, 373.0, 18.0], XN-nFhNjXd, 5769917]
[paragraph, [457.0, 606.0, 373.0, 18.0], XN-nFhNjXd, 5769917]
[paragraph, [457.0, 624.0, 373.0, 18.0], XN-nFhNjXd, 5769917]
[paragraph, [457.0, 642.0, 373.0, 18.0], XN-nFhNjXd, 5769917]
[paragraph, [457.0, 660.0, 373.0, 18.0], XN-nFhNjXd, 5769917]
[paragraph, [457.0, 678.0, 373.0, 18.0], XN-nFhNjXd, 5769917]
[paragraph, [457.0, 696.0, 373.0, 18.0], XN-nFhNjXd, 5769917]
[paragraph, [457.0, 714.0, 373.0, 18.0], XN-nFhNjXd, 5769917]
[paragraph, [457.0, 732.0, 373.0, 18.0], XN-nFhNjXd, 5769917]
[paragraph, [457.0, 750.0, 373.0, 18.0], XN-nFhNjXd, 5769917]
[paragraph, [457.0, 768.0, 373.0, 18.0], XN-nFhNjXd, 5769917]
[paragraph, [457.0, 786.0, 373.0, 18.0], XN-nFhNjXd, 5769917]
[paragraph, [457.0, 804.0, 373.0, 18.0], XN-nFhNjXd, 5769917]
[paragraph, [457.0, 822.0, 373.0, 18.0], XN-nFhNjXd, 5769917]
[paragraph, [457.0, 840.0, 373.0, 18.0], XN-nFhNjXd, 5769917]
[paragraph, [457.0, 858.0, 373.0, 18.0], XN-nFhNjXd, 5769917]
[paragraph, [457.0, 876.0, 373.0, 18.0], XN-nFhNjXd, 5769917]
[paragraph, [457.0, 894.0, 373.0, 18.0], XN-nFhNjXd, 5769917]
[paragraph, [457.0, 912.0, 373.0, 18.0], XN-nFhNjXd, 5769917]
[paragraph, [457.0, 930.0, 373.0, 18.0], XN-nFhNjXd, 5769917]
[paragraph, [457.0, 948.0, 373.0, 18.0], XN-nFhNjXd, 5769917]
[paragraph, [457.0, 966.0, 373.0, 18.0], XN-nFhNjXd, 5769917]
[paragraph, [457.0, 984.0, 373.0, 18.0], XN-nFhNjXd, 5769917]
[paragraph, [457.0, 1002.0, 373.0, 18.0], XN-nFhNjXd, 5769917]
[paragraph, [457.0, 1020.0, 373.0, 18.0], XN-nFhNjXd, 5769917]
[paragraph, [457.0, 1038.0, 373.0, 18.0], XN-nFhNjXd, 5769917]
[paragraph, [457.0, 1056.0, 373.0, 18.0], XN-nFhNjXd, 5769917]
[paragraph, [457.0, 1074.0, 373.0, 18.0], XN-nFhNjXd, 5769917]
[paragraph, [457.0, 1092.0, 373.0, 18.0], XN-nFhNjXd, 5769917]
[paragraph, [83.0, 1095.0, 377.0, 18.0], aMNpoLFu3U, 5769917]
[paragraph, [83.0, 1113.0, 377.0, 18.0], aMNpoLFu3U, 5769917]
[paragraph, [83.0, 1131.0, 377.0, 18.0], aMNpoLFu3U, 5769917]
[paragraph, [83.0, 1149.0, 377.0, 18.0], aMNpoLFu3U, 5769917]
[paragraph, [83.0, 1167.0, 377.0, 18.0], aMNpoLFu3U, 5769917]
[paragraph, [83.0, 1185.0, 377.0, 18.0], aMNpoLFu3U, 5769917]
[paragraph, [83.0, 1203.0, 377.0, 18.0], aMNpoLFu3U, 5769917]
[paragraph, [83.0, 1221.0, 377.0, 18.0], aMNpoLFu3U, 5769917]
[paragraph, [83.0, 1239.0, 377.0, 18.0], aMNpoLFu3U, 5769917]
[paragraph, [83.0, 1257.0, 377.0, 18.0], aMNpoLFu3U, 5769917]
[paragraph, [83.0, 1275.0, 377.0, 18.0], aMNpoLFu3U, 5769917]
[paragraph, [83.0, 1293.0, 377.0, 18.0], aMNpoLFu3U, 5769917]
[paragraph, [83.0, 1311.0, 377.0, 18.0], aMNpoLFu3U, 5769917]
[paragraph, [83.0, 1329.0, 377.0, 18.0], aMNpoLFu3U, 5769917]
[paragraph, [83.0, 1347.0, 377.0, 18.0], aMNpoLFu3U, 5769917]
[paragraph, [465.0, 1122.0, 368.0, 18.0], JW24gh8X8V, 5769917]
[paragraph, [465.0, 1140.0, 368.0, 18.0], JW24gh8X8V, 5769917]
[paragraph, [465.0, 1158.0, 368.0, 18.0], JW24gh8X8V, 5769917]
[paragraph, [465.0, 1176.0, 368.0, 18.0], JW24gh8X8V, 5769917]
[paragraph, [465.0, 1194.0, 368.0, 18.0], JW24gh8X8V, 5769917]
[paragraph, [465.0, 1212.0, 368.0, 18.0], JW24gh8X8V, 5769917]
[paragraph, [465.0, 1230.0, 368.0, 18.0], JW24gh8X8V, 5769917]
[paragraph, [465.0, 1248.0, 368.0, 18.0], JW24gh8X8V, 5769917]
[paragraph, [465.0, 1266.0, 368.0, 18.0], JW24gh8X8V, 5769917]
[paragraph, [465.0, 1284.0, 368.0, 18.0], JW24gh8X8V, 5769917]
[paragraph, [465.0, 1302.0, 368.0, 18.0], JW24gh8X8V, 5769917]
[paragraph, [465.0, 1320.0, 368.0, 18.0], JW24gh8X8V, 5769917]
[paragraph, [465.0, 1338.0, 368.0, 18.0], JW24gh8X8V, 5769917]
[paragraph, [465.0, 1356.0, 368.0, 18.0], JW24gh8X8V, 5769917]
