[1518, 1004]
[paragraph, [47.0, 83.0, 300.0, 36.0], QZ0y1UIyWl, 6472878]
[paragraph, [47.0, 119.0, 300.0, 36.0], QZ0y1UIyWl, 6472878]
[paragraph, [47.0, 155.0, 300.0, 36.0], QZ0y1UIyWl, 6472878]
[paragraph, [47.0, 191.0, 300.0, 36.0], QZ0y1UIyWl, 6472878]
[paragraph, [47.0, 227.0, 300.0, 36.0], QZ0y1UIyWl, 6472878]
[paragraph, [47.0, 263.0, 300.0, 36.0], QZ0y1UIyWl, 6472878]
[paragraph, [47.0, 299.0, 300.0, 36.0], QZ0y1UIyWl, 6472878]
[paragraph, [47.0, 335.0, 300.0, 36.0], QZ0y1UIyWl, 6472878]
[paragraph, [47.0, 371.0, 300.0, 36.0], QZ0y1UIyWl, 6472878]
[paragraph, [47.0, 407.0, 300.0, 36.0], QZ0y1UIyWl, 6472878]
[paragraph, [47.0, 443.0, 300.0, 36.0], QZ0y1UIyWl, 6472878]
[paragraph, [659.0, 83.0, 294.0, 36.0], uKZTxwogq8, 6472878]
[paragraph, [659.0, 119.0, 294.0, 36.0], uKZTxwogq8, 6472878]
[paragraph, [659.0, 155.0, 294.0, 36.0], uKZTxwogq8, 6472878]
[paragraph, [659.0, 191.0, 294.0, 36.0], uKZTxwogq8, 6472878]
[paragraph, [659.0, 227.0, 294.0, 36.0], uKZTxwogq8, 6472878]
[paragraph, [659.0, 263.0, 294.0, 36.0], uKZTxwogq8, 6472878]
[paragraph, [659.0, 299.0, 294.0, 36.0], uKZTxwogq8, 6472878]
[paragraph, [659.0, 335.0, 294.0, 36.0], uKZTxwogq8, 6472878]
[paragraph, [659.0, 371.0, 294.0, 36.0], uKZTxwogq8, 6472878]
[paragraph, [659.0, 407.0, 294.0, 36.0], uKZTxwogq8, 6472878]
[paragraph, [659.0, 443.0, 294.0, 36.0], uKZTxwogq8, 6472878]
[paragraph, [659.0, 479.0, 294.0, 36.0], uKZTxwogq8, 6472878]
[paragraph, [659.0, 515.0, 294.0, 36.0], uKZTxwogq8, 6472878]
[paragraph, [659.0, 551.0, 294.0, 36.0], uKZTxwogq8, 6472878]
[paragraph, [659.0, 587.0, 294.0, 36.0], uKZTxwogq8, 6472878]
[paragraph, [659.0, 623.0, 294.0, 36.0], uKZTxwogq8, 6472878]
[paragraph, [659.0, 659.0, 294.0, 36.0], uKZTxwogq8, 6472878]
[paragraph, [659.0, 695.0, 294.0, 36.0], uKZTxwogq8, 6472878]
[paragraph, [659.0, 731.0, 294.0, 36.0], uKZTxwogq8, 6472878]
[paragraph, [659.0, 767.0, 294.0, 36.0], uKZTxwogq8, 6472878]
[paragraph, [659.0, 803.0, 294.0, 36.0], uKZTxwogq8, 6472878]
[paragraph, [353.0, 87.0, 297.0, 36.0], AxwM1XS93z, 6472878]
[paragraph, [353.0, 123.0, 297.0, 36.0], AxwM1XS93z, 6472878]
[paragraph, [353.0, 159.0, 297.0, 36.0], AxwM1XS93z, 6472878]
[paragraph, [353.0, 195.0, 297.0, 36.0], AxwM1XS93z, 6472878]
[paragraph, [353.0, 231.0, 297.0, 36.0], AxwM1XS93z, 6472878]
[paragraph, [353.0, 267.0, 297.0, 36.0], AxwM1XS93z, 6472878]
[paragraph, [353.0, 303.0, 297.0, 36.0], AxwM1XS93z, 6472878]
[paragraph, [355.0, 365.0, 298.0, 36.0], sWyoHPX9mx, 6472878]
[paragraph, [355.0, 401.0, 298.0, 36.0], sWyoHPX9mx, 6472878]
[paragraph, [355.0, 437.0, 298.0, 36.0], sWyoHPX9mx, 6472878]
[paragraph, [355.0, 473.0, 298.0, 36.0], sWyoHPX9mx, 6472878]
[paragraph, [355.0, 509.0, 298.0, 36.0], sWyoHPX9mx, 6472878]
[paragraph, [42.0, 490.0, 308.0, 36.0], gG_fWxgS_q, 6472878]
[paragraph, [42.0, 526.0, 308.0, 36.0], gG_fWxgS_q, 6472878]
[paragraph, [42.0, 562.0, 308.0, 36.0], gG_fWxgS_q, 6472878]
[paragraph, [42.0, 598.0, 308.0, 36.0], gG_fWxgS_q, 6472878]
[paragraph, [42.0, 634.0, 308.0, 36.0], gG_fWxgS_q, 6472878]
[paragraph, [42.0, 670.0, 308.0, 36.0], gG_fWxgS_q, 6472878]
[paragraph, [42.0, 706.0, 308.0, 36.0], gG_fWxgS_q, 6472878]
[paragraph, [42.0, 742.0, 308.0, 36.0], gG_fWxgS_q, 6472878]
[paragraph, [42.0, 778.0, 308.0, 36.0], gG_fWxgS_q, 6472878]
[paragraph, [42.0, 814.0, 308.0, 36.0], gG_fWxgS_q, 6472878]
[paragraph, [42.0, 850.0, 308.0, 36.0], gG_fWxgS_q, 6472878]
[paragraph, [42.0, 886.0, 308.0, 36.0], gG_fWxgS_q, 6472878]
[paragraph, [42.0, 922.0, 308.0, 36.0], gG_fWxgS_q, 6472878]
[paragraph, [42.0, 958.0, 308.0, 36.0], gG_fWxgS_q, 6472878]
[paragraph, [42.0, 994.0, 308.0, 36.0], gG_fWxgS_q, 6472878]
[paragraph, [42.0, 1030.0, 308.0, 36.0], gG_fWxgS_q, 6472878]
[paragraph, [42.0, 1066.0, 308.0, 36.0], gG_fWxgS_q, 6472878]
[paragraph, [42.0, 1102.0, 308.0, 36.0], gG_fWxgS_q, 6472878]
[paragraph, [42.0, 1138.0, 308.0, 36.0], gG_fWxgS_q, 6472878]
[paragraph, [42.0, 1174.0, 308.0, 36.0], gG_fWxgS_q, 6472878]
[paragraph, [42.0, 1210.0, 308.0, 36.0], gG_fWxgS_q, 6472878]
[paragraph, [42.0, 1246.0, 308.0, 36.0], gG_fWxgS_q, 6472878]
[paragraph, [42.0, 1282.0, 308.0, 36.0], gG_fWxgS_q, 6472878]
[paragraph, [42.0, 1318.0, 308.0, 36.0], gG_fWxgS_q, 6472878]
[paragraph, [42.0, 1354.0, 308.0, 36.0], gG_fWxgS_q, 6472878]
[paragraph, [42.0, 1390.0, 308.0, 36.0], gG_fWxgS_q, 6472878]
[paragraph, [358.0, 837.0, 285.0, 36.0], 6BPYaW71Wc, 6472878]
[paragraph, [358.0, 873.0, 285.0, 36.0], 6BPYaW71Wc, 6472878]
[paragraph, [358.0, 909.0, 285.0, 36.0], 6BPYaW71Wc, 6472878]
[paragraph, [358.0, 945.0, 285.0, 36.0], 6BPYaW71Wc, 6472878]
[paragraph, [358.0, 981.0, 285.0, 36.0], 6BPYaW71Wc, 6472878]
[paragraph, [664.0, 867.0, 292.0, 36.0], shoonya_0sKWHQP8P3L1KU, 6472878]
[paragraph, [664.0, 903.0, 292.0, 36.0], shoonya_0sKWHQP8P3L1KU, 6472878]
