[1050, 693]
[folio, [79.0, 77.0, 84.0, 18.0], shoonya_1sMUDPMO4X1SQN, 5702058]
[folio, [79.0, 95.0, 84.0, 18.0], shoonya_1sMUDPMO4X1SQN, 5702058]
[paragraph, [80.0, 122.0, 530.0, 18.0], shoonya_0sV8QVICKJYC6T, 5702058]
[paragraph, [80.0, 140.0, 530.0, 18.0], shoonya_0sV8QVICKJYC6T, 5702058]
[paragraph, [80.0, 158.0, 530.0, 18.0], shoonya_0sV8QVICKJYC6T, 5702058]
[paragraph, [80.0, 176.0, 530.0, 18.0], shoonya_0sV8QVICKJYC6T, 5702058]
[paragraph, [80.0, 194.0, 530.0, 18.0], shoonya_0sV8QVICKJYC6T, 5702058]
[paragraph, [80.0, 212.0, 530.0, 18.0], shoonya_0sV8QVICKJYC6T, 5702058]
[paragraph, [80.0, 230.0, 530.0, 18.0], shoonya_0sV8QVICKJYC6T, 5702058]
[paragraph, [77.0, 269.0, 539.0, 18.0], wqiilLtbsU, 5702058]
[paragraph, [77.0, 287.0, 539.0, 18.0], wqiilLtbsU, 5702058]
[paragraph, [77.0, 305.0, 539.0, 18.0], wqiilLtbsU, 5702058]
[paragraph, [78.0, 336.0, 534.0, 18.0], ztLX3jFzCP, 5702058]
[paragraph, [78.0, 354.0, 534.0, 18.0], ztLX3jFzCP, 5702058]
[paragraph, [78.0, 372.0, 534.0, 18.0], ztLX3jFzCP, 5702058]
[paragraph, [78.0, 390.0, 534.0, 18.0], ztLX3jFzCP, 5702058]
[paragraph, [78.0, 408.0, 534.0, 18.0], ztLX3jFzCP, 5702058]
[paragraph, [78.0, 426.0, 534.0, 18.0], ztLX3jFzCP, 5702058]
[paragraph, [78.0, 444.0, 534.0, 18.0], ztLX3jFzCP, 5702058]
[paragraph, [78.0, 462.0, 534.0, 18.0], ztLX3jFzCP, 5702058]
[paragraph, [78.0, 480.0, 534.0, 18.0], ztLX3jFzCP, 5702058]
[paragraph, [78.0, 498.0, 534.0, 18.0], ztLX3jFzCP, 5702058]
[paragraph, [78.0, 516.0, 534.0, 18.0], ztLX3jFzCP, 5702058]
[paragraph, [78.0, 534.0, 534.0, 18.0], ztLX3jFzCP, 5702058]
[paragraph, [78.0, 552.0, 534.0, 18.0], ztLX3jFzCP, 5702058]
[paragraph, [78.0, 570.0, 534.0, 18.0], ztLX3jFzCP, 5702058]
[paragraph, [78.0, 588.0, 534.0, 18.0], ztLX3jFzCP, 5702058]
[paragraph, [78.0, 606.0, 534.0, 18.0], ztLX3jFzCP, 5702058]
[paragraph, [78.0, 624.0, 534.0, 18.0], ztLX3jFzCP, 5702058]
[paragraph, [82.0, 652.0, 532.0, 18.0], P1Bi51y0xP, 5702058]
[paragraph, [82.0, 670.0, 532.0, 18.0], P1Bi51y0xP, 5702058]
[paragraph, [82.0, 688.0, 532.0, 18.0], P1Bi51y0xP, 5702058]
[paragraph, [82.0, 706.0, 532.0, 18.0], P1Bi51y0xP, 5702058]
[paragraph, [82.0, 724.0, 532.0, 18.0], P1Bi51y0xP, 5702058]
[paragraph, [82.0, 742.0, 532.0, 18.0], P1Bi51y0xP, 5702058]
[paragraph, [82.0, 760.0, 532.0, 18.0], P1Bi51y0xP, 5702058]
[paragraph, [82.0, 778.0, 532.0, 18.0], P1Bi51y0xP, 5702058]
[paragraph, [82.0, 796.0, 532.0, 18.0], P1Bi51y0xP, 5702058]
[paragraph, [82.0, 814.0, 532.0, 18.0], P1Bi51y0xP, 5702058]
[paragraph, [82.0, 832.0, 532.0, 18.0], P1Bi51y0xP, 5702058]
[paragraph, [82.0, 850.0, 532.0, 18.0], P1Bi51y0xP, 5702058]
[paragraph, [82.0, 868.0, 532.0, 18.0], P1Bi51y0xP, 5702058]
[paragraph, [82.0, 886.0, 532.0, 18.0], P1Bi51y0xP, 5702058]
[paragraph, [83.0, 906.0, 529.0, 18.0], shoonya_3sUDDCFJEK7409, 5702058]
[paragraph, [83.0, 924.0, 529.0, 18.0], shoonya_3sUDDCFJEK7409, 5702058]
[paragraph, [83.0, 942.0, 529.0, 18.0], shoonya_3sUDDCFJEK7409, 5702058]
[paragraph, [83.0, 960.0, 529.0, 18.0], shoonya_3sUDDCFJEK7409, 5702058]
