[2334, 1650]
[paragraph, [194.0, 67.0, 1289.0, 36.0], shoonya_0sSR894AMSHSGJ, 5652890]
[paragraph, [194.0, 103.0, 1289.0, 36.0], shoonya_0sSR894AMSHSGJ, 5652890]
[paragraph, [194.0, 139.0, 1289.0, 36.0], shoonya_0sSR894AMSHSGJ, 5652890]
[paragraph, [194.0, 175.0, 1289.0, 36.0], shoonya_0sSR894AMSHSGJ, 5652890]
[paragraph, [194.0, 211.0, 1289.0, 36.0], shoonya_0sSR894AMSHSGJ, 5652890]
[paragraph, [194.0, 247.0, 1289.0, 36.0], shoonya_0sSR894AMSHSGJ, 5652890]
[paragraph, [194.0, 283.0, 1289.0, 36.0], shoonya_0sSR894AMSHSGJ, 5652890]
[paragraph, [194.0, 319.0, 1289.0, 36.0], shoonya_0sSR894AMSHSGJ, 5652890]
[paragraph, [194.0, 355.0, 1289.0, 36.0], shoonya_0sSR894AMSHSGJ, 5652890]
[paragraph, [194.0, 391.0, 1289.0, 36.0], shoonya_0sSR894AMSHSGJ, 5652890]
[paragraph, [119.0, 436.0, 1384.0, 36.0], RXVMfBk38b, 5652890]
[paragraph, [119.0, 472.0, 1384.0, 36.0], RXVMfBk38b, 5652890]
[paragraph, [119.0, 508.0, 1384.0, 36.0], RXVMfBk38b, 5652890]
[paragraph, [119.0, 544.0, 1384.0, 36.0], RXVMfBk38b, 5652890]
[paragraph, [119.0, 580.0, 1384.0, 36.0], RXVMfBk38b, 5652890]
[paragraph, [119.0, 616.0, 1384.0, 36.0], RXVMfBk38b, 5652890]
[paragraph, [119.0, 652.0, 1384.0, 36.0], RXVMfBk38b, 5652890]
[paragraph, [119.0, 688.0, 1384.0, 36.0], RXVMfBk38b, 5652890]
[paragraph, [119.0, 724.0, 1384.0, 36.0], RXVMfBk38b, 5652890]
[paragraph, [119.0, 760.0, 1384.0, 36.0], RXVMfBk38b, 5652890]
[paragraph, [119.0, 796.0, 1384.0, 36.0], RXVMfBk38b, 5652890]
[paragraph, [92.0, 830.0, 1433.0, 36.0], tMkxntGhYZ, 5652890]
[paragraph, [92.0, 866.0, 1433.0, 36.0], tMkxntGhYZ, 5652890]
[paragraph, [92.0, 902.0, 1433.0, 36.0], tMkxntGhYZ, 5652890]
[paragraph, [92.0, 938.0, 1433.0, 36.0], tMkxntGhYZ, 5652890]
[paragraph, [92.0, 974.0, 1433.0, 36.0], tMkxntGhYZ, 5652890]
[paragraph, [92.0, 1010.0, 1433.0, 36.0], tMkxntGhYZ, 5652890]
[paragraph, [92.0, 1046.0, 1433.0, 36.0], tMkxntGhYZ, 5652890]
[paragraph, [92.0, 1082.0, 1433.0, 36.0], tMkxntGhYZ, 5652890]
[paragraph, [92.0, 1118.0, 1433.0, 36.0], tMkxntGhYZ, 5652890]
[paragraph, [92.0, 1154.0, 1433.0, 36.0], tMkxntGhYZ, 5652890]
[paragraph, [92.0, 1190.0, 1433.0, 36.0], tMkxntGhYZ, 5652890]
[paragraph, [92.0, 1226.0, 1433.0, 36.0], tMkxntGhYZ, 5652890]
[paragraph, [92.0, 1262.0, 1433.0, 36.0], tMkxntGhYZ, 5652890]
[paragraph, [92.0, 1298.0, 1433.0, 36.0], tMkxntGhYZ, 5652890]
[paragraph, [92.0, 1334.0, 1433.0, 36.0], tMkxntGhYZ, 5652890]
[paragraph, [92.0, 1370.0, 1433.0, 36.0], tMkxntGhYZ, 5652890]
[paragraph, [92.0, 1406.0, 1433.0, 36.0], tMkxntGhYZ, 5652890]
[paragraph, [92.0, 1442.0, 1433.0, 36.0], tMkxntGhYZ, 5652890]
[paragraph, [92.0, 1478.0, 1433.0, 36.0], tMkxntGhYZ, 5652890]
[paragraph, [92.0, 1514.0, 1433.0, 36.0], tMkxntGhYZ, 5652890]
[paragraph, [92.0, 1550.0, 1433.0, 36.0], tMkxntGhYZ, 5652890]
[paragraph, [92.0, 1586.0, 1433.0, 36.0], tMkxntGhYZ, 5652890]
[paragraph, [150.0, 1631.0, 1386.0, 36.0], cYk_ESjre8, 5652890]
[paragraph, [150.0, 1667.0, 1386.0, 36.0], cYk_ESjre8, 5652890]
[paragraph, [150.0, 1703.0, 1386.0, 36.0], cYk_ESjre8, 5652890]
[paragraph, [150.0, 1739.0, 1386.0, 36.0], cYk_ESjre8, 5652890]
[paragraph, [150.0, 1775.0, 1386.0, 36.0], cYk_ESjre8, 5652890]
[paragraph, [150.0, 1811.0, 1386.0, 36.0], cYk_ESjre8, 5652890]
[paragraph, [150.0, 1847.0, 1386.0, 36.0], cYk_ESjre8, 5652890]
[paragraph, [150.0, 1883.0, 1386.0, 36.0], cYk_ESjre8, 5652890]
[paragraph, [150.0, 1919.0, 1386.0, 36.0], cYk_ESjre8, 5652890]
[paragraph, [150.0, 1955.0, 1386.0, 36.0], cYk_ESjre8, 5652890]
[paragraph, [150.0, 1991.0, 1386.0, 36.0], cYk_ESjre8, 5652890]
[folio, [333.0, 2076.0, 457.0, 36.0], 4s35n_DouJ, 5652890]
[folio, [333.0, 2112.0, 457.0, 36.0], 4s35n_DouJ, 5652890]
