[842, 596]
[section-title, [29.0, 35.0, 155.0, 30.0], c6XvvMR8uo, 5656991]
[paragraph, [286.0, 59.0, 279.0, 18.0], shoonya_1s9XB88XF9I45K, 5656991]
[paragraph, [286.0, 77.0, 279.0, 18.0], shoonya_1s9XB88XF9I45K, 5656991]
[paragraph, [286.0, 95.0, 279.0, 18.0], shoonya_1s9XB88XF9I45K, 5656991]
[paragraph, [286.0, 113.0, 279.0, 18.0], shoonya_1s9XB88XF9I45K, 5656991]
[paragraph, [286.0, 131.0, 279.0, 18.0], shoonya_1s9XB88XF9I45K, 5656991]
[paragraph, [286.0, 149.0, 279.0, 18.0], shoonya_1s9XB88XF9I45K, 5656991]
[paragraph, [286.0, 167.0, 279.0, 18.0], shoonya_1s9XB88XF9I45K, 5656991]
[paragraph, [286.0, 185.0, 279.0, 18.0], shoonya_1s9XB88XF9I45K, 5656991]
[paragraph, [286.0, 203.0, 279.0, 18.0], shoonya_1s9XB88XF9I45K, 5656991]
[paragraph, [286.0, 221.0, 279.0, 18.0], shoonya_1s9XB88XF9I45K, 5656991]
[paragraph, [43.0, 277.0, 519.0, 18.0], shoonya_4s6P39XDDIO19H, 5656991]
[paragraph, [43.0, 295.0, 519.0, 18.0], shoonya_4s6P39XDDIO19H, 5656991]
[paragraph, [43.0, 313.0, 519.0, 18.0], shoonya_4s6P39XDDIO19H, 5656991]
[paragraph, [43.0, 331.0, 519.0, 18.0], shoonya_4s6P39XDDIO19H, 5656991]
[paragraph, [38.0, 382.0, 312.0, 18.0], shoonya_3sYW4TS2DZ8DZB, 5656991]
[paragraph, [38.0, 400.0, 312.0, 18.0], shoonya_3sYW4TS2DZ8DZB, 5656991]
[paragraph, [38.0, 418.0, 312.0, 18.0], shoonya_3sYW4TS2DZ8DZB, 5656991]
[paragraph, [38.0, 436.0, 312.0, 18.0], shoonya_3sYW4TS2DZ8DZB, 5656991]
[paragraph, [38.0, 454.0, 312.0, 18.0], shoonya_3sYW4TS2DZ8DZB, 5656991]
[paragraph, [38.0, 472.0, 312.0, 18.0], shoonya_3sYW4TS2DZ8DZB, 5656991]
[paragraph, [38.0, 490.0, 312.0, 18.0], shoonya_3sYW4TS2DZ8DZB, 5656991]
[paragraph, [38.0, 508.0, 312.0, 18.0], shoonya_3sYW4TS2DZ8DZB, 5656991]
[paragraph, [38.0, 526.0, 312.0, 18.0], shoonya_3sYW4TS2DZ8DZB, 5656991]
[paragraph, [54.0, 580.0, 515.0, 18.0], shoonya_5sWEARMAM6MDL0, 5656991]
[paragraph, [54.0, 598.0, 515.0, 18.0], shoonya_5sWEARMAM6MDL0, 5656991]
[paragraph, [54.0, 616.0, 515.0, 18.0], shoonya_5sWEARMAM6MDL0, 5656991]
[paragraph, [54.0, 634.0, 515.0, 18.0], shoonya_5sWEARMAM6MDL0, 5656991]
[paragraph, [29.0, 685.0, 544.0, 18.0], shoonya_7sT0UINIQSY8H6, 5656991]
[paragraph, [29.0, 703.0, 544.0, 18.0], shoonya_7sT0UINIQSY8H6, 5656991]
[paragraph, [29.0, 721.0, 544.0, 18.0], shoonya_7sT0UINIQSY8H6, 5656991]
[paragraph, [29.0, 739.0, 544.0, 18.0], shoonya_7sT0UINIQSY8H6, 5656991]
