[1492, 1000]
[folio, [401.0, 155.0, 206.0, 18.0], shoonya_2sKM6JVGY38M6D, 5720552]
[paragraph, [133.0, 199.0, 766.0, 18.0], shoonya_1sIGR5WGVO527U, 5720552]
[paragraph, [133.0, 217.0, 766.0, 18.0], shoonya_1sIGR5WGVO527U, 5720552]
[paragraph, [133.0, 235.0, 766.0, 18.0], shoonya_1sIGR5WGVO527U, 5720552]
[paragraph, [133.0, 253.0, 766.0, 18.0], shoonya_1sIGR5WGVO527U, 5720552]
[paragraph, [133.0, 271.0, 766.0, 18.0], shoonya_1sIGR5WGVO527U, 5720552]
[paragraph, [133.0, 289.0, 766.0, 18.0], shoonya_1sIGR5WGVO527U, 5720552]
[paragraph, [133.0, 307.0, 766.0, 18.0], shoonya_1sIGR5WGVO527U, 5720552]
[paragraph, [133.0, 325.0, 766.0, 18.0], shoonya_1sIGR5WGVO527U, 5720552]
[paragraph, [133.0, 343.0, 766.0, 18.0], shoonya_1sIGR5WGVO527U, 5720552]
[paragraph, [133.0, 361.0, 766.0, 18.0], shoonya_1sIGR5WGVO527U, 5720552]
[paragraph, [133.0, 379.0, 766.0, 18.0], shoonya_1sIGR5WGVO527U, 5720552]
[paragraph, [133.0, 397.0, 766.0, 18.0], shoonya_1sIGR5WGVO527U, 5720552]
[paragraph, [133.0, 415.0, 766.0, 18.0], shoonya_1sIGR5WGVO527U, 5720552]
[paragraph, [133.0, 433.0, 766.0, 18.0], shoonya_1sIGR5WGVO527U, 5720552]
[paragraph, [133.0, 451.0, 766.0, 18.0], shoonya_1sIGR5WGVO527U, 5720552]
[paragraph, [133.0, 469.0, 766.0, 18.0], shoonya_1sIGR5WGVO527U, 5720552]
[paragraph, [133.0, 487.0, 766.0, 18.0], shoonya_1sIGR5WGVO527U, 5720552]
[paragraph, [133.0, 505.0, 766.0, 18.0], shoonya_1sIGR5WGVO527U, 5720552]
[paragraph, [133.0, 523.0, 766.0, 18.0], shoonya_1sIGR5WGVO527U, 5720552]
[paragraph, [133.0, 541.0, 766.0, 18.0], shoonya_1sIGR5WGVO527U, 5720552]
[paragraph, [133.0, 559.0, 766.0, 18.0], shoonya_1sIGR5WGVO527U, 5720552]
[paragraph, [133.0, 577.0, 766.0, 18.0], shoonya_1sIGR5WGVO527U, 5720552]
[paragraph, [133.0, 595.0, 766.0, 18.0], shoonya_1sIGR5WGVO527U, 5720552]
[paragraph, [133.0, 613.0, 766.0, 18.0], shoonya_1sIGR5WGVO527U, 5720552]
[paragraph, [144.0, 641.0, 745.0, 18.0], clOjeLPwTf, 5720552]
[paragraph, [144.0, 659.0, 745.0, 18.0], clOjeLPwTf, 5720552]
[paragraph, [144.0, 677.0, 745.0, 18.0], clOjeLPwTf, 5720552]
[paragraph, [144.0, 695.0, 745.0, 18.0], clOjeLPwTf, 5720552]
[paragraph, [144.0, 713.0, 745.0, 18.0], clOjeLPwTf, 5720552]
[paragraph, [144.0, 731.0, 745.0, 18.0], clOjeLPwTf, 5720552]
[paragraph, [144.0, 749.0, 745.0, 18.0], clOjeLPwTf, 5720552]
[paragraph, [144.0, 767.0, 745.0, 18.0], clOjeLPwTf, 5720552]
[paragraph, [144.0, 785.0, 745.0, 18.0], clOjeLPwTf, 5720552]
[paragraph, [144.0, 803.0, 745.0, 18.0], clOjeLPwTf, 5720552]
[paragraph, [144.0, 821.0, 745.0, 18.0], clOjeLPwTf, 5720552]
[paragraph, [144.0, 839.0, 745.0, 18.0], clOjeLPwTf, 5720552]
[paragraph, [144.0, 857.0, 745.0, 18.0], clOjeLPwTf, 5720552]
[paragraph, [144.0, 875.0, 745.0, 18.0], clOjeLPwTf, 5720552]
[paragraph, [144.0, 893.0, 745.0, 18.0], clOjeLPwTf, 5720552]
[paragraph, [144.0, 911.0, 745.0, 18.0], clOjeLPwTf, 5720552]
[paragraph, [144.0, 929.0, 745.0, 18.0], clOjeLPwTf, 5720552]
[paragraph, [144.0, 947.0, 745.0, 18.0], clOjeLPwTf, 5720552]
[paragraph, [144.0, 965.0, 745.0, 18.0], clOjeLPwTf, 5720552]
[paragraph, [144.0, 983.0, 745.0, 18.0], clOjeLPwTf, 5720552]
