[1367, 845]
[folio, [629.0, 64.0, 112.0, 18.0], 3g7H5_xU1i, 5781950]
[folio, [629.0, 82.0, 112.0, 18.0], 3g7H5_xU1i, 5781950]
[ordered-list, [95.0, 155.0, 660.0, 18.0], CSqbpBQymk, 5781950]
[ordered-list, [95.0, 173.0, 660.0, 18.0], CSqbpBQymk, 5781950]
[ordered-list, [95.0, 191.0, 660.0, 18.0], CSqbpBQymk, 5781950]
[ordered-list, [95.0, 209.0, 660.0, 18.0], CSqbpBQymk, 5781950]
[ordered-list, [95.0, 227.0, 660.0, 18.0], CSqbpBQymk, 5781950]
[ordered-list, [95.0, 245.0, 660.0, 18.0], CSqbpBQymk, 5781950]
[ordered-list, [95.0, 263.0, 660.0, 18.0], CSqbpBQymk, 5781950]
[ordered-list, [95.0, 281.0, 660.0, 18.0], CSqbpBQymk, 5781950]
[ordered-list, [95.0, 299.0, 660.0, 18.0], CSqbpBQymk, 5781950]
[ordered-list, [95.0, 317.0, 660.0, 18.0], CSqbpBQymk, 5781950]
[ordered-list, [95.0, 335.0, 660.0, 18.0], CSqbpBQymk, 5781950]
[ordered-list, [95.0, 353.0, 660.0, 18.0], CSqbpBQymk, 5781950]
[ordered-list, [95.0, 371.0, 660.0, 18.0], CSqbpBQymk, 5781950]
[ordered-list, [95.0, 389.0, 660.0, 18.0], CSqbpBQymk, 5781950]
[sub-ordered-list, [107.0, 270.0, 641.0, 18.0], kkvdgeS-y5, 5781950]
[sub-ordered-list, [107.0, 288.0, 641.0, 18.0], kkvdgeS-y5, 5781950]
[sub-ordered-list, [107.0, 306.0, 641.0, 18.0], kkvdgeS-y5, 5781950]
[sub-ordered-list, [107.0, 324.0, 641.0, 18.0], kkvdgeS-y5, 5781950]
[sub-ordered-list, [107.0, 342.0, 641.0, 18.0], kkvdgeS-y5, 5781950]
[sub-ordered-list, [107.0, 360.0, 641.0, 18.0], kkvdgeS-y5, 5781950]
[sub-ordered-list, [107.0, 378.0, 641.0, 18.0], kkvdgeS-y5, 5781950]
[ordered-list, [97.0, 411.0, 668.0, 18.0], lEQnto2V7P, 5781950]
[ordered-list, [97.0, 429.0, 668.0, 18.0], lEQnto2V7P, 5781950]
[ordered-list, [97.0, 447.0, 668.0, 18.0], lEQnto2V7P, 5781950]
[ordered-list, [97.0, 465.0, 668.0, 18.0], lEQnto2V7P, 5781950]
[ordered-list, [97.0, 483.0, 668.0, 18.0], lEQnto2V7P, 5781950]
[ordered-list, [97.0, 501.0, 668.0, 18.0], lEQnto2V7P, 5781950]
[ordered-list, [97.0, 519.0, 668.0, 18.0], lEQnto2V7P, 5781950]
[ordered-list, [97.0, 537.0, 668.0, 18.0], lEQnto2V7P, 5781950]
[ordered-list, [97.0, 555.0, 668.0, 18.0], lEQnto2V7P, 5781950]
[ordered-list, [97.0, 573.0, 668.0, 18.0], lEQnto2V7P, 5781950]
[ordered-list, [97.0, 591.0, 668.0, 18.0], lEQnto2V7P, 5781950]
[ordered-list, [97.0, 609.0, 668.0, 18.0], lEQnto2V7P, 5781950]
[ordered-list, [97.0, 627.0, 668.0, 18.0], lEQnto2V7P, 5781950]
[ordered-list, [97.0, 645.0, 668.0, 18.0], lEQnto2V7P, 5781950]
[ordered-list, [97.0, 663.0, 668.0, 18.0], lEQnto2V7P, 5781950]
[ordered-list, [97.0, 681.0, 668.0, 18.0], lEQnto2V7P, 5781950]
[ordered-list, [97.0, 699.0, 668.0, 18.0], lEQnto2V7P, 5781950]
[ordered-list, [97.0, 717.0, 668.0, 18.0], lEQnto2V7P, 5781950]
[ordered-list, [97.0, 735.0, 668.0, 18.0], lEQnto2V7P, 5781950]
[ordered-list, [97.0, 753.0, 668.0, 18.0], lEQnto2V7P, 5781950]
[ordered-list, [97.0, 771.0, 668.0, 18.0], lEQnto2V7P, 5781950]
[ordered-list, [97.0, 789.0, 668.0, 18.0], lEQnto2V7P, 5781950]
[ordered-list, [97.0, 807.0, 668.0, 18.0], lEQnto2V7P, 5781950]
[ordered-list, [97.0, 825.0, 668.0, 18.0], lEQnto2V7P, 5781950]
[ordered-list, [97.0, 843.0, 668.0, 18.0], lEQnto2V7P, 5781950]
[ordered-list, [97.0, 861.0, 668.0, 18.0], lEQnto2V7P, 5781950]
[ordered-list, [97.0, 879.0, 668.0, 18.0], lEQnto2V7P, 5781950]
[ordered-list, [97.0, 897.0, 668.0, 18.0], lEQnto2V7P, 5781950]
[ordered-list, [97.0, 915.0, 668.0, 18.0], lEQnto2V7P, 5781950]
[ordered-list, [97.0, 933.0, 668.0, 18.0], lEQnto2V7P, 5781950]
[ordered-list, [97.0, 951.0, 668.0, 18.0], lEQnto2V7P, 5781950]
[ordered-list, [97.0, 969.0, 668.0, 18.0], lEQnto2V7P, 5781950]
[ordered-list, [97.0, 987.0, 668.0, 18.0], lEQnto2V7P, 5781950]
[ordered-list, [97.0, 1005.0, 668.0, 18.0], lEQnto2V7P, 5781950]
[ordered-list, [97.0, 1023.0, 668.0, 18.0], lEQnto2V7P, 5781950]
[ordered-list, [97.0, 1041.0, 668.0, 18.0], lEQnto2V7P, 5781950]
[ordered-list, [97.0, 1059.0, 668.0, 18.0], lEQnto2V7P, 5781950]
[ordered-list, [97.0, 1077.0, 668.0, 18.0], lEQnto2V7P, 5781950]
[ordered-list, [97.0, 1095.0, 668.0, 18.0], lEQnto2V7P, 5781950]
[ordered-list, [97.0, 1113.0, 668.0, 18.0], lEQnto2V7P, 5781950]
[ordered-list, [97.0, 1131.0, 668.0, 18.0], lEQnto2V7P, 5781950]
[ordered-list, [97.0, 1149.0, 668.0, 18.0], lEQnto2V7P, 5781950]
