[1461, 1123]
[section-title, [175.0, 96.0, 491.0, 30.0], W8DxZ36Fv_, 5759381]
[paragraph, [154.0, 157.0, 520.0, 18.0], la7aeypTpZ, 5759381]
[paragraph, [154.0, 175.0, 520.0, 18.0], la7aeypTpZ, 5759381]
[paragraph, [154.0, 193.0, 520.0, 18.0], la7aeypTpZ, 5759381]
[paragraph, [154.0, 211.0, 520.0, 18.0], la7aeypTpZ, 5759381]
[paragraph, [154.0, 229.0, 520.0, 18.0], la7aeypTpZ, 5759381]
[paragraph, [154.0, 247.0, 520.0, 18.0], la7aeypTpZ, 5759381]
[paragraph, [154.0, 265.0, 520.0, 18.0], la7aeypTpZ, 5759381]
[paragraph, [154.0, 283.0, 520.0, 18.0], la7aeypTpZ, 5759381]
[paragraph, [154.0, 301.0, 520.0, 18.0], la7aeypTpZ, 5759381]
[paragraph, [154.0, 319.0, 520.0, 18.0], la7aeypTpZ, 5759381]
[section-title, [172.0, 495.0, 386.0, 30.0], bv8U3f1FCI, 5759381]
[section-title, [172.0, 525.0, 386.0, 30.0], bv8U3f1FCI, 5759381]
[paragraph, [153.0, 584.0, 854.0, 18.0], 1eWlSJ_rGw, 5759381]
[paragraph, [153.0, 602.0, 854.0, 18.0], 1eWlSJ_rGw, 5759381]
[paragraph, [153.0, 620.0, 854.0, 18.0], 1eWlSJ_rGw, 5759381]
[paragraph, [153.0, 638.0, 854.0, 18.0], 1eWlSJ_rGw, 5759381]
[paragraph, [153.0, 656.0, 854.0, 18.0], 1eWlSJ_rGw, 5759381]
[paragraph, [153.0, 674.0, 854.0, 18.0], 1eWlSJ_rGw, 5759381]
[paragraph, [153.0, 692.0, 854.0, 18.0], 1eWlSJ_rGw, 5759381]
[paragraph, [153.0, 710.0, 854.0, 18.0], 1eWlSJ_rGw, 5759381]
[paragraph, [153.0, 728.0, 854.0, 18.0], 1eWlSJ_rGw, 5759381]
[section-title, [175.0, 852.0, 488.0, 30.0], EwqZ_f_bwF, 5759381]
[paragraph, [153.0, 920.0, 804.0, 18.0], 7rM2v5wF1R, 5759381]
[paragraph, [153.0, 938.0, 804.0, 18.0], 7rM2v5wF1R, 5759381]
[paragraph, [153.0, 956.0, 804.0, 18.0], 7rM2v5wF1R, 5759381]
[paragraph, [153.0, 974.0, 804.0, 18.0], 7rM2v5wF1R, 5759381]
[paragraph, [153.0, 992.0, 804.0, 18.0], 7rM2v5wF1R, 5759381]
[paragraph, [153.0, 1010.0, 804.0, 18.0], 7rM2v5wF1R, 5759381]
[paragraph, [153.0, 1028.0, 804.0, 18.0], 7rM2v5wF1R, 5759381]
[paragraph, [153.0, 1046.0, 804.0, 18.0], 7rM2v5wF1R, 5759381]
[paragraph, [153.0, 1064.0, 804.0, 18.0], 7rM2v5wF1R, 5759381]
[paragraph, [153.0, 1082.0, 804.0, 18.0], 7rM2v5wF1R, 5759381]
[paragraph, [153.0, 1100.0, 804.0, 18.0], 7rM2v5wF1R, 5759381]
[section-title, [167.0, 1125.0, 489.0, 30.0], Qh0MhKSTPz, 5759381]
[section-title, [167.0, 1155.0, 489.0, 30.0], Qh0MhKSTPz, 5759381]
[paragraph, [151.0, 1195.0, 731.0, 18.0], QMRaNYC8Lu, 5759381]
[paragraph, [151.0, 1213.0, 731.0, 18.0], QMRaNYC8Lu, 5759381]
[paragraph, [151.0, 1231.0, 731.0, 18.0], QMRaNYC8Lu, 5759381]
[paragraph, [151.0, 1249.0, 731.0, 18.0], QMRaNYC8Lu, 5759381]
[paragraph, [151.0, 1267.0, 731.0, 18.0], QMRaNYC8Lu, 5759381]
[paragraph, [151.0, 1285.0, 731.0, 18.0], QMRaNYC8Lu, 5759381]
[paragraph, [151.0, 1303.0, 731.0, 18.0], QMRaNYC8Lu, 5759381]
