[1388, 886]
[folio, [39.0, 50.0, 181.0, 18.0], rtfzotwIuk, 5742097]
[folio, [39.0, 68.0, 181.0, 18.0], rtfzotwIuk, 5742097]
[folio, [358.0, 62.0, 183.0, 18.0], shoonya_0sJ7CQDR51QMRF, 5742097]
[folio, [358.0, 80.0, 183.0, 18.0], shoonya_0sJ7CQDR51QMRF, 5742097]
[paragraph, [42.0, 124.0, 400.0, 18.0], 03vpxA-e3L, 5742097]
[paragraph, [42.0, 142.0, 400.0, 18.0], 03vpxA-e3L, 5742097]
[paragraph, [42.0, 160.0, 400.0, 18.0], 03vpxA-e3L, 5742097]
[paragraph, [42.0, 178.0, 400.0, 18.0], 03vpxA-e3L, 5742097]
[paragraph, [42.0, 196.0, 400.0, 18.0], 03vpxA-e3L, 5742097]
[paragraph, [42.0, 214.0, 400.0, 18.0], 03vpxA-e3L, 5742097]
[paragraph, [42.0, 232.0, 400.0, 18.0], 03vpxA-e3L, 5742097]
[paragraph, [42.0, 250.0, 400.0, 18.0], 03vpxA-e3L, 5742097]
[paragraph, [42.0, 268.0, 400.0, 18.0], 03vpxA-e3L, 5742097]
[paragraph, [42.0, 286.0, 400.0, 18.0], 03vpxA-e3L, 5742097]
[paragraph, [42.0, 304.0, 400.0, 18.0], 03vpxA-e3L, 5742097]
[paragraph, [42.0, 322.0, 400.0, 18.0], 03vpxA-e3L, 5742097]
[paragraph, [42.0, 340.0, 400.0, 18.0], 03vpxA-e3L, 5742097]
[paragraph, [42.0, 358.0, 400.0, 18.0], 03vpxA-e3L, 5742097]
[paragraph, [42.0, 376.0, 400.0, 18.0], 03vpxA-e3L, 5742097]
[paragraph, [42.0, 394.0, 400.0, 18.0], 03vpxA-e3L, 5742097]
[paragraph, [42.0, 412.0, 400.0, 18.0], 03vpxA-e3L, 5742097]
[paragraph, [42.0, 430.0, 400.0, 18.0], 03vpxA-e3L, 5742097]
[paragraph, [42.0, 448.0, 400.0, 18.0], 03vpxA-e3L, 5742097]
[paragraph, [42.0, 466.0, 400.0, 18.0], 03vpxA-e3L, 5742097]
[paragraph, [42.0, 484.0, 400.0, 18.0], 03vpxA-e3L, 5742097]
[paragraph, [42.0, 502.0, 400.0, 18.0], 03vpxA-e3L, 5742097]
[paragraph, [42.0, 520.0, 400.0, 18.0], 03vpxA-e3L, 5742097]
[paragraph, [42.0, 538.0, 400.0, 18.0], 03vpxA-e3L, 5742097]
[paragraph, [42.0, 556.0, 400.0, 18.0], 03vpxA-e3L, 5742097]
[paragraph, [42.0, 574.0, 400.0, 18.0], 03vpxA-e3L, 5742097]
[paragraph, [42.0, 592.0, 400.0, 18.0], 03vpxA-e3L, 5742097]
[paragraph, [42.0, 610.0, 400.0, 18.0], 03vpxA-e3L, 5742097]
[paragraph, [42.0, 628.0, 400.0, 18.0], 03vpxA-e3L, 5742097]
[paragraph, [42.0, 646.0, 400.0, 18.0], 03vpxA-e3L, 5742097]
[paragraph, [42.0, 664.0, 400.0, 18.0], 03vpxA-e3L, 5742097]
[paragraph, [42.0, 682.0, 400.0, 18.0], 03vpxA-e3L, 5742097]
[paragraph, [42.0, 700.0, 400.0, 18.0], 03vpxA-e3L, 5742097]
[paragraph, [42.0, 718.0, 400.0, 18.0], 03vpxA-e3L, 5742097]
[paragraph, [42.0, 736.0, 400.0, 18.0], 03vpxA-e3L, 5742097]
[paragraph, [42.0, 754.0, 400.0, 18.0], 03vpxA-e3L, 5742097]
[paragraph, [42.0, 772.0, 400.0, 18.0], 03vpxA-e3L, 5742097]
[paragraph, [42.0, 790.0, 400.0, 18.0], 03vpxA-e3L, 5742097]
[paragraph, [42.0, 808.0, 400.0, 18.0], 03vpxA-e3L, 5742097]
[paragraph, [42.0, 826.0, 400.0, 18.0], 03vpxA-e3L, 5742097]
[paragraph, [42.0, 844.0, 400.0, 18.0], 03vpxA-e3L, 5742097]
[paragraph, [42.0, 862.0, 400.0, 18.0], 03vpxA-e3L, 5742097]
[paragraph, [42.0, 880.0, 400.0, 18.0], 03vpxA-e3L, 5742097]
[paragraph, [42.0, 898.0, 400.0, 18.0], 03vpxA-e3L, 5742097]
[paragraph, [42.0, 916.0, 400.0, 18.0], 03vpxA-e3L, 5742097]
[paragraph, [42.0, 934.0, 400.0, 18.0], 03vpxA-e3L, 5742097]
[paragraph, [42.0, 952.0, 400.0, 18.0], 03vpxA-e3L, 5742097]
[paragraph, [42.0, 970.0, 400.0, 18.0], 03vpxA-e3L, 5742097]
[paragraph, [42.0, 988.0, 400.0, 18.0], 03vpxA-e3L, 5742097]
[paragraph, [42.0, 1006.0, 400.0, 18.0], 03vpxA-e3L, 5742097]
[paragraph, [42.0, 1024.0, 400.0, 18.0], 03vpxA-e3L, 5742097]
[paragraph, [42.0, 1042.0, 400.0, 18.0], 03vpxA-e3L, 5742097]
[paragraph, [42.0, 1060.0, 400.0, 18.0], 03vpxA-e3L, 5742097]
[paragraph, [42.0, 1078.0, 400.0, 18.0], 03vpxA-e3L, 5742097]
[paragraph, [42.0, 1096.0, 400.0, 18.0], 03vpxA-e3L, 5742097]
[paragraph, [42.0, 1114.0, 400.0, 18.0], 03vpxA-e3L, 5742097]
[paragraph, [42.0, 1132.0, 400.0, 18.0], 03vpxA-e3L, 5742097]
[paragraph, [42.0, 1150.0, 400.0, 18.0], 03vpxA-e3L, 5742097]
[paragraph, [42.0, 1168.0, 400.0, 18.0], 03vpxA-e3L, 5742097]
[paragraph, [42.0, 1186.0, 400.0, 18.0], 03vpxA-e3L, 5742097]
[paragraph, [42.0, 1204.0, 400.0, 18.0], 03vpxA-e3L, 5742097]
[paragraph, [42.0, 1222.0, 400.0, 18.0], 03vpxA-e3L, 5742097]
[paragraph, [42.0, 1240.0, 400.0, 18.0], 03vpxA-e3L, 5742097]
[paragraph, [42.0, 1258.0, 400.0, 18.0], 03vpxA-e3L, 5742097]
[paragraph, [42.0, 1276.0, 400.0, 18.0], 03vpxA-e3L, 5742097]
[paragraph, [42.0, 1294.0, 400.0, 18.0], 03vpxA-e3L, 5742097]
[paragraph, [42.0, 1312.0, 400.0, 18.0], 03vpxA-e3L, 5742097]
[paragraph, [459.0, 125.0, 394.0, 18.0], shoonya_1sUZ1IBKXN9SNK, 5742097]
[paragraph, [459.0, 143.0, 394.0, 18.0], shoonya_1sUZ1IBKXN9SNK, 5742097]
[paragraph, [459.0, 161.0, 394.0, 18.0], shoonya_1sUZ1IBKXN9SNK, 5742097]
[paragraph, [459.0, 179.0, 394.0, 18.0], shoonya_1sUZ1IBKXN9SNK, 5742097]
[paragraph, [459.0, 197.0, 394.0, 18.0], shoonya_1sUZ1IBKXN9SNK, 5742097]
[paragraph, [459.0, 215.0, 394.0, 18.0], shoonya_1sUZ1IBKXN9SNK, 5742097]
[paragraph, [459.0, 233.0, 394.0, 18.0], shoonya_1sUZ1IBKXN9SNK, 5742097]
[paragraph, [459.0, 251.0, 394.0, 18.0], shoonya_1sUZ1IBKXN9SNK, 5742097]
[paragraph, [459.0, 269.0, 394.0, 18.0], shoonya_1sUZ1IBKXN9SNK, 5742097]
[paragraph, [459.0, 287.0, 394.0, 18.0], shoonya_1sUZ1IBKXN9SNK, 5742097]
[paragraph, [459.0, 305.0, 394.0, 18.0], shoonya_1sUZ1IBKXN9SNK, 5742097]
[paragraph, [459.0, 323.0, 394.0, 18.0], shoonya_1sUZ1IBKXN9SNK, 5742097]
[paragraph, [459.0, 341.0, 394.0, 18.0], shoonya_1sUZ1IBKXN9SNK, 5742097]
[paragraph, [459.0, 359.0, 394.0, 18.0], shoonya_1sUZ1IBKXN9SNK, 5742097]
[paragraph, [459.0, 377.0, 394.0, 18.0], shoonya_1sUZ1IBKXN9SNK, 5742097]
[paragraph, [459.0, 395.0, 394.0, 18.0], shoonya_1sUZ1IBKXN9SNK, 5742097]
[paragraph, [459.0, 413.0, 394.0, 18.0], shoonya_1sUZ1IBKXN9SNK, 5742097]
[paragraph, [459.0, 431.0, 394.0, 18.0], shoonya_1sUZ1IBKXN9SNK, 5742097]
[paragraph, [459.0, 449.0, 394.0, 18.0], shoonya_1sUZ1IBKXN9SNK, 5742097]
[paragraph, [459.0, 467.0, 394.0, 18.0], shoonya_1sUZ1IBKXN9SNK, 5742097]
[paragraph, [459.0, 485.0, 394.0, 18.0], shoonya_1sUZ1IBKXN9SNK, 5742097]
[paragraph, [459.0, 503.0, 394.0, 18.0], shoonya_1sUZ1IBKXN9SNK, 5742097]
[paragraph, [459.0, 521.0, 394.0, 18.0], shoonya_1sUZ1IBKXN9SNK, 5742097]
[quote, [321.0, 273.0, 128.0, 18.0], QMuQFthHiM, 5742097]
[quote, [46.0, 309.0, 394.0, 18.0], gh0f-YcqrD, 5742097]
[quote, [46.0, 327.0, 394.0, 18.0], gh0f-YcqrD, 5742097]
[quote, [46.0, 345.0, 394.0, 18.0], gh0f-YcqrD, 5742097]
[quote, [46.0, 363.0, 394.0, 18.0], gh0f-YcqrD, 5742097]
[quote, [46.0, 381.0, 394.0, 18.0], gh0f-YcqrD, 5742097]
[quote, [46.0, 399.0, 394.0, 18.0], gh0f-YcqrD, 5742097]
[quote, [46.0, 417.0, 394.0, 18.0], gh0f-YcqrD, 5742097]
[quote, [46.0, 435.0, 394.0, 18.0], gh0f-YcqrD, 5742097]
[paragraph, [447.0, 562.0, 406.0, 18.0], k50A8XjYDK, 5742097]
[paragraph, [447.0, 580.0, 406.0, 18.0], k50A8XjYDK, 5742097]
[paragraph, [447.0, 598.0, 406.0, 18.0], k50A8XjYDK, 5742097]
[paragraph, [447.0, 616.0, 406.0, 18.0], k50A8XjYDK, 5742097]
[paragraph, [447.0, 634.0, 406.0, 18.0], k50A8XjYDK, 5742097]
[paragraph, [447.0, 652.0, 406.0, 18.0], k50A8XjYDK, 5742097]
[paragraph, [447.0, 670.0, 406.0, 18.0], k50A8XjYDK, 5742097]
[paragraph, [447.0, 688.0, 406.0, 18.0], k50A8XjYDK, 5742097]
[paragraph, [447.0, 706.0, 406.0, 18.0], k50A8XjYDK, 5742097]
[paragraph, [447.0, 724.0, 406.0, 18.0], k50A8XjYDK, 5742097]
[paragraph, [447.0, 742.0, 406.0, 18.0], k50A8XjYDK, 5742097]
[paragraph, [447.0, 760.0, 406.0, 18.0], k50A8XjYDK, 5742097]
[paragraph, [447.0, 778.0, 406.0, 18.0], k50A8XjYDK, 5742097]
[paragraph, [447.0, 796.0, 406.0, 18.0], k50A8XjYDK, 5742097]
[paragraph, [447.0, 814.0, 406.0, 18.0], k50A8XjYDK, 5742097]
[paragraph, [447.0, 832.0, 406.0, 18.0], k50A8XjYDK, 5742097]
[paragraph, [447.0, 850.0, 406.0, 18.0], k50A8XjYDK, 5742097]
[paragraph, [447.0, 868.0, 406.0, 18.0], k50A8XjYDK, 5742097]
[paragraph, [447.0, 886.0, 406.0, 18.0], k50A8XjYDK, 5742097]
[paragraph, [447.0, 904.0, 406.0, 18.0], k50A8XjYDK, 5742097]
[paragraph, [447.0, 922.0, 406.0, 18.0], k50A8XjYDK, 5742097]
[paragraph, [447.0, 940.0, 406.0, 18.0], k50A8XjYDK, 5742097]
[paragraph, [447.0, 958.0, 406.0, 18.0], k50A8XjYDK, 5742097]
[paragraph, [447.0, 976.0, 406.0, 18.0], k50A8XjYDK, 5742097]
[paragraph, [447.0, 994.0, 406.0, 18.0], k50A8XjYDK, 5742097]
[paragraph, [447.0, 1012.0, 406.0, 18.0], k50A8XjYDK, 5742097]
[paragraph, [447.0, 1030.0, 406.0, 18.0], k50A8XjYDK, 5742097]
[paragraph, [447.0, 1048.0, 406.0, 18.0], k50A8XjYDK, 5742097]
[paragraph, [447.0, 1066.0, 406.0, 18.0], k50A8XjYDK, 5742097]
[paragraph, [447.0, 1084.0, 406.0, 18.0], k50A8XjYDK, 5742097]
[paragraph, [447.0, 1102.0, 406.0, 18.0], k50A8XjYDK, 5742097]
[paragraph, [447.0, 1120.0, 406.0, 18.0], k50A8XjYDK, 5742097]
[paragraph, [447.0, 1138.0, 406.0, 18.0], k50A8XjYDK, 5742097]
[paragraph, [447.0, 1156.0, 406.0, 18.0], k50A8XjYDK, 5742097]
[paragraph, [447.0, 1174.0, 406.0, 18.0], k50A8XjYDK, 5742097]
[paragraph, [447.0, 1192.0, 406.0, 18.0], k50A8XjYDK, 5742097]
[paragraph, [447.0, 1210.0, 406.0, 18.0], k50A8XjYDK, 5742097]
[paragraph, [447.0, 1228.0, 406.0, 18.0], k50A8XjYDK, 5742097]
[paragraph, [447.0, 1246.0, 406.0, 18.0], k50A8XjYDK, 5742097]
[paragraph, [447.0, 1264.0, 406.0, 18.0], k50A8XjYDK, 5742097]
[paragraph, [447.0, 1282.0, 406.0, 18.0], k50A8XjYDK, 5742097]
[paragraph, [447.0, 1300.0, 406.0, 18.0], k50A8XjYDK, 5742097]
[quote, [129.0, 946.0, 320.0, 18.0], N_j8G6IyCA, 5742097]
[quote, [40.0, 978.0, 404.0, 18.0], IPQ7MYrF4N, 5742097]
[quote, [39.0, 1011.0, 199.0, 18.0], VgkcrA9wF_, 5742097]
[footnote, [563.0, 1345.0, 282.0, 18.0], zdljN2mkn5, 5742097]
[footnote, [563.0, 1363.0, 282.0, 18.0], zdljN2mkn5, 5742097]
