[3509, 2480]
[paragraph, [359.0, 379.0, 1786.0, 52.5], shoonya_0sGSCA1VPDGDD0, 5724336]
[paragraph, [359.0, 431.5, 1786.0, 52.5], shoonya_0sGSCA1VPDGDD0, 5724336]
[paragraph, [359.0, 484.0, 1786.0, 52.5], shoonya_0sGSCA1VPDGDD0, 5724336]
[paragraph, [359.0, 536.5, 1786.0, 52.5], shoonya_0sGSCA1VPDGDD0, 5724336]
[paragraph, [359.0, 589.0, 1786.0, 52.5], shoonya_0sGSCA1VPDGDD0, 5724336]
[paragraph, [359.0, 641.5, 1786.0, 52.5], shoonya_0sGSCA1VPDGDD0, 5724336]
[paragraph, [359.0, 694.0, 1786.0, 52.5], shoonya_0sGSCA1VPDGDD0, 5724336]
[paragraph, [359.0, 746.5, 1786.0, 52.5], shoonya_0sGSCA1VPDGDD0, 5724336]
[paragraph, [359.0, 799.0, 1786.0, 52.5], shoonya_0sGSCA1VPDGDD0, 5724336]
[paragraph, [359.0, 851.5, 1786.0, 52.5], shoonya_0sGSCA1VPDGDD0, 5724336]
[paragraph, [359.0, 904.0, 1786.0, 52.5], shoonya_0sGSCA1VPDGDD0, 5724336]
[paragraph, [359.0, 956.5, 1786.0, 52.5], shoonya_0sGSCA1VPDGDD0, 5724336]
[paragraph, [359.0, 1009.0, 1786.0, 52.5], shoonya_0sGSCA1VPDGDD0, 5724336]
[paragraph, [359.0, 1061.5, 1786.0, 52.5], shoonya_0sGSCA1VPDGDD0, 5724336]
[paragraph, [359.0, 1114.0, 1786.0, 52.5], shoonya_0sGSCA1VPDGDD0, 5724336]
[paragraph, [359.0, 1166.5, 1786.0, 52.5], shoonya_0sGSCA1VPDGDD0, 5724336]
[paragraph, [359.0, 1219.0, 1786.0, 52.5], shoonya_0sGSCA1VPDGDD0, 5724336]
[paragraph, [359.0, 1271.5, 1786.0, 52.5], shoonya_0sGSCA1VPDGDD0, 5724336]
[paragraph, [359.0, 1324.0, 1786.0, 52.5], shoonya_0sGSCA1VPDGDD0, 5724336]
[paragraph, [359.0, 1376.5, 1786.0, 52.5], shoonya_0sGSCA1VPDGDD0, 5724336]
[paragraph, [359.0, 1429.0, 1786.0, 52.5], shoonya_0sGSCA1VPDGDD0, 5724336]
[paragraph, [343.0, 1546.0, 1823.0, 52.5], shoonya_3sVLLWHY47R0O9, 5724336]
[paragraph, [343.0, 1598.5, 1823.0, 52.5], shoonya_3sVLLWHY47R0O9, 5724336]
[paragraph, [343.0, 1651.0, 1823.0, 52.5], shoonya_3sVLLWHY47R0O9, 5724336]
[paragraph, [343.0, 1703.5, 1823.0, 52.5], shoonya_3sVLLWHY47R0O9, 5724336]
[paragraph, [343.0, 1756.0, 1823.0, 52.5], shoonya_3sVLLWHY47R0O9, 5724336]
[paragraph, [343.0, 1808.5, 1823.0, 52.5], shoonya_3sVLLWHY47R0O9, 5724336]
[paragraph, [343.0, 1861.0, 1823.0, 52.5], shoonya_3sVLLWHY47R0O9, 5724336]
[paragraph, [343.0, 1913.5, 1823.0, 52.5], shoonya_3sVLLWHY47R0O9, 5724336]
[paragraph, [343.0, 1966.0, 1823.0, 52.5], shoonya_3sVLLWHY47R0O9, 5724336]
[paragraph, [343.0, 2018.5, 1823.0, 52.5], shoonya_3sVLLWHY47R0O9, 5724336]
[paragraph, [343.0, 2071.0, 1823.0, 52.5], shoonya_3sVLLWHY47R0O9, 5724336]
[paragraph, [343.0, 2123.5, 1823.0, 52.5], shoonya_3sVLLWHY47R0O9, 5724336]
[paragraph, [343.0, 2176.0, 1823.0, 52.5], shoonya_3sVLLWHY47R0O9, 5724336]
[paragraph, [343.0, 2228.5, 1823.0, 52.5], shoonya_3sVLLWHY47R0O9, 5724336]
[paragraph, [343.0, 2281.0, 1823.0, 52.5], shoonya_3sVLLWHY47R0O9, 5724336]
[paragraph, [343.0, 2333.5, 1823.0, 52.5], shoonya_3sVLLWHY47R0O9, 5724336]
[paragraph, [343.0, 2386.0, 1823.0, 52.5], shoonya_3sVLLWHY47R0O9, 5724336]
[paragraph, [343.0, 2438.5, 1823.0, 52.5], shoonya_3sVLLWHY47R0O9, 5724336]
[paragraph, [343.0, 2491.0, 1823.0, 52.5], shoonya_3sVLLWHY47R0O9, 5724336]
[paragraph, [343.0, 2543.5, 1823.0, 52.5], shoonya_3sVLLWHY47R0O9, 5724336]
[paragraph, [343.0, 2596.0, 1823.0, 52.5], shoonya_3sVLLWHY47R0O9, 5724336]
[paragraph, [343.0, 2648.5, 1823.0, 52.5], shoonya_3sVLLWHY47R0O9, 5724336]
[paragraph, [343.0, 2701.0, 1823.0, 52.5], shoonya_3sVLLWHY47R0O9, 5724336]
[paragraph, [343.0, 2753.5, 1823.0, 52.5], shoonya_3sVLLWHY47R0O9, 5724336]
[paragraph, [343.0, 2806.0, 1823.0, 52.5], shoonya_3sVLLWHY47R0O9, 5724336]
[paragraph, [343.0, 2858.5, 1823.0, 52.5], shoonya_3sVLLWHY47R0O9, 5724336]
[paragraph, [343.0, 2911.0, 1823.0, 52.5], shoonya_3sVLLWHY47R0O9, 5724336]
[paragraph, [343.0, 2963.5, 1823.0, 52.5], shoonya_3sVLLWHY47R0O9, 5724336]
[paragraph, [343.0, 3016.0, 1823.0, 52.5], shoonya_3sVLLWHY47R0O9, 5724336]
