[2340, 1682]
[section-title, [368.0, 185.0, 323.0, 52.5], shoonya_13sKL6IFBOAC8T, 5733646]
[paragraph, [359.0, 292.0, 1068.0, 36.0], shoonya_10sH60KEG1NXQF, 5733646]
[unordered-list, [367.0, 470.0, 1158.0, 36.0], shoonya_11sH1M1RTQQ3XM, 5733646]
[unordered-list, [367.0, 506.0, 1158.0, 36.0], shoonya_11sH1M1RTQQ3XM, 5733646]
[unordered-list, [367.0, 542.0, 1158.0, 36.0], shoonya_11sH1M1RTQQ3XM, 5733646]
[unordered-list, [367.0, 578.0, 1158.0, 36.0], shoonya_11sH1M1RTQQ3XM, 5733646]
[unordered-list, [367.0, 614.0, 1158.0, 36.0], shoonya_11sH1M1RTQQ3XM, 5733646]
[unordered-list, [367.0, 650.0, 1158.0, 36.0], shoonya_11sH1M1RTQQ3XM, 5733646]
[paragraph, [362.0, 746.0, 1183.0, 36.0], shoonya_8sWIP0FBN4QAGC, 5733646]
[paragraph, [362.0, 782.0, 1183.0, 36.0], shoonya_8sWIP0FBN4QAGC, 5733646]
[paragraph, [362.0, 818.0, 1183.0, 36.0], shoonya_8sWIP0FBN4QAGC, 5733646]
[paragraph, [362.0, 854.0, 1183.0, 36.0], shoonya_8sWIP0FBN4QAGC, 5733646]
[sub-section-title, [370.0, 952.0, 916.0, 55.5], _aqrybvGBi, 5733646]
[paragraph, [362.0, 1061.0, 1178.0, 36.0], shoonya_5sE7I8SXGFZEIS, 5733646]
[paragraph, [362.0, 1097.0, 1178.0, 36.0], shoonya_5sE7I8SXGFZEIS, 5733646]
[paragraph, [362.0, 1133.0, 1178.0, 36.0], shoonya_5sE7I8SXGFZEIS, 5733646]
[paragraph, [357.0, 1303.0, 1197.0, 36.0], shoonya_1sCIWTHAF8OSLO, 5733646]
[paragraph, [357.0, 1339.0, 1197.0, 36.0], shoonya_1sCIWTHAF8OSLO, 5733646]
[paragraph, [357.0, 1375.0, 1197.0, 36.0], shoonya_1sCIWTHAF8OSLO, 5733646]
[paragraph, [357.0, 1411.0, 1197.0, 36.0], shoonya_1sCIWTHAF8OSLO, 5733646]
[paragraph, [357.0, 1447.0, 1197.0, 36.0], shoonya_1sCIWTHAF8OSLO, 5733646]
[paragraph, [357.0, 1483.0, 1197.0, 36.0], shoonya_1sCIWTHAF8OSLO, 5733646]
[paragraph, [357.0, 1519.0, 1197.0, 36.0], shoonya_1sCIWTHAF8OSLO, 5733646]
[paragraph, [357.0, 1555.0, 1197.0, 36.0], shoonya_1sCIWTHAF8OSLO, 5733646]
[paragraph, [355.0, 1636.0, 1191.0, 36.0], shoonya_0sW80K0UQ6K2RH, 5733646]
[paragraph, [355.0, 1672.0, 1191.0, 36.0], shoonya_0sW80K0UQ6K2RH, 5733646]
[paragraph, [355.0, 1708.0, 1191.0, 36.0], shoonya_0sW80K0UQ6K2RH, 5733646]
[paragraph, [355.0, 1744.0, 1191.0, 36.0], shoonya_0sW80K0UQ6K2RH, 5733646]
[paragraph, [355.0, 1780.0, 1191.0, 36.0], shoonya_0sW80K0UQ6K2RH, 5733646]
[paragraph, [355.0, 1816.0, 1191.0, 36.0], shoonya_0sW80K0UQ6K2RH, 5733646]
[paragraph, [355.0, 1852.0, 1191.0, 36.0], shoonya_0sW80K0UQ6K2RH, 5733646]
[paragraph, [355.0, 1888.0, 1191.0, 36.0], shoonya_0sW80K0UQ6K2RH, 5733646]
[paragraph, [355.0, 1924.0, 1191.0, 36.0], shoonya_0sW80K0UQ6K2RH, 5733646]
[paragraph, [355.0, 1960.0, 1191.0, 36.0], shoonya_0sW80K0UQ6K2RH, 5733646]
