[1162, 749]
[folio, [329.0, 79.0, 91.0, 18.0], WKtoPyHW9n, 5699812]
[paragraph, [88.0, 123.0, 584.0, 18.0], shoonya_2sERRYF88UL3W9, 5699812]
[paragraph, [88.0, 141.0, 584.0, 18.0], shoonya_2sERRYF88UL3W9, 5699812]
[paragraph, [88.0, 159.0, 584.0, 18.0], shoonya_2sERRYF88UL3W9, 5699812]
[paragraph, [88.0, 177.0, 584.0, 18.0], shoonya_2sERRYF88UL3W9, 5699812]
[paragraph, [88.0, 195.0, 584.0, 18.0], shoonya_2sERRYF88UL3W9, 5699812]
[paragraph, [88.0, 213.0, 584.0, 18.0], shoonya_2sERRYF88UL3W9, 5699812]
[paragraph, [88.0, 231.0, 584.0, 18.0], shoonya_2sERRYF88UL3W9, 5699812]
[paragraph, [88.0, 249.0, 584.0, 18.0], shoonya_2sERRYF88UL3W9, 5699812]
[paragraph, [88.0, 267.0, 584.0, 18.0], shoonya_2sERRYF88UL3W9, 5699812]
[paragraph, [88.0, 285.0, 584.0, 18.0], shoonya_2sERRYF88UL3W9, 5699812]
[paragraph, [88.0, 303.0, 584.0, 18.0], shoonya_2sERRYF88UL3W9, 5699812]
[paragraph, [88.0, 321.0, 584.0, 18.0], shoonya_2sERRYF88UL3W9, 5699812]
[paragraph, [88.0, 339.0, 584.0, 18.0], shoonya_2sERRYF88UL3W9, 5699812]
[paragraph, [88.0, 357.0, 584.0, 18.0], shoonya_2sERRYF88UL3W9, 5699812]
[paragraph, [88.0, 375.0, 584.0, 18.0], shoonya_2sERRYF88UL3W9, 5699812]
[paragraph, [88.0, 393.0, 584.0, 18.0], shoonya_2sERRYF88UL3W9, 5699812]
[paragraph, [88.0, 411.0, 584.0, 18.0], shoonya_2sERRYF88UL3W9, 5699812]
[paragraph, [88.0, 429.0, 584.0, 18.0], shoonya_2sERRYF88UL3W9, 5699812]
[paragraph, [88.0, 447.0, 584.0, 18.0], shoonya_2sERRYF88UL3W9, 5699812]
[paragraph, [88.0, 465.0, 584.0, 18.0], shoonya_2sERRYF88UL3W9, 5699812]
[paragraph, [88.0, 483.0, 584.0, 18.0], shoonya_2sERRYF88UL3W9, 5699812]
[paragraph, [88.0, 501.0, 584.0, 18.0], shoonya_2sERRYF88UL3W9, 5699812]
[paragraph, [88.0, 536.0, 578.0, 18.0], shoonya_0sAY4EC8T79PRP, 5699812]
[paragraph, [88.0, 554.0, 578.0, 18.0], shoonya_0sAY4EC8T79PRP, 5699812]
[paragraph, [88.0, 572.0, 578.0, 18.0], shoonya_0sAY4EC8T79PRP, 5699812]
[paragraph, [88.0, 590.0, 578.0, 18.0], shoonya_0sAY4EC8T79PRP, 5699812]
[paragraph, [88.0, 608.0, 578.0, 18.0], shoonya_0sAY4EC8T79PRP, 5699812]
[paragraph, [88.0, 626.0, 578.0, 18.0], shoonya_0sAY4EC8T79PRP, 5699812]
[paragraph, [88.0, 644.0, 578.0, 18.0], shoonya_0sAY4EC8T79PRP, 5699812]
[paragraph, [88.0, 662.0, 578.0, 18.0], shoonya_0sAY4EC8T79PRP, 5699812]
[paragraph, [88.0, 680.0, 578.0, 18.0], shoonya_0sAY4EC8T79PRP, 5699812]
[paragraph, [88.0, 698.0, 578.0, 18.0], shoonya_0sAY4EC8T79PRP, 5699812]
[ordered-list, [88.0, 737.0, 580.0, 18.0], shoonya_1sB5ENOS7PDVRG, 5699812]
[ordered-list, [88.0, 755.0, 580.0, 18.0], shoonya_1sB5ENOS7PDVRG, 5699812]
[ordered-list, [88.0, 773.0, 580.0, 18.0], shoonya_1sB5ENOS7PDVRG, 5699812]
[ordered-list, [88.0, 791.0, 580.0, 18.0], shoonya_1sB5ENOS7PDVRG, 5699812]
[ordered-list, [88.0, 809.0, 580.0, 18.0], shoonya_1sB5ENOS7PDVRG, 5699812]
[ordered-list, [88.0, 827.0, 580.0, 18.0], shoonya_1sB5ENOS7PDVRG, 5699812]
[ordered-list, [88.0, 845.0, 580.0, 18.0], shoonya_1sB5ENOS7PDVRG, 5699812]
[ordered-list, [88.0, 863.0, 580.0, 18.0], shoonya_1sB5ENOS7PDVRG, 5699812]
[ordered-list, [88.0, 881.0, 580.0, 18.0], shoonya_1sB5ENOS7PDVRG, 5699812]
[ordered-list, [88.0, 899.0, 580.0, 18.0], shoonya_1sB5ENOS7PDVRG, 5699812]
[ordered-list, [88.0, 917.0, 580.0, 18.0], shoonya_1sB5ENOS7PDVRG, 5699812]
[ordered-list, [88.0, 935.0, 580.0, 18.0], shoonya_1sB5ENOS7PDVRG, 5699812]
[ordered-list, [88.0, 953.0, 580.0, 18.0], shoonya_1sB5ENOS7PDVRG, 5699812]
[ordered-list, [88.0, 971.0, 580.0, 18.0], shoonya_1sB5ENOS7PDVRG, 5699812]
[ordered-list, [88.0, 989.0, 580.0, 18.0], shoonya_1sB5ENOS7PDVRG, 5699812]
[ordered-list, [88.0, 1007.0, 580.0, 18.0], shoonya_1sB5ENOS7PDVRG, 5699812]
[ordered-list, [88.0, 1025.0, 580.0, 18.0], shoonya_1sB5ENOS7PDVRG, 5699812]
[paragraph, [86.0, 1055.0, 583.0, 18.0], uKrkhdbSZS, 5699812]
[paragraph, [86.0, 1073.0, 583.0, 18.0], uKrkhdbSZS, 5699812]
