[1294, 703]
[folio, [33.0, 21.0, 113.0, 18.0], BqByjah6Od, 5781992]
[folio, [33.0, 39.0, 113.0, 18.0], BqByjah6Od, 5781992]
[folio, [33.0, 57.0, 113.0, 18.0], BqByjah6Od, 5781992]
[folio, [56.0, 75.0, 594.0, 18.0], FfiZnq0qUJ, 5781992]
[ordered-list, [16.0, 111.0, 675.0, 18.0], xaFcmbeyrr, 5781992]
[ordered-list, [16.0, 129.0, 675.0, 18.0], xaFcmbeyrr, 5781992]
[ordered-list, [16.0, 147.0, 675.0, 18.0], xaFcmbeyrr, 5781992]
[ordered-list, [16.0, 165.0, 675.0, 18.0], xaFcmbeyrr, 5781992]
[ordered-list, [16.0, 183.0, 675.0, 18.0], xaFcmbeyrr, 5781992]
[ordered-list, [16.0, 201.0, 675.0, 18.0], xaFcmbeyrr, 5781992]
[ordered-list, [16.0, 219.0, 675.0, 18.0], xaFcmbeyrr, 5781992]
[ordered-list, [16.0, 237.0, 675.0, 18.0], xaFcmbeyrr, 5781992]
[ordered-list, [16.0, 255.0, 675.0, 18.0], xaFcmbeyrr, 5781992]
[ordered-list, [16.0, 273.0, 675.0, 18.0], xaFcmbeyrr, 5781992]
[ordered-list, [16.0, 291.0, 675.0, 18.0], xaFcmbeyrr, 5781992]
[ordered-list, [16.0, 309.0, 675.0, 18.0], xaFcmbeyrr, 5781992]
[ordered-list, [16.0, 327.0, 675.0, 18.0], xaFcmbeyrr, 5781992]
[ordered-list, [16.0, 345.0, 675.0, 18.0], xaFcmbeyrr, 5781992]
[ordered-list, [16.0, 363.0, 675.0, 18.0], xaFcmbeyrr, 5781992]
[ordered-list, [16.0, 381.0, 675.0, 18.0], xaFcmbeyrr, 5781992]
[ordered-list, [16.0, 399.0, 675.0, 18.0], xaFcmbeyrr, 5781992]
[ordered-list, [16.0, 417.0, 675.0, 18.0], xaFcmbeyrr, 5781992]
[ordered-list, [16.0, 435.0, 675.0, 18.0], xaFcmbeyrr, 5781992]
[ordered-list, [16.0, 453.0, 675.0, 18.0], xaFcmbeyrr, 5781992]
[ordered-list, [16.0, 471.0, 675.0, 18.0], xaFcmbeyrr, 5781992]
[ordered-list, [16.0, 489.0, 675.0, 18.0], xaFcmbeyrr, 5781992]
[ordered-list, [16.0, 507.0, 675.0, 18.0], xaFcmbeyrr, 5781992]
[ordered-list, [16.0, 525.0, 675.0, 18.0], xaFcmbeyrr, 5781992]
[ordered-list, [16.0, 543.0, 675.0, 18.0], xaFcmbeyrr, 5781992]
[ordered-list, [16.0, 561.0, 675.0, 18.0], xaFcmbeyrr, 5781992]
[ordered-list, [16.0, 579.0, 675.0, 18.0], xaFcmbeyrr, 5781992]
[ordered-list, [16.0, 597.0, 675.0, 18.0], xaFcmbeyrr, 5781992]
[ordered-list, [16.0, 615.0, 675.0, 18.0], xaFcmbeyrr, 5781992]
[ordered-list, [16.0, 633.0, 675.0, 18.0], xaFcmbeyrr, 5781992]
[ordered-list, [16.0, 651.0, 675.0, 18.0], xaFcmbeyrr, 5781992]
[ordered-list, [16.0, 669.0, 675.0, 18.0], xaFcmbeyrr, 5781992]
[ordered-list, [16.0, 687.0, 675.0, 18.0], xaFcmbeyrr, 5781992]
[ordered-list, [16.0, 705.0, 675.0, 18.0], xaFcmbeyrr, 5781992]
[ordered-list, [16.0, 723.0, 675.0, 18.0], xaFcmbeyrr, 5781992]
[ordered-list, [16.0, 741.0, 675.0, 18.0], xaFcmbeyrr, 5781992]
[ordered-list, [16.0, 759.0, 675.0, 18.0], xaFcmbeyrr, 5781992]
[ordered-list, [16.0, 777.0, 675.0, 18.0], xaFcmbeyrr, 5781992]
[ordered-list, [16.0, 795.0, 675.0, 18.0], xaFcmbeyrr, 5781992]
[ordered-list, [16.0, 813.0, 675.0, 18.0], xaFcmbeyrr, 5781992]
[ordered-list, [16.0, 831.0, 675.0, 18.0], xaFcmbeyrr, 5781992]
[ordered-list, [16.0, 849.0, 675.0, 18.0], xaFcmbeyrr, 5781992]
[ordered-list, [16.0, 867.0, 675.0, 18.0], xaFcmbeyrr, 5781992]
[ordered-list, [16.0, 885.0, 675.0, 18.0], xaFcmbeyrr, 5781992]
[ordered-list, [16.0, 903.0, 675.0, 18.0], xaFcmbeyrr, 5781992]
[ordered-list, [16.0, 921.0, 675.0, 18.0], xaFcmbeyrr, 5781992]
[ordered-list, [16.0, 939.0, 675.0, 18.0], xaFcmbeyrr, 5781992]
[ordered-list, [16.0, 957.0, 675.0, 18.0], xaFcmbeyrr, 5781992]
[ordered-list, [16.0, 975.0, 675.0, 18.0], xaFcmbeyrr, 5781992]
[ordered-list, [16.0, 993.0, 675.0, 18.0], xaFcmbeyrr, 5781992]
[ordered-list, [16.0, 1011.0, 675.0, 18.0], xaFcmbeyrr, 5781992]
[ordered-list, [16.0, 1029.0, 675.0, 18.0], xaFcmbeyrr, 5781992]
[ordered-list, [16.0, 1047.0, 675.0, 18.0], xaFcmbeyrr, 5781992]
[ordered-list, [16.0, 1065.0, 675.0, 18.0], xaFcmbeyrr, 5781992]
[ordered-list, [16.0, 1083.0, 675.0, 18.0], xaFcmbeyrr, 5781992]
[ordered-list, [16.0, 1101.0, 675.0, 18.0], xaFcmbeyrr, 5781992]
[ordered-list, [16.0, 1119.0, 675.0, 18.0], xaFcmbeyrr, 5781992]
[ordered-list, [16.0, 1137.0, 675.0, 18.0], xaFcmbeyrr, 5781992]
[ordered-list, [16.0, 1155.0, 675.0, 18.0], xaFcmbeyrr, 5781992]
[ordered-list, [16.0, 1173.0, 675.0, 18.0], xaFcmbeyrr, 5781992]
[sub-ordered-list, [30.0, 141.0, 657.0, 18.0], R5EIL5GdH9, 5781992]
[sub-ordered-list, [30.0, 159.0, 657.0, 18.0], R5EIL5GdH9, 5781992]
[sub-ordered-list, [30.0, 177.0, 657.0, 18.0], R5EIL5GdH9, 5781992]
[sub-ordered-list, [30.0, 195.0, 657.0, 18.0], R5EIL5GdH9, 5781992]
[sub-ordered-list, [30.0, 213.0, 657.0, 18.0], R5EIL5GdH9, 5781992]
[sub-ordered-list, [30.0, 231.0, 657.0, 18.0], R5EIL5GdH9, 5781992]
