[2337, 1642]
[headline, [575.0, 143.0, 470.0, 67.5], CG_keU6tpL, 5753134]
[paragraph, [246.0, 390.0, 980.0, 36.0], bYtRI2W86v, 5753134]
[paragraph, [246.0, 426.0, 980.0, 36.0], bYtRI2W86v, 5753134]
[paragraph, [246.0, 462.0, 980.0, 36.0], bYtRI2W86v, 5753134]
[paragraph, [246.0, 498.0, 980.0, 36.0], bYtRI2W86v, 5753134]
[paragraph, [246.0, 534.0, 980.0, 36.0], bYtRI2W86v, 5753134]
[paragraph, [215.0, 604.0, 976.0, 36.0], r6DagpQTW9, 5753134]
[paragraph, [215.0, 640.0, 976.0, 36.0], r6DagpQTW9, 5753134]
[paragraph, [215.0, 676.0, 976.0, 36.0], r6DagpQTW9, 5753134]
[paragraph, [215.0, 712.0, 976.0, 36.0], r6DagpQTW9, 5753134]
[paragraph, [215.0, 748.0, 976.0, 36.0], r6DagpQTW9, 5753134]
[paragraph, [215.0, 784.0, 976.0, 36.0], r6DagpQTW9, 5753134]
[paragraph, [215.0, 820.0, 976.0, 36.0], r6DagpQTW9, 5753134]
[paragraph, [215.0, 856.0, 976.0, 36.0], r6DagpQTW9, 5753134]
[paragraph, [215.0, 892.0, 976.0, 36.0], r6DagpQTW9, 5753134]
[paragraph, [224.0, 970.0, 904.0, 36.0], 3P5DbefOHc, 5753134]
[paragraph, [224.0, 1006.0, 904.0, 36.0], 3P5DbefOHc, 5753134]
[paragraph, [224.0, 1042.0, 904.0, 36.0], 3P5DbefOHc, 5753134]
[paragraph, [224.0, 1078.0, 904.0, 36.0], 3P5DbefOHc, 5753134]
[paragraph, [224.0, 1114.0, 904.0, 36.0], 3P5DbefOHc, 5753134]
[paragraph, [224.0, 1150.0, 904.0, 36.0], 3P5DbefOHc, 5753134]
[paragraph, [224.0, 1186.0, 904.0, 36.0], 3P5DbefOHc, 5753134]
[paragraph, [224.0, 1222.0, 904.0, 36.0], 3P5DbefOHc, 5753134]
[paragraph, [224.0, 1258.0, 904.0, 36.0], 3P5DbefOHc, 5753134]
[paragraph, [207.0, 1329.0, 953.0, 36.0], _-eVCCtpj3, 5753134]
[paragraph, [207.0, 1365.0, 953.0, 36.0], _-eVCCtpj3, 5753134]
[paragraph, [207.0, 1401.0, 953.0, 36.0], _-eVCCtpj3, 5753134]
[paragraph, [207.0, 1437.0, 953.0, 36.0], _-eVCCtpj3, 5753134]
[paragraph, [207.0, 1473.0, 953.0, 36.0], _-eVCCtpj3, 5753134]
[paragraph, [207.0, 1509.0, 953.0, 36.0], _-eVCCtpj3, 5753134]
[paragraph, [207.0, 1545.0, 953.0, 36.0], _-eVCCtpj3, 5753134]
[paragraph, [207.0, 1581.0, 953.0, 36.0], _-eVCCtpj3, 5753134]
[paragraph, [207.0, 1617.0, 953.0, 36.0], _-eVCCtpj3, 5753134]
[paragraph, [211.0, 1705.0, 1004.0, 36.0], cAAi7-XhMC, 5753134]
[paragraph, [211.0, 1741.0, 1004.0, 36.0], cAAi7-XhMC, 5753134]
[paragraph, [211.0, 1777.0, 1004.0, 36.0], cAAi7-XhMC, 5753134]
[paragraph, [211.0, 1813.0, 1004.0, 36.0], cAAi7-XhMC, 5753134]
[paragraph, [211.0, 1849.0, 1004.0, 36.0], cAAi7-XhMC, 5753134]
[paragraph, [211.0, 1885.0, 1004.0, 36.0], cAAi7-XhMC, 5753134]
[paragraph, [211.0, 1921.0, 1004.0, 36.0], cAAi7-XhMC, 5753134]
[paragraph, [211.0, 1957.0, 1004.0, 36.0], cAAi7-XhMC, 5753134]
[paragraph, [211.0, 1993.0, 1004.0, 36.0], cAAi7-XhMC, 5753134]
[website-link, [555.0, 2260.0, 525.0, 18.0], shoonya_1s8A1U7A7AQMJ4, 5753134]
[website-link, [555.0, 2278.0, 525.0, 18.0], shoonya_1s8A1U7A7AQMJ4, 5753134]
[website-link, [555.0, 2296.0, 525.0, 18.0], shoonya_1s8A1U7A7AQMJ4, 5753134]
