[1725, 1313]
[headline, [133.0, 619.0, 506.0, 37.5], Xlg2Dmx1ah, 5771355]
[headline, [133.0, 656.5, 506.0, 37.5], Xlg2Dmx1ah, 5771355]
[headline, [133.0, 694.0, 506.0, 37.5], Xlg2Dmx1ah, 5771355]
[headline, [133.0, 731.5, 506.0, 37.5], Xlg2Dmx1ah, 5771355]
[headline, [133.0, 769.0, 506.0, 37.5], Xlg2Dmx1ah, 5771355]
[headline, [133.0, 806.5, 506.0, 37.5], Xlg2Dmx1ah, 5771355]
[headline, [133.0, 844.0, 506.0, 37.5], Xlg2Dmx1ah, 5771355]
[headline, [133.0, 881.5, 506.0, 37.5], Xlg2Dmx1ah, 5771355]
[paragraph, [652.0, 640.0, 539.0, 36.0], shoonya_1sH1YQZ0KVCFBY, 5771355]
[paragraph, [652.0, 676.0, 539.0, 36.0], shoonya_1sH1YQZ0KVCFBY, 5771355]
[paragraph, [652.0, 712.0, 539.0, 36.0], shoonya_1sH1YQZ0KVCFBY, 5771355]
[paragraph, [652.0, 748.0, 539.0, 36.0], shoonya_1sH1YQZ0KVCFBY, 5771355]
[paragraph, [652.0, 784.0, 539.0, 36.0], shoonya_1sH1YQZ0KVCFBY, 5771355]
[paragraph, [652.0, 820.0, 539.0, 36.0], shoonya_1sH1YQZ0KVCFBY, 5771355]
[paragraph, [652.0, 856.0, 539.0, 36.0], shoonya_1sH1YQZ0KVCFBY, 5771355]
[paragraph, [652.0, 892.0, 539.0, 36.0], shoonya_1sH1YQZ0KVCFBY, 5771355]
[paragraph, [652.0, 928.0, 539.0, 36.0], shoonya_1sH1YQZ0KVCFBY, 5771355]
[paragraph, [652.0, 964.0, 539.0, 36.0], shoonya_1sH1YQZ0KVCFBY, 5771355]
[sub-headline, [124.0, 952.0, 516.0, 36.0], nwG1sA3NIv, 5771355]
[sub-headline, [124.0, 988.0, 516.0, 36.0], nwG1sA3NIv, 5771355]
[sub-headline, [124.0, 1024.0, 516.0, 36.0], nwG1sA3NIv, 5771355]
[paragraph, [656.0, 1026.0, 536.0, 36.0], shoonya_0sANICEM8B2AFU, 5771355]
[paragraph, [656.0, 1062.0, 536.0, 36.0], shoonya_0sANICEM8B2AFU, 5771355]
[paragraph, [656.0, 1098.0, 536.0, 36.0], shoonya_0sANICEM8B2AFU, 5771355]
[paragraph, [656.0, 1134.0, 536.0, 36.0], shoonya_0sANICEM8B2AFU, 5771355]
[paragraph, [656.0, 1170.0, 536.0, 36.0], shoonya_0sANICEM8B2AFU, 5771355]
[paragraph, [656.0, 1206.0, 536.0, 36.0], shoonya_0sANICEM8B2AFU, 5771355]
[paragraph, [656.0, 1242.0, 536.0, 36.0], shoonya_0sANICEM8B2AFU, 5771355]
[paragraph, [117.0, 1111.0, 530.0, 36.0], shoonya_4sSTJZIJWU1SUU, 5771355]
[paragraph, [117.0, 1147.0, 530.0, 36.0], shoonya_4sSTJZIJWU1SUU, 5771355]
[paragraph, [117.0, 1183.0, 530.0, 36.0], shoonya_4sSTJZIJWU1SUU, 5771355]
[paragraph, [117.0, 1219.0, 530.0, 36.0], shoonya_4sSTJZIJWU1SUU, 5771355]
[paragraph, [117.0, 1255.0, 530.0, 36.0], shoonya_4sSTJZIJWU1SUU, 5771355]
[paragraph, [117.0, 1291.0, 530.0, 36.0], shoonya_4sSTJZIJWU1SUU, 5771355]
[paragraph, [117.0, 1327.0, 530.0, 36.0], shoonya_4sSTJZIJWU1SUU, 5771355]
[paragraph, [117.0, 1363.0, 530.0, 36.0], shoonya_4sSTJZIJWU1SUU, 5771355]
[paragraph, [117.0, 1399.0, 530.0, 36.0], shoonya_4sSTJZIJWU1SUU, 5771355]
[paragraph, [655.0, 1321.0, 535.0, 36.0], shoonya_6sE0QP56EPI2SH, 5771355]
[paragraph, [655.0, 1357.0, 535.0, 36.0], shoonya_6sE0QP56EPI2SH, 5771355]
[paragraph, [655.0, 1430.0, 539.0, 36.0], zVAiO32Kbj, 5771355]
[paragraph, [655.0, 1466.0, 539.0, 36.0], zVAiO32Kbj, 5771355]
[paragraph, [655.0, 1502.0, 539.0, 36.0], zVAiO32Kbj, 5771355]
[paragraph, [119.0, 1450.0, 529.0, 36.0], uJQOghV6fc, 5771355]
[paragraph, [119.0, 1486.0, 529.0, 36.0], uJQOghV6fc, 5771355]
[paragraph, [119.0, 1522.0, 529.0, 36.0], uJQOghV6fc, 5771355]
[folio, [575.0, 1572.0, 156.0, 36.0], GHWaBbMWF5, 5771355]
