[1754, 1241]
[chapter-title, [189.0, 136.0, 855.0, 58.5], TqaP8EgtOo, 5708688]
[ordered-list, [105.0, 266.0, 880.0, 36.0], fMSF_0_jXo, 5708688]
[ordered-list, [105.0, 302.0, 880.0, 36.0], fMSF_0_jXo, 5708688]
[ordered-list, [105.0, 338.0, 880.0, 36.0], fMSF_0_jXo, 5708688]
[ordered-list, [105.0, 374.0, 880.0, 36.0], fMSF_0_jXo, 5708688]
[ordered-list, [105.0, 410.0, 880.0, 36.0], fMSF_0_jXo, 5708688]
[ordered-list, [105.0, 446.0, 880.0, 36.0], fMSF_0_jXo, 5708688]
[ordered-list, [105.0, 482.0, 880.0, 36.0], fMSF_0_jXo, 5708688]
[ordered-list, [105.0, 518.0, 880.0, 36.0], fMSF_0_jXo, 5708688]
[ordered-list, [105.0, 554.0, 880.0, 36.0], fMSF_0_jXo, 5708688]
[ordered-list, [105.0, 590.0, 880.0, 36.0], fMSF_0_jXo, 5708688]
[ordered-list, [105.0, 626.0, 880.0, 36.0], fMSF_0_jXo, 5708688]
[ordered-list, [105.0, 662.0, 880.0, 36.0], fMSF_0_jXo, 5708688]
[ordered-list, [105.0, 698.0, 880.0, 36.0], fMSF_0_jXo, 5708688]
[ordered-list, [105.0, 734.0, 880.0, 36.0], fMSF_0_jXo, 5708688]
[sub-ordered-list, [254.0, 542.0, 683.0, 36.0], rEaIRfVuDe, 5708688]
[sub-ordered-list, [254.0, 578.0, 683.0, 36.0], rEaIRfVuDe, 5708688]
[sub-ordered-list, [254.0, 614.0, 683.0, 36.0], rEaIRfVuDe, 5708688]
[sub-ordered-list, [254.0, 650.0, 683.0, 36.0], rEaIRfVuDe, 5708688]
[sub-ordered-list, [254.0, 686.0, 683.0, 36.0], rEaIRfVuDe, 5708688]
[sub-ordered-list, [254.0, 722.0, 683.0, 36.0], rEaIRfVuDe, 5708688]
[sub-ordered-list, [254.0, 758.0, 683.0, 36.0], rEaIRfVuDe, 5708688]
[paragraph, [108.0, 886.0, 1022.0, 36.0], 1xmT_AEtns, 5708688]
[paragraph, [108.0, 922.0, 1022.0, 36.0], 1xmT_AEtns, 5708688]
[paragraph, [108.0, 958.0, 1022.0, 36.0], 1xmT_AEtns, 5708688]
[paragraph, [108.0, 994.0, 1022.0, 36.0], 1xmT_AEtns, 5708688]
[paragraph, [106.0, 1073.0, 1030.0, 36.0], B_sLZ__HXK, 5708688]
[paragraph, [106.0, 1109.0, 1030.0, 36.0], B_sLZ__HXK, 5708688]
[paragraph, [106.0, 1145.0, 1030.0, 36.0], B_sLZ__HXK, 5708688]
[paragraph, [112.0, 1226.0, 1014.0, 36.0], shoonya_0sARTVSKGROB8N, 5708688]
[paragraph, [112.0, 1262.0, 1014.0, 36.0], shoonya_0sARTVSKGROB8N, 5708688]
[paragraph, [112.0, 1298.0, 1014.0, 36.0], shoonya_0sARTVSKGROB8N, 5708688]
[paragraph, [112.0, 1334.0, 1014.0, 36.0], shoonya_0sARTVSKGROB8N, 5708688]
[paragraph, [112.0, 1370.0, 1014.0, 36.0], shoonya_0sARTVSKGROB8N, 5708688]
[paragraph, [99.0, 1416.0, 1028.0, 36.0], IOqT6NFEDi, 5708688]
[paragraph, [99.0, 1452.0, 1028.0, 36.0], IOqT6NFEDi, 5708688]
[paragraph, [99.0, 1488.0, 1028.0, 36.0], IOqT6NFEDi, 5708688]
[paragraph, [99.0, 1524.0, 1028.0, 36.0], IOqT6NFEDi, 5708688]
[paragraph, [99.0, 1560.0, 1028.0, 36.0], IOqT6NFEDi, 5708688]
[paragraph, [99.0, 1596.0, 1028.0, 36.0], IOqT6NFEDi, 5708688]
