[2339, 1653]
[paragraph, [214.0, 196.0, 1225.0, 36.0], shoonya_2sE9XD1IHZRF3D, 5686042]
[paragraph, [214.0, 232.0, 1225.0, 36.0], shoonya_2sE9XD1IHZRF3D, 5686042]
[paragraph, [214.0, 268.0, 1225.0, 36.0], shoonya_2sE9XD1IHZRF3D, 5686042]
[paragraph, [214.0, 304.0, 1225.0, 36.0], shoonya_2sE9XD1IHZRF3D, 5686042]
[paragraph, [214.0, 340.0, 1225.0, 36.0], shoonya_2sE9XD1IHZRF3D, 5686042]
[paragraph, [214.0, 376.0, 1225.0, 36.0], shoonya_2sE9XD1IHZRF3D, 5686042]
[paragraph, [214.0, 412.0, 1225.0, 36.0], shoonya_2sE9XD1IHZRF3D, 5686042]
[paragraph, [214.0, 448.0, 1225.0, 36.0], shoonya_2sE9XD1IHZRF3D, 5686042]
[paragraph, [229.0, 502.0, 1202.0, 36.0], tMzWydIhp-, 5686042]
[paragraph, [229.0, 538.0, 1202.0, 36.0], tMzWydIhp-, 5686042]
[paragraph, [229.0, 574.0, 1202.0, 36.0], tMzWydIhp-, 5686042]
[paragraph, [229.0, 610.0, 1202.0, 36.0], tMzWydIhp-, 5686042]
[paragraph, [229.0, 646.0, 1202.0, 36.0], tMzWydIhp-, 5686042]
[ordered-list, [221.0, 729.0, 1219.0, 36.0], ycJgQ8A4rK, 5686042]
[ordered-list, [221.0, 765.0, 1219.0, 36.0], ycJgQ8A4rK, 5686042]
[ordered-list, [221.0, 801.0, 1219.0, 36.0], ycJgQ8A4rK, 5686042]
[ordered-list, [221.0, 837.0, 1219.0, 36.0], ycJgQ8A4rK, 5686042]
[ordered-list, [221.0, 873.0, 1219.0, 36.0], ycJgQ8A4rK, 5686042]
[ordered-list, [221.0, 909.0, 1219.0, 36.0], ycJgQ8A4rK, 5686042]
[ordered-list, [221.0, 945.0, 1219.0, 36.0], ycJgQ8A4rK, 5686042]
[ordered-list, [221.0, 981.0, 1219.0, 36.0], ycJgQ8A4rK, 5686042]
[ordered-list, [221.0, 1017.0, 1219.0, 36.0], ycJgQ8A4rK, 5686042]
[ordered-list, [221.0, 1053.0, 1219.0, 36.0], ycJgQ8A4rK, 5686042]
[ordered-list, [221.0, 1089.0, 1219.0, 36.0], ycJgQ8A4rK, 5686042]
[ordered-list, [221.0, 1125.0, 1219.0, 36.0], ycJgQ8A4rK, 5686042]
[ordered-list, [221.0, 1161.0, 1219.0, 36.0], ycJgQ8A4rK, 5686042]
[ordered-list, [221.0, 1197.0, 1219.0, 36.0], ycJgQ8A4rK, 5686042]
[ordered-list, [221.0, 1233.0, 1219.0, 36.0], ycJgQ8A4rK, 5686042]
[ordered-list, [221.0, 1269.0, 1219.0, 36.0], ycJgQ8A4rK, 5686042]
[ordered-list, [221.0, 1305.0, 1219.0, 36.0], ycJgQ8A4rK, 5686042]
[ordered-list, [221.0, 1341.0, 1219.0, 36.0], ycJgQ8A4rK, 5686042]
[ordered-list, [221.0, 1377.0, 1219.0, 36.0], ycJgQ8A4rK, 5686042]
[ordered-list, [221.0, 1413.0, 1219.0, 36.0], ycJgQ8A4rK, 5686042]
[paragraph, [217.0, 1479.0, 1215.0, 36.0], shoonya_0sNIB9XQVZ1NC9, 5686042]
[paragraph, [217.0, 1515.0, 1215.0, 36.0], shoonya_0sNIB9XQVZ1NC9, 5686042]
[paragraph, [217.0, 1551.0, 1215.0, 36.0], shoonya_0sNIB9XQVZ1NC9, 5686042]
[paragraph, [217.0, 1587.0, 1215.0, 36.0], shoonya_0sNIB9XQVZ1NC9, 5686042]
[paragraph, [217.0, 1623.0, 1215.0, 36.0], shoonya_0sNIB9XQVZ1NC9, 5686042]
[paragraph, [217.0, 1659.0, 1215.0, 36.0], shoonya_0sNIB9XQVZ1NC9, 5686042]
[paragraph, [217.0, 1695.0, 1215.0, 36.0], shoonya_0sNIB9XQVZ1NC9, 5686042]
[paragraph, [217.0, 1731.0, 1215.0, 36.0], shoonya_0sNIB9XQVZ1NC9, 5686042]
[paragraph, [217.0, 1767.0, 1215.0, 36.0], shoonya_0sNIB9XQVZ1NC9, 5686042]
[paragraph, [217.0, 1803.0, 1215.0, 36.0], shoonya_0sNIB9XQVZ1NC9, 5686042]
[paragraph, [217.0, 1839.0, 1215.0, 36.0], shoonya_0sNIB9XQVZ1NC9, 5686042]
[paragraph, [217.0, 1875.0, 1215.0, 36.0], shoonya_0sNIB9XQVZ1NC9, 5686042]
[paragraph, [217.0, 1911.0, 1215.0, 36.0], shoonya_0sNIB9XQVZ1NC9, 5686042]
[paragraph, [217.0, 1947.0, 1215.0, 36.0], shoonya_0sNIB9XQVZ1NC9, 5686042]
[reference, [226.0, 2030.0, 1201.0, 36.0], shoonya_1sQTKXYCW0275U, 5686042]
[reference, [226.0, 2066.0, 1201.0, 36.0], shoonya_1sQTKXYCW0275U, 5686042]
