[2339, 1653]
[paragraph, [249.0, 246.0, 1152.0, 36.0], shoonya_1sN0I0QL46PYQV, 5686969]
[paragraph, [249.0, 282.0, 1152.0, 36.0], shoonya_1sN0I0QL46PYQV, 5686969]
[paragraph, [249.0, 318.0, 1152.0, 36.0], shoonya_1sN0I0QL46PYQV, 5686969]
[paragraph, [249.0, 354.0, 1152.0, 36.0], shoonya_1sN0I0QL46PYQV, 5686969]
[paragraph, [249.0, 390.0, 1152.0, 36.0], shoonya_1sN0I0QL46PYQV, 5686969]
[paragraph, [249.0, 426.0, 1152.0, 36.0], shoonya_1sN0I0QL46PYQV, 5686969]
[paragraph, [249.0, 462.0, 1152.0, 36.0], shoonya_1sN0I0QL46PYQV, 5686969]
[paragraph, [249.0, 498.0, 1152.0, 36.0], shoonya_1sN0I0QL46PYQV, 5686969]
[paragraph, [249.0, 534.0, 1152.0, 36.0], shoonya_1sN0I0QL46PYQV, 5686969]
[paragraph, [249.0, 570.0, 1152.0, 36.0], shoonya_1sN0I0QL46PYQV, 5686969]
[paragraph, [249.0, 606.0, 1152.0, 36.0], shoonya_1sN0I0QL46PYQV, 5686969]
[paragraph, [249.0, 642.0, 1152.0, 36.0], shoonya_1sN0I0QL46PYQV, 5686969]
[paragraph, [249.0, 678.0, 1152.0, 36.0], shoonya_1sN0I0QL46PYQV, 5686969]
[paragraph, [249.0, 714.0, 1152.0, 36.0], shoonya_1sN0I0QL46PYQV, 5686969]
[paragraph, [249.0, 750.0, 1152.0, 36.0], shoonya_1sN0I0QL46PYQV, 5686969]
[paragraph, [249.0, 786.0, 1152.0, 36.0], shoonya_1sN0I0QL46PYQV, 5686969]
[paragraph, [249.0, 822.0, 1152.0, 36.0], shoonya_1sN0I0QL46PYQV, 5686969]
[paragraph, [249.0, 858.0, 1152.0, 36.0], shoonya_1sN0I0QL46PYQV, 5686969]
[paragraph, [249.0, 894.0, 1152.0, 36.0], shoonya_1sN0I0QL46PYQV, 5686969]
[paragraph, [249.0, 930.0, 1152.0, 36.0], shoonya_1sN0I0QL46PYQV, 5686969]
[paragraph, [249.0, 966.0, 1152.0, 36.0], shoonya_1sN0I0QL46PYQV, 5686969]
[paragraph, [249.0, 1002.0, 1152.0, 36.0], shoonya_1sN0I0QL46PYQV, 5686969]
[paragraph, [252.0, 1081.0, 1150.0, 36.0], shoonya_2s1EXBQWP04D1T, 5686969]
[paragraph, [252.0, 1117.0, 1150.0, 36.0], shoonya_2s1EXBQWP04D1T, 5686969]
[paragraph, [252.0, 1153.0, 1150.0, 36.0], shoonya_2s1EXBQWP04D1T, 5686969]
[paragraph, [252.0, 1189.0, 1150.0, 36.0], shoonya_2s1EXBQWP04D1T, 5686969]
[paragraph, [252.0, 1225.0, 1150.0, 36.0], shoonya_2s1EXBQWP04D1T, 5686969]
[paragraph, [252.0, 1261.0, 1150.0, 36.0], shoonya_2s1EXBQWP04D1T, 5686969]
[paragraph, [252.0, 1297.0, 1150.0, 36.0], shoonya_2s1EXBQWP04D1T, 5686969]
[paragraph, [252.0, 1333.0, 1150.0, 36.0], shoonya_2s1EXBQWP04D1T, 5686969]
[paragraph, [252.0, 1369.0, 1150.0, 36.0], shoonya_2s1EXBQWP04D1T, 5686969]
[section-title, [354.0, 1425.0, 347.0, 52.5], zkUSpRfhCH, 5686969]
[paragraph, [705.0, 1425.0, 697.0, 36.0], I5RF6QCNy-, 5686969]
[paragraph, [247.0, 1498.0, 1154.0, 36.0], shoonya_0sI1TCQJNEQO5Z, 5686969]
[paragraph, [247.0, 1534.0, 1154.0, 36.0], shoonya_0sI1TCQJNEQO5Z, 5686969]
[paragraph, [247.0, 1570.0, 1154.0, 36.0], shoonya_0sI1TCQJNEQO5Z, 5686969]
[paragraph, [247.0, 1606.0, 1154.0, 36.0], shoonya_0sI1TCQJNEQO5Z, 5686969]
[paragraph, [247.0, 1642.0, 1154.0, 36.0], shoonya_0sI1TCQJNEQO5Z, 5686969]
[paragraph, [247.0, 1678.0, 1154.0, 36.0], shoonya_0sI1TCQJNEQO5Z, 5686969]
[paragraph, [247.0, 1714.0, 1154.0, 36.0], shoonya_0sI1TCQJNEQO5Z, 5686969]
[paragraph, [247.0, 1750.0, 1154.0, 36.0], shoonya_0sI1TCQJNEQO5Z, 5686969]
[paragraph, [247.0, 1786.0, 1154.0, 36.0], shoonya_0sI1TCQJNEQO5Z, 5686969]
[paragraph, [247.0, 1822.0, 1154.0, 36.0], shoonya_0sI1TCQJNEQO5Z, 5686969]
[paragraph, [247.0, 1858.0, 1154.0, 36.0], shoonya_0sI1TCQJNEQO5Z, 5686969]
[paragraph, [247.0, 1894.0, 1154.0, 36.0], shoonya_0sI1TCQJNEQO5Z, 5686969]
[paragraph, [247.0, 1930.0, 1154.0, 36.0], shoonya_0sI1TCQJNEQO5Z, 5686969]
[paragraph, [247.0, 1966.0, 1154.0, 36.0], shoonya_0sI1TCQJNEQO5Z, 5686969]
[paragraph, [247.0, 2002.0, 1154.0, 36.0], shoonya_0sI1TCQJNEQO5Z, 5686969]
[paragraph, [247.0, 2038.0, 1154.0, 36.0], shoonya_0sI1TCQJNEQO5Z, 5686969]
