[2094, 1538]
[dateline, [65.0, 49.0, 394.0, 64.5], Na5jSn-U4y, 5713337]
[contact-info, [772.0, 113.0, 697.0, 36.0], 27lJp8JLlr, 5713337]
[contact-info, [772.0, 149.0, 697.0, 36.0], 27lJp8JLlr, 5713337]
[contact-info, [44.0, 124.0, 699.0, 36.0], -mcBM0xt0V, 5713337]
[contact-info, [44.0, 160.0, 699.0, 36.0], -mcBM0xt0V, 5713337]
[section-title, [765.0, 219.0, 713.0, 52.5], ribMrW2mkl, 5713337]
[section-title, [92.0, 236.0, 630.0, 52.5], tI3QRc40E5, 5713337]
[paragraph, [1020.0, 306.0, 473.0, 36.0], shoonya_10sSFEK6AP6UEW, 5713337]
[paragraph, [1020.0, 342.0, 473.0, 36.0], shoonya_10sSFEK6AP6UEW, 5713337]
[paragraph, [1020.0, 378.0, 473.0, 36.0], shoonya_10sSFEK6AP6UEW, 5713337]
[paragraph, [1020.0, 414.0, 473.0, 36.0], shoonya_10sSFEK6AP6UEW, 5713337]
[paragraph, [1020.0, 450.0, 473.0, 36.0], shoonya_10sSFEK6AP6UEW, 5713337]
[paragraph, [1020.0, 486.0, 473.0, 36.0], shoonya_10sSFEK6AP6UEW, 5713337]
[paragraph, [1020.0, 522.0, 473.0, 36.0], shoonya_10sSFEK6AP6UEW, 5713337]
[paragraph, [1020.0, 558.0, 473.0, 36.0], shoonya_10sSFEK6AP6UEW, 5713337]
[paragraph, [1020.0, 594.0, 473.0, 36.0], shoonya_10sSFEK6AP6UEW, 5713337]
[paragraph, [1020.0, 630.0, 473.0, 36.0], shoonya_10sSFEK6AP6UEW, 5713337]
[paragraph, [288.0, 323.0, 461.0, 36.0], 9orz3R19CR, 5713337]
[paragraph, [288.0, 359.0, 461.0, 36.0], 9orz3R19CR, 5713337]
[paragraph, [288.0, 395.0, 461.0, 36.0], 9orz3R19CR, 5713337]
[paragraph, [288.0, 431.0, 461.0, 36.0], 9orz3R19CR, 5713337]
[paragraph, [288.0, 467.0, 461.0, 36.0], 9orz3R19CR, 5713337]
[paragraph, [288.0, 503.0, 461.0, 36.0], 9orz3R19CR, 5713337]
[paragraph, [288.0, 539.0, 461.0, 36.0], 9orz3R19CR, 5713337]
[paragraph, [288.0, 575.0, 461.0, 36.0], 9orz3R19CR, 5713337]
[paragraph, [288.0, 611.0, 461.0, 36.0], 9orz3R19CR, 5713337]
[paragraph, [288.0, 647.0, 461.0, 36.0], 9orz3R19CR, 5713337]
[paragraph, [757.0, 688.0, 736.0, 36.0], aJZSBI78QE, 5713337]
[paragraph, [32.0, 696.0, 711.0, 36.0], ERw9UsZJcK, 5713337]
[paragraph, [32.0, 732.0, 711.0, 36.0], ERw9UsZJcK, 5713337]
[paragraph, [763.0, 753.0, 729.0, 36.0], shoonya_1s7FU20HL0DIS2, 5713337]
[paragraph, [763.0, 789.0, 729.0, 36.0], shoonya_1s7FU20HL0DIS2, 5713337]
[paragraph, [763.0, 825.0, 729.0, 36.0], shoonya_1s7FU20HL0DIS2, 5713337]
[paragraph, [763.0, 861.0, 729.0, 36.0], shoonya_1s7FU20HL0DIS2, 5713337]
[paragraph, [763.0, 897.0, 729.0, 36.0], shoonya_1s7FU20HL0DIS2, 5713337]
[paragraph, [763.0, 933.0, 729.0, 36.0], shoonya_1s7FU20HL0DIS2, 5713337]
[paragraph, [763.0, 969.0, 729.0, 36.0], shoonya_1s7FU20HL0DIS2, 5713337]
[paragraph, [763.0, 1005.0, 729.0, 36.0], shoonya_1s7FU20HL0DIS2, 5713337]
[paragraph, [763.0, 1041.0, 729.0, 36.0], shoonya_1s7FU20HL0DIS2, 5713337]
[paragraph, [763.0, 1077.0, 729.0, 36.0], shoonya_1s7FU20HL0DIS2, 5713337]
[paragraph, [763.0, 1113.0, 729.0, 36.0], shoonya_1s7FU20HL0DIS2, 5713337]
[paragraph, [763.0, 1149.0, 729.0, 36.0], shoonya_1s7FU20HL0DIS2, 5713337]
[paragraph, [33.0, 770.0, 719.0, 36.0], shoonya_0s85HEC0WEUAI3, 5713337]
[paragraph, [13.0, 832.0, 745.0, 36.0], d8OhF1Uv98, 5713337]
[paragraph, [13.0, 868.0, 745.0, 36.0], d8OhF1Uv98, 5713337]
[paragraph, [7.0, 907.0, 749.0, 36.0], x-SaX_BNuh, 5713337]
[paragraph, [7.0, 943.0, 749.0, 36.0], x-SaX_BNuh, 5713337]
[paragraph, [26.0, 982.0, 730.0, 36.0], pEajYfqil4, 5713337]
[paragraph, [26.0, 1018.0, 730.0, 36.0], pEajYfqil4, 5713337]
[paragraph, [26.0, 1054.0, 730.0, 36.0], pEajYfqil4, 5713337]
[paragraph, [26.0, 1090.0, 730.0, 36.0], pEajYfqil4, 5713337]
[paragraph, [26.0, 1126.0, 730.0, 36.0], pEajYfqil4, 5713337]
[paragraph, [26.0, 1162.0, 730.0, 36.0], pEajYfqil4, 5713337]
[paragraph, [26.0, 1198.0, 730.0, 36.0], pEajYfqil4, 5713337]
[paragraph, [26.0, 1234.0, 730.0, 36.0], pEajYfqil4, 5713337]
[paragraph, [26.0, 1270.0, 730.0, 36.0], pEajYfqil4, 5713337]
[paragraph, [26.0, 1306.0, 730.0, 36.0], pEajYfqil4, 5713337]
[paragraph, [26.0, 1342.0, 730.0, 36.0], pEajYfqil4, 5713337]
[paragraph, [26.0, 1378.0, 730.0, 36.0], pEajYfqil4, 5713337]
[paragraph, [26.0, 1414.0, 730.0, 36.0], pEajYfqil4, 5713337]
[paragraph, [26.0, 1450.0, 730.0, 36.0], pEajYfqil4, 5713337]
