[2339, 1656]
[section-title, [178.0, 178.0, 377.0, 52.5], DDQSzh1T6Z, 5752971]
[author, [190.0, 283.0, 260.0, 36.0], GqDxzMz5rN, 5752971]
[contact-info, [193.0, 378.0, 397.0, 36.0], shoonya_3sF7XPPL9G7WZA, 5752971]
[paragraph, [181.0, 526.0, 1293.0, 36.0], shoonya_1s70R9FZD5V3V1, 5752971]
[paragraph, [181.0, 562.0, 1293.0, 36.0], shoonya_1s70R9FZD5V3V1, 5752971]
[paragraph, [181.0, 598.0, 1293.0, 36.0], shoonya_1s70R9FZD5V3V1, 5752971]
[paragraph, [181.0, 634.0, 1293.0, 36.0], shoonya_1s70R9FZD5V3V1, 5752971]
[paragraph, [181.0, 670.0, 1293.0, 36.0], shoonya_1s70R9FZD5V3V1, 5752971]
[paragraph, [181.0, 706.0, 1293.0, 36.0], shoonya_1s70R9FZD5V3V1, 5752971]
[paragraph, [181.0, 742.0, 1293.0, 36.0], shoonya_1s70R9FZD5V3V1, 5752971]
[paragraph, [181.0, 778.0, 1293.0, 36.0], shoonya_1s70R9FZD5V3V1, 5752971]
[paragraph, [181.0, 814.0, 1293.0, 36.0], shoonya_1s70R9FZD5V3V1, 5752971]
[paragraph, [181.0, 850.0, 1293.0, 36.0], shoonya_1s70R9FZD5V3V1, 5752971]
[paragraph, [181.0, 886.0, 1293.0, 36.0], shoonya_1s70R9FZD5V3V1, 5752971]
[paragraph, [181.0, 922.0, 1293.0, 36.0], shoonya_1s70R9FZD5V3V1, 5752971]
[paragraph, [181.0, 958.0, 1293.0, 36.0], shoonya_1s70R9FZD5V3V1, 5752971]
[paragraph, [181.0, 994.0, 1293.0, 36.0], shoonya_1s70R9FZD5V3V1, 5752971]
[paragraph, [181.0, 1030.0, 1293.0, 36.0], shoonya_1s70R9FZD5V3V1, 5752971]
[paragraph, [181.0, 1066.0, 1293.0, 36.0], shoonya_1s70R9FZD5V3V1, 5752971]
[paragraph, [181.0, 1102.0, 1293.0, 36.0], shoonya_1s70R9FZD5V3V1, 5752971]
[paragraph, [181.0, 1138.0, 1293.0, 36.0], shoonya_1s70R9FZD5V3V1, 5752971]
[paragraph, [181.0, 1174.0, 1293.0, 36.0], shoonya_1s70R9FZD5V3V1, 5752971]
[paragraph, [181.0, 1210.0, 1293.0, 36.0], shoonya_1s70R9FZD5V3V1, 5752971]
[paragraph, [181.0, 1246.0, 1293.0, 36.0], shoonya_1s70R9FZD5V3V1, 5752971]
[paragraph, [181.0, 1282.0, 1293.0, 36.0], shoonya_1s70R9FZD5V3V1, 5752971]
[paragraph, [181.0, 1318.0, 1293.0, 36.0], shoonya_1s70R9FZD5V3V1, 5752971]
[paragraph, [181.0, 1354.0, 1293.0, 36.0], shoonya_1s70R9FZD5V3V1, 5752971]
[paragraph, [181.0, 1390.0, 1293.0, 36.0], shoonya_1s70R9FZD5V3V1, 5752971]
[paragraph, [181.0, 1426.0, 1293.0, 36.0], shoonya_1s70R9FZD5V3V1, 5752971]
[paragraph, [181.0, 1462.0, 1293.0, 36.0], shoonya_1s70R9FZD5V3V1, 5752971]
[paragraph, [181.0, 1498.0, 1293.0, 36.0], shoonya_1s70R9FZD5V3V1, 5752971]
[paragraph, [181.0, 1534.0, 1293.0, 36.0], shoonya_1s70R9FZD5V3V1, 5752971]
[paragraph, [181.0, 1570.0, 1293.0, 36.0], shoonya_1s70R9FZD5V3V1, 5752971]
[paragraph, [181.0, 1606.0, 1293.0, 36.0], shoonya_1s70R9FZD5V3V1, 5752971]
[paragraph, [181.0, 1642.0, 1293.0, 36.0], shoonya_1s70R9FZD5V3V1, 5752971]
[paragraph, [181.0, 1678.0, 1293.0, 36.0], shoonya_1s70R9FZD5V3V1, 5752971]
[paragraph, [181.0, 1714.0, 1293.0, 36.0], shoonya_1s70R9FZD5V3V1, 5752971]
[paragraph, [181.0, 1750.0, 1293.0, 36.0], shoonya_1s70R9FZD5V3V1, 5752971]
[paragraph, [181.0, 1786.0, 1293.0, 36.0], shoonya_1s70R9FZD5V3V1, 5752971]
[paragraph, [181.0, 1822.0, 1293.0, 36.0], shoonya_1s70R9FZD5V3V1, 5752971]
[paragraph, [181.0, 1858.0, 1293.0, 36.0], shoonya_1s70R9FZD5V3V1, 5752971]
[paragraph, [181.0, 1894.0, 1293.0, 36.0], shoonya_1s70R9FZD5V3V1, 5752971]
[paragraph, [181.0, 1930.0, 1293.0, 36.0], shoonya_1s70R9FZD5V3V1, 5752971]
[paragraph, [181.0, 1966.0, 1293.0, 36.0], shoonya_1s70R9FZD5V3V1, 5752971]
[paragraph, [181.0, 2002.0, 1293.0, 36.0], shoonya_1s70R9FZD5V3V1, 5752971]
[paragraph, [181.0, 2038.0, 1293.0, 36.0], shoonya_1s70R9FZD5V3V1, 5752971]
[folio, [288.0, 2133.0, 499.0, 36.0], Sb-IZZryxH, 5752971]
[folio, [288.0, 2169.0, 499.0, 36.0], Sb-IZZryxH, 5752971]
