[872, 605]
[section-title, [256.0, 33.0, 81.0, 30.0], 7MjWU2nZhY, 6457284]
[folio, [37.0, 34.0, 81.0, 18.0], _eMY-NQOaA, 6457284]
[paragraph, [34.0, 74.0, 222.0, 18.0], shoonya_0sSKIYD0JU5X2C, 6457284]
[paragraph, [300.0, 74.0, 260.0, 18.0], N847uJHswB, 6457284]
[paragraph, [35.0, 98.0, 266.0, 18.0], gCJlagcGAR, 6457284]
[paragraph, [35.0, 116.0, 266.0, 18.0], gCJlagcGAR, 6457284]
[paragraph, [35.0, 134.0, 266.0, 18.0], gCJlagcGAR, 6457284]
[paragraph, [35.0, 152.0, 266.0, 18.0], gCJlagcGAR, 6457284]
[paragraph, [35.0, 170.0, 266.0, 18.0], gCJlagcGAR, 6457284]
[paragraph, [35.0, 188.0, 266.0, 18.0], gCJlagcGAR, 6457284]
[paragraph, [35.0, 206.0, 266.0, 18.0], gCJlagcGAR, 6457284]
[paragraph, [35.0, 224.0, 266.0, 18.0], gCJlagcGAR, 6457284]
[paragraph, [35.0, 242.0, 266.0, 18.0], gCJlagcGAR, 6457284]
[paragraph, [35.0, 260.0, 266.0, 18.0], gCJlagcGAR, 6457284]
[paragraph, [35.0, 278.0, 266.0, 18.0], gCJlagcGAR, 6457284]
[paragraph, [35.0, 296.0, 266.0, 18.0], gCJlagcGAR, 6457284]
[paragraph, [35.0, 314.0, 266.0, 18.0], gCJlagcGAR, 6457284]
[paragraph, [35.0, 332.0, 266.0, 18.0], gCJlagcGAR, 6457284]
[paragraph, [35.0, 350.0, 266.0, 18.0], gCJlagcGAR, 6457284]
[paragraph, [35.0, 368.0, 266.0, 18.0], gCJlagcGAR, 6457284]
[paragraph, [35.0, 386.0, 266.0, 18.0], gCJlagcGAR, 6457284]
[paragraph, [35.0, 404.0, 266.0, 18.0], gCJlagcGAR, 6457284]
[paragraph, [35.0, 422.0, 266.0, 18.0], gCJlagcGAR, 6457284]
[paragraph, [300.0, 100.0, 263.0, 18.0], PK44SuDVAx, 6457284]
[paragraph, [300.0, 118.0, 263.0, 18.0], PK44SuDVAx, 6457284]
[paragraph, [300.0, 136.0, 263.0, 18.0], PK44SuDVAx, 6457284]
[paragraph, [300.0, 154.0, 263.0, 18.0], PK44SuDVAx, 6457284]
[paragraph, [300.0, 172.0, 263.0, 18.0], PK44SuDVAx, 6457284]
[paragraph, [300.0, 190.0, 263.0, 18.0], PK44SuDVAx, 6457284]
[paragraph, [300.0, 208.0, 263.0, 18.0], PK44SuDVAx, 6457284]
[paragraph, [300.0, 226.0, 263.0, 18.0], PK44SuDVAx, 6457284]
[paragraph, [300.0, 244.0, 263.0, 18.0], PK44SuDVAx, 6457284]
