[2339, 1656]
[paragraph, [796.0, 87.0, 719.0, 36.0], shoonya_3sAZUCM2IVGO6X, 5750100]
[paragraph, [796.0, 123.0, 719.0, 36.0], shoonya_3sAZUCM2IVGO6X, 5750100]
[paragraph, [796.0, 159.0, 719.0, 36.0], shoonya_3sAZUCM2IVGO6X, 5750100]
[paragraph, [796.0, 195.0, 719.0, 36.0], shoonya_3sAZUCM2IVGO6X, 5750100]
[paragraph, [796.0, 231.0, 719.0, 36.0], shoonya_3sAZUCM2IVGO6X, 5750100]
[paragraph, [796.0, 267.0, 719.0, 36.0], shoonya_3sAZUCM2IVGO6X, 5750100]
[paragraph, [56.0, 92.0, 722.0, 36.0], shoonya_2sP5IW8RNK37MD, 5750100]
[paragraph, [56.0, 128.0, 722.0, 36.0], shoonya_2sP5IW8RNK37MD, 5750100]
[paragraph, [56.0, 164.0, 722.0, 36.0], shoonya_2sP5IW8RNK37MD, 5750100]
[paragraph, [56.0, 200.0, 722.0, 36.0], shoonya_2sP5IW8RNK37MD, 5750100]
[paragraph, [56.0, 236.0, 722.0, 36.0], shoonya_2sP5IW8RNK37MD, 5750100]
[paragraph, [56.0, 272.0, 722.0, 36.0], shoonya_2sP5IW8RNK37MD, 5750100]
[paragraph, [56.0, 308.0, 722.0, 36.0], shoonya_2sP5IW8RNK37MD, 5750100]
[paragraph, [56.0, 344.0, 722.0, 36.0], shoonya_2sP5IW8RNK37MD, 5750100]
[paragraph, [56.0, 380.0, 722.0, 36.0], shoonya_2sP5IW8RNK37MD, 5750100]
[paragraph, [56.0, 416.0, 722.0, 36.0], shoonya_2sP5IW8RNK37MD, 5750100]
[paragraph, [56.0, 452.0, 722.0, 36.0], shoonya_2sP5IW8RNK37MD, 5750100]
[paragraph, [56.0, 488.0, 722.0, 36.0], shoonya_2sP5IW8RNK37MD, 5750100]
[paragraph, [56.0, 524.0, 722.0, 36.0], shoonya_2sP5IW8RNK37MD, 5750100]
[paragraph, [56.0, 560.0, 722.0, 36.0], shoonya_2sP5IW8RNK37MD, 5750100]
[paragraph, [56.0, 596.0, 722.0, 36.0], shoonya_2sP5IW8RNK37MD, 5750100]
[paragraph, [56.0, 632.0, 722.0, 36.0], shoonya_2sP5IW8RNK37MD, 5750100]
[paragraph, [56.0, 668.0, 722.0, 36.0], shoonya_2sP5IW8RNK37MD, 5750100]
[paragraph, [56.0, 704.0, 722.0, 36.0], shoonya_2sP5IW8RNK37MD, 5750100]
[paragraph, [56.0, 740.0, 722.0, 36.0], shoonya_2sP5IW8RNK37MD, 5750100]
[paragraph, [56.0, 776.0, 722.0, 36.0], shoonya_2sP5IW8RNK37MD, 5750100]
[paragraph, [56.0, 812.0, 722.0, 36.0], shoonya_2sP5IW8RNK37MD, 5750100]
[paragraph, [56.0, 848.0, 722.0, 36.0], shoonya_2sP5IW8RNK37MD, 5750100]
[paragraph, [56.0, 884.0, 722.0, 36.0], shoonya_2sP5IW8RNK37MD, 5750100]
[paragraph, [56.0, 920.0, 722.0, 36.0], shoonya_2sP5IW8RNK37MD, 5750100]
[paragraph, [56.0, 956.0, 722.0, 36.0], shoonya_2sP5IW8RNK37MD, 5750100]
[paragraph, [56.0, 992.0, 722.0, 36.0], shoonya_2sP5IW8RNK37MD, 5750100]
[paragraph, [56.0, 1028.0, 722.0, 36.0], shoonya_2sP5IW8RNK37MD, 5750100]
[paragraph, [56.0, 1064.0, 722.0, 36.0], shoonya_2sP5IW8RNK37MD, 5750100]
[paragraph, [56.0, 1100.0, 722.0, 36.0], shoonya_2sP5IW8RNK37MD, 5750100]
[paragraph, [56.0, 1136.0, 722.0, 36.0], shoonya_2sP5IW8RNK37MD, 5750100]
[paragraph, [56.0, 1172.0, 722.0, 36.0], shoonya_2sP5IW8RNK37MD, 5750100]
[paragraph, [56.0, 1208.0, 722.0, 36.0], shoonya_2sP5IW8RNK37MD, 5750100]
[paragraph, [56.0, 1244.0, 722.0, 36.0], shoonya_2sP5IW8RNK37MD, 5750100]
[paragraph, [56.0, 1280.0, 722.0, 36.0], shoonya_2sP5IW8RNK37MD, 5750100]
[paragraph, [56.0, 1316.0, 722.0, 36.0], shoonya_2sP5IW8RNK37MD, 5750100]
[paragraph, [56.0, 1352.0, 722.0, 36.0], shoonya_2sP5IW8RNK37MD, 5750100]
[paragraph, [56.0, 1388.0, 722.0, 36.0], shoonya_2sP5IW8RNK37MD, 5750100]
[paragraph, [56.0, 1424.0, 722.0, 36.0], shoonya_2sP5IW8RNK37MD, 5750100]
[paragraph, [56.0, 1460.0, 722.0, 36.0], shoonya_2sP5IW8RNK37MD, 5750100]
[paragraph, [56.0, 1496.0, 722.0, 36.0], shoonya_2sP5IW8RNK37MD, 5750100]
[paragraph, [56.0, 1532.0, 722.0, 36.0], shoonya_2sP5IW8RNK37MD, 5750100]
[paragraph, [56.0, 1568.0, 722.0, 36.0], shoonya_2sP5IW8RNK37MD, 5750100]
[paragraph, [56.0, 1604.0, 722.0, 36.0], shoonya_2sP5IW8RNK37MD, 5750100]
[paragraph, [801.0, 305.0, 726.0, 36.0], C23J9AHe48, 5750100]
[paragraph, [801.0, 341.0, 726.0, 36.0], C23J9AHe48, 5750100]
[paragraph, [865.0, 416.0, 307.0, 36.0], 3Eg5Do8ZDy, 5750100]
[paragraph, [808.0, 473.0, 713.0, 36.0], shoonya_0sON31PP8ETDXN, 5750100]
[paragraph, [808.0, 509.0, 713.0, 36.0], shoonya_0sON31PP8ETDXN, 5750100]
[paragraph, [808.0, 545.0, 713.0, 36.0], shoonya_0sON31PP8ETDXN, 5750100]
[paragraph, [808.0, 581.0, 713.0, 36.0], shoonya_0sON31PP8ETDXN, 5750100]
[paragraph, [808.0, 617.0, 713.0, 36.0], shoonya_0sON31PP8ETDXN, 5750100]
[paragraph, [808.0, 653.0, 713.0, 36.0], shoonya_0sON31PP8ETDXN, 5750100]
[paragraph, [808.0, 689.0, 713.0, 36.0], shoonya_0sON31PP8ETDXN, 5750100]
[paragraph, [808.0, 725.0, 713.0, 36.0], shoonya_0sON31PP8ETDXN, 5750100]
[paragraph, [808.0, 761.0, 713.0, 36.0], shoonya_0sON31PP8ETDXN, 5750100]
[paragraph, [808.0, 797.0, 713.0, 36.0], shoonya_0sON31PP8ETDXN, 5750100]
[paragraph, [808.0, 833.0, 713.0, 36.0], shoonya_0sON31PP8ETDXN, 5750100]
[paragraph, [808.0, 869.0, 713.0, 36.0], shoonya_0sON31PP8ETDXN, 5750100]
[paragraph, [808.0, 905.0, 713.0, 36.0], shoonya_0sON31PP8ETDXN, 5750100]
[paragraph, [808.0, 941.0, 713.0, 36.0], shoonya_0sON31PP8ETDXN, 5750100]
[paragraph, [808.0, 977.0, 713.0, 36.0], shoonya_0sON31PP8ETDXN, 5750100]
[paragraph, [808.0, 1013.0, 713.0, 36.0], shoonya_0sON31PP8ETDXN, 5750100]
[paragraph, [808.0, 1049.0, 713.0, 36.0], shoonya_0sON31PP8ETDXN, 5750100]
[paragraph, [808.0, 1085.0, 713.0, 36.0], shoonya_0sON31PP8ETDXN, 5750100]
[paragraph, [808.0, 1121.0, 713.0, 36.0], shoonya_0sON31PP8ETDXN, 5750100]
[paragraph, [808.0, 1157.0, 713.0, 36.0], shoonya_0sON31PP8ETDXN, 5750100]
[paragraph, [808.0, 1193.0, 713.0, 36.0], shoonya_0sON31PP8ETDXN, 5750100]
[paragraph, [808.0, 1229.0, 713.0, 36.0], shoonya_0sON31PP8ETDXN, 5750100]
[paragraph, [808.0, 1265.0, 713.0, 36.0], shoonya_0sON31PP8ETDXN, 5750100]
[paragraph, [808.0, 1301.0, 713.0, 36.0], shoonya_0sON31PP8ETDXN, 5750100]
[paragraph, [808.0, 1337.0, 713.0, 36.0], shoonya_0sON31PP8ETDXN, 5750100]
[paragraph, [808.0, 1373.0, 713.0, 36.0], shoonya_0sON31PP8ETDXN, 5750100]
[paragraph, [808.0, 1409.0, 713.0, 36.0], shoonya_0sON31PP8ETDXN, 5750100]
[paragraph, [808.0, 1445.0, 713.0, 36.0], shoonya_0sON31PP8ETDXN, 5750100]
[paragraph, [808.0, 1481.0, 713.0, 36.0], shoonya_0sON31PP8ETDXN, 5750100]
