[540, 960]
[section-title, [53.0, 1.0, 857.0, 30.0], shoonya_0s8IVRIYBQ2TJS, 5716129]
[section-title, [53.0, 31.0, 857.0, 30.0], shoonya_0s8IVRIYBQ2TJS, 5716129]
[unordered-list, [39.0, 93.0, 888.0, 18.0], tjn0sHxjd_, 5716129]
[unordered-list, [39.0, 111.0, 888.0, 18.0], tjn0sHxjd_, 5716129]
[unordered-list, [39.0, 129.0, 888.0, 18.0], tjn0sHxjd_, 5716129]
[unordered-list, [39.0, 147.0, 888.0, 18.0], tjn0sHxjd_, 5716129]
[unordered-list, [39.0, 165.0, 888.0, 18.0], tjn0sHxjd_, 5716129]
[unordered-list, [39.0, 183.0, 888.0, 18.0], tjn0sHxjd_, 5716129]
[unordered-list, [39.0, 201.0, 888.0, 18.0], tjn0sHxjd_, 5716129]
[unordered-list, [39.0, 219.0, 888.0, 18.0], tjn0sHxjd_, 5716129]
[unordered-list, [39.0, 237.0, 888.0, 18.0], tjn0sHxjd_, 5716129]
[unordered-list, [39.0, 255.0, 888.0, 18.0], tjn0sHxjd_, 5716129]
[unordered-list, [39.0, 273.0, 888.0, 18.0], tjn0sHxjd_, 5716129]
[unordered-list, [39.0, 291.0, 888.0, 18.0], tjn0sHxjd_, 5716129]
[unordered-list, [39.0, 309.0, 888.0, 18.0], tjn0sHxjd_, 5716129]
[unordered-list, [39.0, 327.0, 888.0, 18.0], tjn0sHxjd_, 5716129]
[unordered-list, [39.0, 345.0, 888.0, 18.0], tjn0sHxjd_, 5716129]
[unordered-list, [39.0, 363.0, 888.0, 18.0], tjn0sHxjd_, 5716129]
[unordered-list, [39.0, 381.0, 888.0, 18.0], tjn0sHxjd_, 5716129]
[unordered-list, [39.0, 399.0, 888.0, 18.0], tjn0sHxjd_, 5716129]
[unordered-list, [39.0, 417.0, 888.0, 18.0], tjn0sHxjd_, 5716129]
[unordered-list, [39.0, 435.0, 888.0, 18.0], tjn0sHxjd_, 5716129]
[unordered-list, [39.0, 453.0, 888.0, 18.0], tjn0sHxjd_, 5716129]
[unordered-list, [39.0, 471.0, 888.0, 18.0], tjn0sHxjd_, 5716129]
[unordered-list, [39.0, 489.0, 888.0, 18.0], tjn0sHxjd_, 5716129]
[folio, [0.0, 496.0, 110.0, 18.0], shoonya_1sEDPG0JIIRFV4, 5716129]
[folio, [0.0, 514.0, 110.0, 18.0], shoonya_1sEDPG0JIIRFV4, 5716129]
