[1275, 928]
[chapter-title, [232.0, 74.0, 320.0, 30.0], shoonya_7sXWK1XNZ3ND5B, 5776021]
[paragraph, [83.0, 114.0, 621.0, 18.0], shoonya_2sWEOVN6M9OD63, 5776021]
[paragraph, [83.0, 132.0, 621.0, 18.0], shoonya_2sWEOVN6M9OD63, 5776021]
[paragraph, [83.0, 150.0, 621.0, 18.0], shoonya_2sWEOVN6M9OD63, 5776021]
[paragraph, [83.0, 168.0, 621.0, 18.0], shoonya_2sWEOVN6M9OD63, 5776021]
[paragraph, [83.0, 189.0, 621.0, 18.0], shoonya_0sJU1UFL42JFVV, 5776021]
[paragraph, [83.0, 207.0, 621.0, 18.0], shoonya_0sJU1UFL42JFVV, 5776021]
[paragraph, [83.0, 225.0, 621.0, 18.0], shoonya_0sJU1UFL42JFVV, 5776021]
[paragraph, [83.0, 243.0, 621.0, 18.0], shoonya_0sJU1UFL42JFVV, 5776021]
[paragraph, [83.0, 261.0, 621.0, 18.0], shoonya_0sJU1UFL42JFVV, 5776021]
[paragraph, [83.0, 279.0, 621.0, 18.0], shoonya_0sJU1UFL42JFVV, 5776021]
[paragraph, [83.0, 297.0, 621.0, 18.0], shoonya_0sJU1UFL42JFVV, 5776021]
[paragraph, [83.0, 315.0, 621.0, 18.0], shoonya_0sJU1UFL42JFVV, 5776021]
[paragraph, [83.0, 333.0, 621.0, 18.0], shoonya_0sJU1UFL42JFVV, 5776021]
[paragraph, [83.0, 351.0, 621.0, 18.0], shoonya_0sJU1UFL42JFVV, 5776021]
[paragraph, [83.0, 369.0, 621.0, 18.0], shoonya_0sJU1UFL42JFVV, 5776021]
[paragraph, [83.0, 387.0, 621.0, 18.0], shoonya_0sJU1UFL42JFVV, 5776021]
[paragraph, [83.0, 405.0, 621.0, 18.0], shoonya_0sJU1UFL42JFVV, 5776021]
[paragraph, [83.0, 423.0, 621.0, 18.0], shoonya_0sJU1UFL42JFVV, 5776021]
[paragraph, [83.0, 441.0, 621.0, 18.0], shoonya_0sJU1UFL42JFVV, 5776021]
[paragraph, [83.0, 459.0, 621.0, 18.0], shoonya_0sJU1UFL42JFVV, 5776021]
[paragraph, [83.0, 477.0, 621.0, 18.0], shoonya_0sJU1UFL42JFVV, 5776021]
[paragraph, [83.0, 495.0, 621.0, 18.0], shoonya_0sJU1UFL42JFVV, 5776021]
[paragraph, [83.0, 513.0, 621.0, 18.0], shoonya_0sJU1UFL42JFVV, 5776021]
[paragraph, [83.0, 531.0, 621.0, 18.0], shoonya_0sJU1UFL42JFVV, 5776021]
[paragraph, [83.0, 549.0, 621.0, 18.0], shoonya_0sJU1UFL42JFVV, 5776021]
[paragraph, [83.0, 567.0, 621.0, 18.0], shoonya_0sJU1UFL42JFVV, 5776021]
[paragraph, [83.0, 585.0, 621.0, 18.0], shoonya_0sJU1UFL42JFVV, 5776021]
[paragraph, [83.0, 603.0, 621.0, 18.0], shoonya_0sJU1UFL42JFVV, 5776021]
[paragraph, [83.0, 621.0, 621.0, 18.0], shoonya_0sJU1UFL42JFVV, 5776021]
[paragraph, [83.0, 639.0, 621.0, 18.0], shoonya_0sJU1UFL42JFVV, 5776021]
[paragraph, [86.0, 688.0, 620.0, 18.0], shoonya_4sC9D3WBTV9AFA, 5776021]
[paragraph, [86.0, 706.0, 620.0, 18.0], shoonya_4sC9D3WBTV9AFA, 5776021]
[paragraph, [86.0, 724.0, 620.0, 18.0], shoonya_4sC9D3WBTV9AFA, 5776021]
[paragraph, [86.0, 742.0, 620.0, 18.0], shoonya_4sC9D3WBTV9AFA, 5776021]
[paragraph, [86.0, 760.0, 620.0, 18.0], shoonya_4sC9D3WBTV9AFA, 5776021]
[paragraph, [86.0, 778.0, 620.0, 18.0], shoonya_4sC9D3WBTV9AFA, 5776021]
[paragraph, [86.0, 796.0, 620.0, 18.0], shoonya_4sC9D3WBTV9AFA, 5776021]
[paragraph, [86.0, 814.0, 620.0, 18.0], shoonya_4sC9D3WBTV9AFA, 5776021]
[paragraph, [86.0, 832.0, 620.0, 18.0], shoonya_4sC9D3WBTV9AFA, 5776021]
[paragraph, [87.0, 863.0, 621.0, 18.0], shoonya_3sYV5LPRA3WI0L, 5776021]
[paragraph, [87.0, 881.0, 621.0, 18.0], shoonya_3sYV5LPRA3WI0L, 5776021]
[paragraph, [87.0, 899.0, 621.0, 18.0], shoonya_3sYV5LPRA3WI0L, 5776021]
[paragraph, [87.0, 917.0, 621.0, 18.0], shoonya_3sYV5LPRA3WI0L, 5776021]
[paragraph, [87.0, 935.0, 621.0, 18.0], shoonya_3sYV5LPRA3WI0L, 5776021]
[paragraph, [87.0, 953.0, 621.0, 18.0], shoonya_3sYV5LPRA3WI0L, 5776021]
[paragraph, [87.0, 971.0, 621.0, 18.0], shoonya_3sYV5LPRA3WI0L, 5776021]
[paragraph, [87.0, 989.0, 621.0, 18.0], shoonya_3sYV5LPRA3WI0L, 5776021]
[paragraph, [87.0, 1012.0, 621.0, 18.0], shoonya_1sFZ1YPDFI41PF, 5776021]
[paragraph, [87.0, 1030.0, 621.0, 18.0], shoonya_1sFZ1YPDFI41PF, 5776021]
[paragraph, [87.0, 1048.0, 621.0, 18.0], shoonya_1sFZ1YPDFI41PF, 5776021]
[paragraph, [87.0, 1066.0, 621.0, 18.0], shoonya_1sFZ1YPDFI41PF, 5776021]
[paragraph, [87.0, 1084.0, 621.0, 18.0], shoonya_1sFZ1YPDFI41PF, 5776021]
