[2200, 1700]
[paragraph, [201.0, 186.0, 1297.0, 36.0], shoonya_0sNIPCTWAKN9ZI, 5752212]
[paragraph, [201.0, 222.0, 1297.0, 36.0], shoonya_0sNIPCTWAKN9ZI, 5752212]
[paragraph, [201.0, 258.0, 1297.0, 36.0], shoonya_0sNIPCTWAKN9ZI, 5752212]
[paragraph, [201.0, 294.0, 1297.0, 36.0], shoonya_0sNIPCTWAKN9ZI, 5752212]
[paragraph, [201.0, 330.0, 1297.0, 36.0], shoonya_0sNIPCTWAKN9ZI, 5752212]
[paragraph, [201.0, 366.0, 1297.0, 36.0], shoonya_0sNIPCTWAKN9ZI, 5752212]
[paragraph, [201.0, 402.0, 1297.0, 36.0], shoonya_0sNIPCTWAKN9ZI, 5752212]
[paragraph, [201.0, 438.0, 1297.0, 36.0], shoonya_0sNIPCTWAKN9ZI, 5752212]
[paragraph, [645.0, 533.0, 417.0, 36.0], GS5eqBv_ow, 5752212]
[paragraph, [645.0, 569.0, 417.0, 36.0], GS5eqBv_ow, 5752212]
[paragraph, [645.0, 605.0, 417.0, 36.0], GS5eqBv_ow, 5752212]
[paragraph, [645.0, 641.0, 417.0, 36.0], GS5eqBv_ow, 5752212]
[paragraph, [645.0, 677.0, 417.0, 36.0], GS5eqBv_ow, 5752212]
[paragraph, [645.0, 713.0, 417.0, 36.0], GS5eqBv_ow, 5752212]
[paragraph, [198.0, 842.0, 1298.0, 36.0], qgKWxoMa3A, 5752212]
[paragraph, [198.0, 878.0, 1298.0, 36.0], qgKWxoMa3A, 5752212]
[paragraph, [198.0, 914.0, 1298.0, 36.0], qgKWxoMa3A, 5752212]
[paragraph, [198.0, 950.0, 1298.0, 36.0], qgKWxoMa3A, 5752212]
[paragraph, [198.0, 986.0, 1298.0, 36.0], qgKWxoMa3A, 5752212]
[paragraph, [198.0, 1022.0, 1298.0, 36.0], qgKWxoMa3A, 5752212]
[paragraph, [198.0, 1058.0, 1298.0, 36.0], qgKWxoMa3A, 5752212]
[paragraph, [198.0, 1094.0, 1298.0, 36.0], qgKWxoMa3A, 5752212]
[paragraph, [202.0, 1221.0, 1298.0, 36.0], r6E3uZnFSp, 5752212]
[paragraph, [202.0, 1257.0, 1298.0, 36.0], r6E3uZnFSp, 5752212]
[paragraph, [202.0, 1293.0, 1298.0, 36.0], r6E3uZnFSp, 5752212]
[paragraph, [202.0, 1329.0, 1298.0, 36.0], r6E3uZnFSp, 5752212]
[paragraph, [202.0, 1365.0, 1298.0, 36.0], r6E3uZnFSp, 5752212]
[paragraph, [202.0, 1401.0, 1298.0, 36.0], r6E3uZnFSp, 5752212]
[paragraph, [202.0, 1437.0, 1298.0, 36.0], r6E3uZnFSp, 5752212]
[paragraph, [202.0, 1473.0, 1298.0, 36.0], r6E3uZnFSp, 5752212]
[paragraph, [202.0, 1509.0, 1298.0, 36.0], r6E3uZnFSp, 5752212]
[paragraph, [202.0, 1545.0, 1298.0, 36.0], r6E3uZnFSp, 5752212]
[paragraph, [297.0, 1613.0, 1221.0, 36.0], zEoNhg5GyE, 5752212]
[paragraph, [297.0, 1649.0, 1221.0, 36.0], zEoNhg5GyE, 5752212]
[paragraph, [297.0, 1685.0, 1221.0, 36.0], zEoNhg5GyE, 5752212]
[paragraph, [200.0, 1836.0, 1311.0, 36.0], ybM_yNiYBu, 5752212]
[paragraph, [200.0, 1872.0, 1311.0, 36.0], ybM_yNiYBu, 5752212]
[paragraph, [200.0, 1908.0, 1311.0, 36.0], ybM_yNiYBu, 5752212]
[paragraph, [200.0, 1944.0, 1311.0, 36.0], ybM_yNiYBu, 5752212]
[folio, [373.0, 2006.0, 395.0, 36.0], jUrJmaXFMp, 5752212]
