[1754, 1241]
[section-title, [117.0, 65.0, 300.0, 49.5], shoonya_0sG849381UUKC5, 5718335]
[paragraph, [258.0, 167.0, 841.0, 36.0], shoonya_2sIVHVHUEFMNUK, 5718335]
[paragraph, [258.0, 203.0, 841.0, 36.0], shoonya_2sIVHVHUEFMNUK, 5718335]
[paragraph, [258.0, 239.0, 841.0, 36.0], shoonya_2sIVHVHUEFMNUK, 5718335]
[paragraph, [273.0, 361.0, 530.0, 36.0], shoonya_4sFCUDN9VB47Y8, 5718335]
[paragraph, [273.0, 397.0, 530.0, 36.0], shoonya_4sFCUDN9VB47Y8, 5718335]
[paragraph, [273.0, 433.0, 530.0, 36.0], shoonya_4sFCUDN9VB47Y8, 5718335]
[paragraph, [273.0, 469.0, 530.0, 36.0], shoonya_4sFCUDN9VB47Y8, 5718335]
[paragraph, [273.0, 505.0, 530.0, 36.0], shoonya_4sFCUDN9VB47Y8, 5718335]
[section-title, [121.0, 560.0, 349.0, 49.5], shoonya_5sFBXGR76ME1AP, 5718335]
[paragraph, [131.0, 653.0, 1039.0, 36.0], shoonya_6sFVSL5L0RVOG2, 5718335]
[paragraph, [131.0, 689.0, 1039.0, 36.0], shoonya_6sFVSL5L0RVOG2, 5718335]
[paragraph, [131.0, 725.0, 1039.0, 36.0], shoonya_6sFVSL5L0RVOG2, 5718335]
[paragraph, [131.0, 761.0, 1039.0, 36.0], shoonya_6sFVSL5L0RVOG2, 5718335]
[paragraph, [131.0, 797.0, 1039.0, 36.0], shoonya_6sFVSL5L0RVOG2, 5718335]
[paragraph, [131.0, 833.0, 1039.0, 36.0], shoonya_6sFVSL5L0RVOG2, 5718335]
[paragraph, [131.0, 869.0, 1039.0, 36.0], shoonya_6sFVSL5L0RVOG2, 5718335]
[paragraph, [131.0, 905.0, 1039.0, 36.0], shoonya_6sFVSL5L0RVOG2, 5718335]
[paragraph, [131.0, 941.0, 1039.0, 36.0], shoonya_6sFVSL5L0RVOG2, 5718335]
[paragraph, [131.0, 977.0, 1039.0, 36.0], shoonya_6sFVSL5L0RVOG2, 5718335]
[paragraph, [131.0, 1013.0, 1039.0, 36.0], shoonya_6sFVSL5L0RVOG2, 5718335]
[paragraph, [131.0, 1049.0, 1039.0, 36.0], shoonya_6sFVSL5L0RVOG2, 5718335]
[sub-section-title, [101.0, 1104.0, 367.0, 36.0], shoonya_7sBZD196ZX8T71, 5718335]
[paragraph, [216.0, 1157.0, 839.0, 36.0], shoonya_9s4LXQMU2Y2HUX, 5718335]
[paragraph, [216.0, 1193.0, 839.0, 36.0], shoonya_9s4LXQMU2Y2HUX, 5718335]
[paragraph, [216.0, 1229.0, 839.0, 36.0], shoonya_9s4LXQMU2Y2HUX, 5718335]
[section-title, [111.0, 1298.0, 321.0, 49.5], shoonya_10sCA60GZ64XX3, 5718335]
[paragraph, [265.0, 1364.0, 570.0, 36.0], sRW2IMAhJq, 5718335]
[paragraph, [265.0, 1400.0, 570.0, 36.0], sRW2IMAhJq, 5718335]
[paragraph, [279.0, 1491.0, 713.0, 36.0], dA2IcxqW8L, 5718335]
[paragraph, [279.0, 1527.0, 713.0, 36.0], dA2IcxqW8L, 5718335]
