[1152, 739]
[section-title, [315.0, 117.0, 119.0, 30.0], shoonya_2sAB26KCCANE6L, 5740844]
[paragraph, [98.0, 165.0, 549.0, 18.0], shoonya_0s6P6KE265UM0L, 5740844]
[paragraph, [98.0, 183.0, 549.0, 18.0], shoonya_0s6P6KE265UM0L, 5740844]
[paragraph, [98.0, 201.0, 549.0, 18.0], shoonya_0s6P6KE265UM0L, 5740844]
[paragraph, [98.0, 219.0, 549.0, 18.0], shoonya_0s6P6KE265UM0L, 5740844]
[paragraph, [98.0, 237.0, 549.0, 18.0], shoonya_0s6P6KE265UM0L, 5740844]
[paragraph, [98.0, 255.0, 549.0, 18.0], shoonya_0s6P6KE265UM0L, 5740844]
[paragraph, [98.0, 273.0, 549.0, 18.0], shoonya_0s6P6KE265UM0L, 5740844]
[paragraph, [98.0, 291.0, 549.0, 18.0], shoonya_0s6P6KE265UM0L, 5740844]
[paragraph, [98.0, 309.0, 549.0, 18.0], shoonya_0s6P6KE265UM0L, 5740844]
[paragraph, [96.0, 355.0, 559.0, 18.0], C1jzxdAl85, 5740844]
[paragraph, [96.0, 373.0, 559.0, 18.0], C1jzxdAl85, 5740844]
[paragraph, [96.0, 391.0, 559.0, 18.0], C1jzxdAl85, 5740844]
[paragraph, [96.0, 409.0, 559.0, 18.0], C1jzxdAl85, 5740844]
[paragraph, [96.0, 427.0, 559.0, 18.0], C1jzxdAl85, 5740844]
[paragraph, [96.0, 445.0, 559.0, 18.0], C1jzxdAl85, 5740844]
[paragraph, [96.0, 463.0, 559.0, 18.0], C1jzxdAl85, 5740844]
[paragraph, [96.0, 481.0, 559.0, 18.0], C1jzxdAl85, 5740844]
[paragraph, [96.0, 499.0, 559.0, 18.0], C1jzxdAl85, 5740844]
[paragraph, [96.0, 517.0, 559.0, 18.0], C1jzxdAl85, 5740844]
[paragraph, [96.0, 535.0, 559.0, 18.0], C1jzxdAl85, 5740844]
[paragraph, [96.0, 553.0, 559.0, 18.0], C1jzxdAl85, 5740844]
[paragraph, [96.0, 571.0, 559.0, 18.0], C1jzxdAl85, 5740844]
[paragraph, [96.0, 589.0, 559.0, 18.0], C1jzxdAl85, 5740844]
[paragraph, [96.0, 607.0, 559.0, 18.0], C1jzxdAl85, 5740844]
[paragraph, [96.0, 625.0, 559.0, 18.0], C1jzxdAl85, 5740844]
[paragraph, [96.0, 643.0, 559.0, 18.0], C1jzxdAl85, 5740844]
[paragraph, [96.0, 661.0, 559.0, 18.0], C1jzxdAl85, 5740844]
[paragraph, [96.0, 679.0, 559.0, 18.0], C1jzxdAl85, 5740844]
[paragraph, [96.0, 697.0, 559.0, 18.0], C1jzxdAl85, 5740844]
[paragraph, [96.0, 715.0, 559.0, 18.0], C1jzxdAl85, 5740844]
[paragraph, [96.0, 733.0, 559.0, 18.0], C1jzxdAl85, 5740844]
[paragraph, [96.0, 751.0, 559.0, 18.0], C1jzxdAl85, 5740844]
[paragraph, [96.0, 769.0, 559.0, 18.0], C1jzxdAl85, 5740844]
[paragraph, [96.0, 787.0, 559.0, 18.0], C1jzxdAl85, 5740844]
[paragraph, [96.0, 805.0, 559.0, 18.0], C1jzxdAl85, 5740844]
[paragraph, [96.0, 823.0, 559.0, 18.0], C1jzxdAl85, 5740844]
[paragraph, [96.0, 841.0, 559.0, 18.0], C1jzxdAl85, 5740844]
[paragraph, [96.0, 859.0, 559.0, 18.0], C1jzxdAl85, 5740844]
[paragraph, [96.0, 877.0, 559.0, 18.0], C1jzxdAl85, 5740844]
[paragraph, [96.0, 895.0, 559.0, 18.0], C1jzxdAl85, 5740844]
[paragraph, [96.0, 913.0, 559.0, 18.0], C1jzxdAl85, 5740844]
[paragraph, [96.0, 931.0, 559.0, 18.0], C1jzxdAl85, 5740844]
[paragraph, [96.0, 949.0, 559.0, 18.0], C1jzxdAl85, 5740844]
[paragraph, [96.0, 967.0, 559.0, 18.0], C1jzxdAl85, 5740844]
[paragraph, [96.0, 985.0, 559.0, 18.0], C1jzxdAl85, 5740844]
[footnote, [412.0, 1110.0, 268.0, 18.0], 9atSo0P7mb, 5740844]
