[1388, 886]
[folio, [398.0, 71.0, 167.0, 18.0], shoonya_2sDV5RXGON4685, 5742833]
[paragraph, [448.0, 122.0, 399.0, 18.0], shoonya_3sQ6531UNS60DZ, 5742833]
[paragraph, [448.0, 140.0, 399.0, 18.0], shoonya_3sQ6531UNS60DZ, 5742833]
[paragraph, [448.0, 158.0, 399.0, 18.0], shoonya_3sQ6531UNS60DZ, 5742833]
[paragraph, [448.0, 176.0, 399.0, 18.0], shoonya_3sQ6531UNS60DZ, 5742833]
[paragraph, [448.0, 194.0, 399.0, 18.0], shoonya_3sQ6531UNS60DZ, 5742833]
[paragraph, [448.0, 212.0, 399.0, 18.0], shoonya_3sQ6531UNS60DZ, 5742833]
[paragraph, [448.0, 230.0, 399.0, 18.0], shoonya_3sQ6531UNS60DZ, 5742833]
[paragraph, [448.0, 248.0, 399.0, 18.0], shoonya_3sQ6531UNS60DZ, 5742833]
[paragraph, [448.0, 266.0, 399.0, 18.0], shoonya_3sQ6531UNS60DZ, 5742833]
[paragraph, [448.0, 284.0, 399.0, 18.0], shoonya_3sQ6531UNS60DZ, 5742833]
[paragraph, [448.0, 302.0, 399.0, 18.0], shoonya_3sQ6531UNS60DZ, 5742833]
[paragraph, [448.0, 320.0, 399.0, 18.0], shoonya_3sQ6531UNS60DZ, 5742833]
[paragraph, [448.0, 338.0, 399.0, 18.0], shoonya_3sQ6531UNS60DZ, 5742833]
[paragraph, [448.0, 356.0, 399.0, 18.0], shoonya_3sQ6531UNS60DZ, 5742833]
[paragraph, [448.0, 374.0, 399.0, 18.0], shoonya_3sQ6531UNS60DZ, 5742833]
[paragraph, [448.0, 392.0, 399.0, 18.0], shoonya_3sQ6531UNS60DZ, 5742833]
[paragraph, [448.0, 410.0, 399.0, 18.0], shoonya_3sQ6531UNS60DZ, 5742833]
[paragraph, [448.0, 428.0, 399.0, 18.0], shoonya_3sQ6531UNS60DZ, 5742833]
[paragraph, [448.0, 446.0, 399.0, 18.0], shoonya_3sQ6531UNS60DZ, 5742833]
[paragraph, [448.0, 464.0, 399.0, 18.0], shoonya_3sQ6531UNS60DZ, 5742833]
[paragraph, [448.0, 482.0, 399.0, 18.0], shoonya_3sQ6531UNS60DZ, 5742833]
[paragraph, [448.0, 500.0, 399.0, 18.0], shoonya_3sQ6531UNS60DZ, 5742833]
[paragraph, [448.0, 518.0, 399.0, 18.0], shoonya_3sQ6531UNS60DZ, 5742833]
[paragraph, [448.0, 536.0, 399.0, 18.0], shoonya_3sQ6531UNS60DZ, 5742833]
[paragraph, [448.0, 554.0, 399.0, 18.0], shoonya_3sQ6531UNS60DZ, 5742833]
[paragraph, [448.0, 572.0, 399.0, 18.0], shoonya_3sQ6531UNS60DZ, 5742833]
[paragraph, [448.0, 590.0, 399.0, 18.0], shoonya_3sQ6531UNS60DZ, 5742833]
[paragraph, [448.0, 608.0, 399.0, 18.0], shoonya_3sQ6531UNS60DZ, 5742833]
[paragraph, [448.0, 626.0, 399.0, 18.0], shoonya_3sQ6531UNS60DZ, 5742833]
[paragraph, [448.0, 644.0, 399.0, 18.0], shoonya_3sQ6531UNS60DZ, 5742833]
[paragraph, [448.0, 662.0, 399.0, 18.0], shoonya_3sQ6531UNS60DZ, 5742833]
[paragraph, [448.0, 680.0, 399.0, 18.0], shoonya_3sQ6531UNS60DZ, 5742833]
[paragraph, [448.0, 698.0, 399.0, 18.0], shoonya_3sQ6531UNS60DZ, 5742833]
[paragraph, [448.0, 716.0, 399.0, 18.0], shoonya_3sQ6531UNS60DZ, 5742833]
[paragraph, [448.0, 734.0, 399.0, 18.0], shoonya_3sQ6531UNS60DZ, 5742833]
[paragraph, [448.0, 752.0, 399.0, 18.0], shoonya_3sQ6531UNS60DZ, 5742833]
[paragraph, [448.0, 770.0, 399.0, 18.0], shoonya_3sQ6531UNS60DZ, 5742833]
[paragraph, [448.0, 788.0, 399.0, 18.0], shoonya_3sQ6531UNS60DZ, 5742833]
[paragraph, [448.0, 806.0, 399.0, 18.0], shoonya_3sQ6531UNS60DZ, 5742833]
[paragraph, [448.0, 824.0, 399.0, 18.0], shoonya_3sQ6531UNS60DZ, 5742833]
[paragraph, [448.0, 842.0, 399.0, 18.0], shoonya_3sQ6531UNS60DZ, 5742833]
[paragraph, [448.0, 860.0, 399.0, 18.0], shoonya_3sQ6531UNS60DZ, 5742833]
[paragraph, [448.0, 878.0, 399.0, 18.0], shoonya_3sQ6531UNS60DZ, 5742833]
[paragraph, [448.0, 896.0, 399.0, 18.0], shoonya_3sQ6531UNS60DZ, 5742833]
[paragraph, [448.0, 914.0, 399.0, 18.0], shoonya_3sQ6531UNS60DZ, 5742833]
[paragraph, [448.0, 932.0, 399.0, 18.0], shoonya_3sQ6531UNS60DZ, 5742833]
[paragraph, [448.0, 950.0, 399.0, 18.0], shoonya_3sQ6531UNS60DZ, 5742833]
[paragraph, [448.0, 968.0, 399.0, 18.0], shoonya_3sQ6531UNS60DZ, 5742833]
[paragraph, [448.0, 986.0, 399.0, 18.0], shoonya_3sQ6531UNS60DZ, 5742833]
[paragraph, [448.0, 1004.0, 399.0, 18.0], shoonya_3sQ6531UNS60DZ, 5742833]
[paragraph, [448.0, 1022.0, 399.0, 18.0], shoonya_3sQ6531UNS60DZ, 5742833]
[paragraph, [448.0, 1040.0, 399.0, 18.0], shoonya_3sQ6531UNS60DZ, 5742833]
[paragraph, [448.0, 1058.0, 399.0, 18.0], shoonya_3sQ6531UNS60DZ, 5742833]
[paragraph, [448.0, 1076.0, 399.0, 18.0], shoonya_3sQ6531UNS60DZ, 5742833]
[paragraph, [448.0, 1094.0, 399.0, 18.0], shoonya_3sQ6531UNS60DZ, 5742833]
