[3508, 2481]
[contact-info, [707.0, 96.0, 1079.0, 52.5], mMD8LHH3Sr, 6491092]
[contact-info, [707.0, 148.5, 1079.0, 52.5], mMD8LHH3Sr, 6491092]
[headline, [713.0, 272.0, 1035.0, 52.5], SaJpzJzbiL, 6491092]
[headline, [713.0, 324.5, 1035.0, 52.5], SaJpzJzbiL, 6491092]
[headline, [713.0, 377.0, 1035.0, 52.5], SaJpzJzbiL, 6491092]
[dateline, [220.0, 663.0, 418.0, 52.5], UWKa_Dp1L7, 6491092]
[paragraph, [228.0, 927.0, 458.0, 52.5], shoonya_4sELS41PR8O75K, 6491092]
[paragraph, [227.0, 1051.0, 2046.0, 52.5], shoonya_2sB86DAHXPBLJ1, 6491092]
[paragraph, [227.0, 1103.5, 2046.0, 52.5], shoonya_2sB86DAHXPBLJ1, 6491092]
[paragraph, [227.0, 1156.0, 2046.0, 52.5], shoonya_2sB86DAHXPBLJ1, 6491092]
[paragraph, [227.0, 1208.5, 2046.0, 52.5], shoonya_2sB86DAHXPBLJ1, 6491092]
[paragraph, [227.0, 1261.0, 2046.0, 52.5], shoonya_2sB86DAHXPBLJ1, 6491092]
[paragraph, [227.0, 1313.5, 2046.0, 52.5], shoonya_2sB86DAHXPBLJ1, 6491092]
[paragraph, [222.0, 1404.0, 2047.0, 52.5], shoonya_3sPUF0NBVMGL06, 6491092]
[paragraph, [222.0, 1456.5, 2047.0, 52.5], shoonya_3sPUF0NBVMGL06, 6491092]
[paragraph, [222.0, 1509.0, 2047.0, 52.5], shoonya_3sPUF0NBVMGL06, 6491092]
[paragraph, [222.0, 1561.5, 2047.0, 52.5], shoonya_3sPUF0NBVMGL06, 6491092]
[paragraph, [222.0, 1614.0, 2047.0, 52.5], shoonya_3sPUF0NBVMGL06, 6491092]
[paragraph, [222.0, 1666.5, 2047.0, 52.5], shoonya_3sPUF0NBVMGL06, 6491092]
[paragraph, [222.0, 1719.0, 2047.0, 52.5], shoonya_3sPUF0NBVMGL06, 6491092]
[paragraph, [214.0, 1780.0, 2157.0, 52.5], shoonya_0s0JHZXCUZHXS2, 6491092]
[paragraph, [214.0, 1832.5, 2157.0, 52.5], shoonya_0s0JHZXCUZHXS2, 6491092]
[paragraph, [214.0, 1885.0, 2157.0, 52.5], shoonya_0s0JHZXCUZHXS2, 6491092]
[paragraph, [214.0, 1937.5, 2157.0, 52.5], shoonya_0s0JHZXCUZHXS2, 6491092]
[paragraph, [214.0, 1990.0, 2157.0, 52.5], shoonya_0s0JHZXCUZHXS2, 6491092]
[paragraph, [214.0, 2042.5, 2157.0, 52.5], shoonya_0s0JHZXCUZHXS2, 6491092]
[contact-info, [1773.0, 2401.0, 496.0, 52.5], ww-9l7EZPE, 6491092]
[contact-info, [1773.0, 2453.5, 496.0, 52.5], ww-9l7EZPE, 6491092]
[contact-info, [984.0, 3287.0, 518.0, 52.5], shoonya_5sMSVS1FSL6D6I, 6491092]
