[1650, 1275]
[section-title, [107.0, 176.0, 459.0, 49.5], shoonya_0sAVHVIXUNIRNE, 6478475]
[section-title, [107.0, 225.5, 459.0, 49.5], shoonya_0sAVHVIXUNIRNE, 6478475]
[sub-section-title, [674.0, 183.0, 312.0, 36.0], 6lrQIgLFRl, 6478475]
[paragraph, [674.0, 225.0, 497.0, 36.0], gmYfr3uE3H, 6478475]
[paragraph, [674.0, 261.0, 497.0, 36.0], gmYfr3uE3H, 6478475]
[paragraph, [674.0, 297.0, 497.0, 36.0], gmYfr3uE3H, 6478475]
[paragraph, [674.0, 333.0, 497.0, 36.0], gmYfr3uE3H, 6478475]
[paragraph, [674.0, 369.0, 497.0, 36.0], gmYfr3uE3H, 6478475]
[paragraph, [674.0, 405.0, 497.0, 36.0], gmYfr3uE3H, 6478475]
[paragraph, [674.0, 441.0, 497.0, 36.0], gmYfr3uE3H, 6478475]
[paragraph, [674.0, 477.0, 497.0, 36.0], gmYfr3uE3H, 6478475]
[paragraph, [674.0, 513.0, 497.0, 36.0], gmYfr3uE3H, 6478475]
[paragraph, [674.0, 549.0, 497.0, 36.0], gmYfr3uE3H, 6478475]
[unordered-list, [106.0, 294.0, 464.0, 36.0], rjE4UTnNW_, 6478475]
[unordered-list, [106.0, 330.0, 464.0, 36.0], rjE4UTnNW_, 6478475]
[unordered-list, [106.0, 366.0, 464.0, 36.0], rjE4UTnNW_, 6478475]
[unordered-list, [106.0, 402.0, 464.0, 36.0], rjE4UTnNW_, 6478475]
[unordered-list, [106.0, 438.0, 464.0, 36.0], rjE4UTnNW_, 6478475]
[unordered-list, [106.0, 474.0, 464.0, 36.0], rjE4UTnNW_, 6478475]
[unordered-list, [106.0, 510.0, 464.0, 36.0], rjE4UTnNW_, 6478475]
[unordered-list, [106.0, 546.0, 464.0, 36.0], rjE4UTnNW_, 6478475]
[unordered-list, [106.0, 582.0, 464.0, 36.0], rjE4UTnNW_, 6478475]
[unordered-list, [106.0, 618.0, 464.0, 36.0], rjE4UTnNW_, 6478475]
[sub-section-title, [677.0, 612.0, 488.0, 36.0], KAyyLh_QNo, 6478475]
[paragraph, [676.0, 654.0, 486.0, 36.0], I4ztuCKUCM, 6478475]
[paragraph, [676.0, 690.0, 486.0, 36.0], I4ztuCKUCM, 6478475]
[paragraph, [676.0, 726.0, 486.0, 36.0], I4ztuCKUCM, 6478475]
[paragraph, [676.0, 762.0, 486.0, 36.0], I4ztuCKUCM, 6478475]
[paragraph, [676.0, 798.0, 486.0, 36.0], I4ztuCKUCM, 6478475]
[paragraph, [105.0, 684.0, 478.0, 36.0], bpXp3WrVfF, 6478475]
[paragraph, [105.0, 720.0, 478.0, 36.0], bpXp3WrVfF, 6478475]
[paragraph, [105.0, 756.0, 478.0, 36.0], bpXp3WrVfF, 6478475]
[sub-section-title, [676.0, 864.0, 486.0, 36.0], T_eJbF-toe, 6478475]
[paragraph, [99.0, 876.0, 508.0, 36.0], AXbzKe6L_b, 6478475]
[paragraph, [99.0, 912.0, 508.0, 36.0], AXbzKe6L_b, 6478475]
[paragraph, [99.0, 948.0, 508.0, 36.0], AXbzKe6L_b, 6478475]
[paragraph, [676.0, 904.0, 493.0, 36.0], iw0r27wcjf, 6478475]
[paragraph, [676.0, 940.0, 493.0, 36.0], iw0r27wcjf, 6478475]
[paragraph, [676.0, 976.0, 493.0, 36.0], iw0r27wcjf, 6478475]
[paragraph, [676.0, 1012.0, 493.0, 36.0], iw0r27wcjf, 6478475]
[paragraph, [676.0, 1048.0, 493.0, 36.0], iw0r27wcjf, 6478475]
[paragraph, [676.0, 1084.0, 493.0, 36.0], iw0r27wcjf, 6478475]
[paragraph, [676.0, 1120.0, 493.0, 36.0], iw0r27wcjf, 6478475]
[paragraph, [104.0, 1006.0, 441.0, 36.0], -Nn-_Ies1j, 6478475]
[unordered-list, [104.0, 1049.0, 509.0, 36.0], mmCiYrDA8t, 6478475]
[unordered-list, [104.0, 1085.0, 509.0, 36.0], mmCiYrDA8t, 6478475]
[unordered-list, [104.0, 1121.0, 509.0, 36.0], mmCiYrDA8t, 6478475]
[unordered-list, [104.0, 1157.0, 509.0, 36.0], mmCiYrDA8t, 6478475]
[unordered-list, [104.0, 1193.0, 509.0, 36.0], mmCiYrDA8t, 6478475]
[unordered-list, [104.0, 1229.0, 509.0, 36.0], mmCiYrDA8t, 6478475]
[paragraph, [672.0, 1244.0, 490.0, 36.0], SUkI2NVtaP, 6478475]
[paragraph, [672.0, 1280.0, 490.0, 36.0], SUkI2NVtaP, 6478475]
[paragraph, [672.0, 1316.0, 490.0, 36.0], SUkI2NVtaP, 6478475]
[paragraph, [672.0, 1352.0, 490.0, 36.0], SUkI2NVtaP, 6478475]
[paragraph, [672.0, 1388.0, 490.0, 36.0], SUkI2NVtaP, 6478475]
