[2176, 1463]
[folio, [142.0, 98.0, 177.0, 36.0], S4QUbX2mGG, 5654862]
[paragraph, [138.0, 211.0, 1183.0, 36.0], shoonya_4sZLZQ1G7LBI72, 5654862]
[paragraph, [138.0, 247.0, 1183.0, 36.0], shoonya_4sZLZQ1G7LBI72, 5654862]
[paragraph, [138.0, 283.0, 1183.0, 36.0], shoonya_4sZLZQ1G7LBI72, 5654862]
[paragraph, [138.0, 319.0, 1183.0, 36.0], shoonya_4sZLZQ1G7LBI72, 5654862]
[paragraph, [138.0, 355.0, 1183.0, 36.0], shoonya_4sZLZQ1G7LBI72, 5654862]
[paragraph, [138.0, 391.0, 1183.0, 36.0], shoonya_4sZLZQ1G7LBI72, 5654862]
[paragraph, [138.0, 427.0, 1183.0, 36.0], shoonya_4sZLZQ1G7LBI72, 5654862]
[paragraph, [138.0, 463.0, 1183.0, 36.0], shoonya_4sZLZQ1G7LBI72, 5654862]
[paragraph, [142.0, 534.0, 1183.0, 36.0], shoonya_2s9XFKXGH24JN8, 5654862]
[paragraph, [142.0, 570.0, 1183.0, 36.0], shoonya_2s9XFKXGH24JN8, 5654862]
[paragraph, [142.0, 606.0, 1183.0, 36.0], shoonya_2s9XFKXGH24JN8, 5654862]
[paragraph, [142.0, 642.0, 1183.0, 36.0], shoonya_2s9XFKXGH24JN8, 5654862]
[paragraph, [142.0, 678.0, 1183.0, 36.0], shoonya_2s9XFKXGH24JN8, 5654862]
[paragraph, [142.0, 714.0, 1183.0, 36.0], shoonya_2s9XFKXGH24JN8, 5654862]
[paragraph, [145.0, 795.0, 1192.0, 36.0], shoonya_0sHO12LLFQLM88, 5654862]
[paragraph, [145.0, 831.0, 1192.0, 36.0], shoonya_0sHO12LLFQLM88, 5654862]
[paragraph, [145.0, 867.0, 1192.0, 36.0], shoonya_0sHO12LLFQLM88, 5654862]
[paragraph, [145.0, 903.0, 1192.0, 36.0], shoonya_0sHO12LLFQLM88, 5654862]
[paragraph, [145.0, 939.0, 1192.0, 36.0], shoonya_0sHO12LLFQLM88, 5654862]
[paragraph, [145.0, 975.0, 1192.0, 36.0], shoonya_0sHO12LLFQLM88, 5654862]
[paragraph, [145.0, 1011.0, 1192.0, 36.0], shoonya_0sHO12LLFQLM88, 5654862]
[paragraph, [145.0, 1047.0, 1192.0, 36.0], shoonya_0sHO12LLFQLM88, 5654862]
[paragraph, [145.0, 1083.0, 1192.0, 36.0], shoonya_0sHO12LLFQLM88, 5654862]
[paragraph, [145.0, 1119.0, 1192.0, 36.0], shoonya_0sHO12LLFQLM88, 5654862]
[paragraph, [145.0, 1155.0, 1192.0, 36.0], shoonya_0sHO12LLFQLM88, 5654862]
[paragraph, [145.0, 1191.0, 1192.0, 36.0], shoonya_0sHO12LLFQLM88, 5654862]
[paragraph, [145.0, 1227.0, 1192.0, 36.0], shoonya_0sHO12LLFQLM88, 5654862]
[paragraph, [145.0, 1263.0, 1192.0, 36.0], shoonya_0sHO12LLFQLM88, 5654862]
[paragraph, [144.0, 1330.0, 1194.0, 36.0], shoonya_1s9S3RBPM835Q3, 5654862]
[paragraph, [144.0, 1366.0, 1194.0, 36.0], shoonya_1s9S3RBPM835Q3, 5654862]
[paragraph, [144.0, 1402.0, 1194.0, 36.0], shoonya_1s9S3RBPM835Q3, 5654862]
[paragraph, [144.0, 1438.0, 1194.0, 36.0], shoonya_1s9S3RBPM835Q3, 5654862]
[paragraph, [144.0, 1474.0, 1194.0, 36.0], shoonya_1s9S3RBPM835Q3, 5654862]
[paragraph, [144.0, 1510.0, 1194.0, 36.0], shoonya_1s9S3RBPM835Q3, 5654862]
[paragraph, [144.0, 1546.0, 1194.0, 36.0], shoonya_1s9S3RBPM835Q3, 5654862]
[paragraph, [144.0, 1582.0, 1194.0, 36.0], shoonya_1s9S3RBPM835Q3, 5654862]
[paragraph, [144.0, 1618.0, 1194.0, 36.0], shoonya_1s9S3RBPM835Q3, 5654862]
[paragraph, [144.0, 1654.0, 1194.0, 36.0], shoonya_1s9S3RBPM835Q3, 5654862]
[paragraph, [144.0, 1690.0, 1194.0, 36.0], shoonya_1s9S3RBPM835Q3, 5654862]
[paragraph, [144.0, 1726.0, 1194.0, 36.0], shoonya_1s9S3RBPM835Q3, 5654862]
[paragraph, [144.0, 1762.0, 1194.0, 36.0], shoonya_1s9S3RBPM835Q3, 5654862]
[paragraph, [144.0, 1798.0, 1194.0, 36.0], shoonya_1s9S3RBPM835Q3, 5654862]
[paragraph, [144.0, 1834.0, 1194.0, 36.0], shoonya_1s9S3RBPM835Q3, 5654862]
[reference, [148.0, 1960.0, 864.0, 36.0], shoonya_5sFONDOTXZJKSE, 5654862]
