[1220, 768]
[folio, [311.0, 76.0, 119.0, 18.0], shoonya_2s8HJ3ATU9NTA4, 5770682]
[paragraph, [394.0, 127.0, 297.0, 18.0], xTNqoDnFoN, 5770682]
[paragraph, [394.0, 145.0, 297.0, 18.0], xTNqoDnFoN, 5770682]
[paragraph, [394.0, 163.0, 297.0, 18.0], xTNqoDnFoN, 5770682]
[paragraph, [394.0, 181.0, 297.0, 18.0], xTNqoDnFoN, 5770682]
[paragraph, [394.0, 199.0, 297.0, 18.0], xTNqoDnFoN, 5770682]
[paragraph, [394.0, 217.0, 297.0, 18.0], xTNqoDnFoN, 5770682]
[paragraph, [394.0, 235.0, 297.0, 18.0], xTNqoDnFoN, 5770682]
[paragraph, [394.0, 253.0, 297.0, 18.0], xTNqoDnFoN, 5770682]
[paragraph, [394.0, 271.0, 297.0, 18.0], xTNqoDnFoN, 5770682]
[paragraph, [394.0, 289.0, 297.0, 18.0], xTNqoDnFoN, 5770682]
[paragraph, [74.0, 131.0, 317.0, 18.0], shoonya_0sJZZXLPQC486T, 5770682]
[paragraph, [74.0, 149.0, 317.0, 18.0], shoonya_0sJZZXLPQC486T, 5770682]
[paragraph, [74.0, 167.0, 317.0, 18.0], shoonya_0sJZZXLPQC486T, 5770682]
[paragraph, [74.0, 185.0, 317.0, 18.0], shoonya_0sJZZXLPQC486T, 5770682]
[paragraph, [74.0, 203.0, 317.0, 18.0], shoonya_0sJZZXLPQC486T, 5770682]
[paragraph, [87.0, 235.0, 311.0, 18.0], 1kRor75GXr, 5770682]
[paragraph, [87.0, 253.0, 311.0, 18.0], 1kRor75GXr, 5770682]
[paragraph, [87.0, 271.0, 311.0, 18.0], 1kRor75GXr, 5770682]
[paragraph, [87.0, 289.0, 311.0, 18.0], 1kRor75GXr, 5770682]
[paragraph, [87.0, 307.0, 311.0, 18.0], 1kRor75GXr, 5770682]
[paragraph, [399.0, 316.0, 296.0, 18.0], gafg4uEi2C, 5770682]
[paragraph, [399.0, 334.0, 296.0, 18.0], gafg4uEi2C, 5770682]
[paragraph, [399.0, 352.0, 296.0, 18.0], gafg4uEi2C, 5770682]
[paragraph, [399.0, 370.0, 296.0, 18.0], gafg4uEi2C, 5770682]
[paragraph, [399.0, 388.0, 296.0, 18.0], gafg4uEi2C, 5770682]
[paragraph, [399.0, 406.0, 296.0, 18.0], gafg4uEi2C, 5770682]
[paragraph, [399.0, 424.0, 296.0, 18.0], gafg4uEi2C, 5770682]
[paragraph, [399.0, 442.0, 296.0, 18.0], gafg4uEi2C, 5770682]
[paragraph, [399.0, 460.0, 296.0, 18.0], gafg4uEi2C, 5770682]
[paragraph, [399.0, 478.0, 296.0, 18.0], gafg4uEi2C, 5770682]
[paragraph, [399.0, 496.0, 296.0, 18.0], gafg4uEi2C, 5770682]
[paragraph, [399.0, 514.0, 296.0, 18.0], gafg4uEi2C, 5770682]
[paragraph, [399.0, 532.0, 296.0, 18.0], gafg4uEi2C, 5770682]
[paragraph, [399.0, 550.0, 296.0, 18.0], gafg4uEi2C, 5770682]
[paragraph, [399.0, 568.0, 296.0, 18.0], gafg4uEi2C, 5770682]
[paragraph, [399.0, 586.0, 296.0, 18.0], gafg4uEi2C, 5770682]
[paragraph, [399.0, 604.0, 296.0, 18.0], gafg4uEi2C, 5770682]
[paragraph, [399.0, 622.0, 296.0, 18.0], gafg4uEi2C, 5770682]
[paragraph, [399.0, 640.0, 296.0, 18.0], gafg4uEi2C, 5770682]
[paragraph, [399.0, 658.0, 296.0, 18.0], gafg4uEi2C, 5770682]
[paragraph, [399.0, 676.0, 296.0, 18.0], gafg4uEi2C, 5770682]
[paragraph, [399.0, 694.0, 296.0, 18.0], gafg4uEi2C, 5770682]
[paragraph, [399.0, 712.0, 296.0, 18.0], gafg4uEi2C, 5770682]
[paragraph, [77.0, 342.0, 312.0, 18.0], FUMVWzfOF0, 5770682]
[paragraph, [77.0, 360.0, 312.0, 18.0], FUMVWzfOF0, 5770682]
[paragraph, [77.0, 378.0, 312.0, 18.0], FUMVWzfOF0, 5770682]
[paragraph, [77.0, 396.0, 312.0, 18.0], FUMVWzfOF0, 5770682]
[paragraph, [77.0, 414.0, 312.0, 18.0], FUMVWzfOF0, 5770682]
[paragraph, [77.0, 432.0, 312.0, 18.0], FUMVWzfOF0, 5770682]
[paragraph, [77.0, 450.0, 312.0, 18.0], FUMVWzfOF0, 5770682]
[paragraph, [77.0, 468.0, 312.0, 18.0], FUMVWzfOF0, 5770682]
[paragraph, [77.0, 486.0, 312.0, 18.0], FUMVWzfOF0, 5770682]
[paragraph, [77.0, 504.0, 312.0, 18.0], FUMVWzfOF0, 5770682]
[paragraph, [72.0, 524.0, 139.0, 18.0], yfYF0qIsUW, 5770682]
[paragraph, [64.0, 547.0, 321.0, 18.0], QxODC_cvE-, 5770682]
[paragraph, [64.0, 565.0, 321.0, 18.0], QxODC_cvE-, 5770682]
[paragraph, [64.0, 583.0, 321.0, 18.0], QxODC_cvE-, 5770682]
[paragraph, [64.0, 601.0, 321.0, 18.0], QxODC_cvE-, 5770682]
