[1818, 1374]
[folio, [608.0, 187.0, 146.0, 36.0], 2ZOwbcKMxf, 5682236]
[paragraph, [102.0, 250.0, 564.0, 36.0], shoonya_1sGROOZ47KWRCQ, 5682236]
[paragraph, [102.0, 286.0, 564.0, 36.0], shoonya_1sGROOZ47KWRCQ, 5682236]
[paragraph, [102.0, 322.0, 564.0, 36.0], shoonya_1sGROOZ47KWRCQ, 5682236]
[paragraph, [102.0, 358.0, 564.0, 36.0], shoonya_1sGROOZ47KWRCQ, 5682236]
[paragraph, [102.0, 394.0, 564.0, 36.0], shoonya_1sGROOZ47KWRCQ, 5682236]
[paragraph, [691.0, 252.0, 567.0, 36.0], shoonya_0s6M8MECEQHNVG, 5682236]
[paragraph, [691.0, 288.0, 567.0, 36.0], shoonya_0s6M8MECEQHNVG, 5682236]
[paragraph, [691.0, 324.0, 567.0, 36.0], shoonya_0s6M8MECEQHNVG, 5682236]
[paragraph, [691.0, 360.0, 567.0, 36.0], shoonya_0s6M8MECEQHNVG, 5682236]
[paragraph, [104.0, 454.0, 564.0, 36.0], Y-STogSK7l, 5682236]
[paragraph, [104.0, 490.0, 564.0, 36.0], Y-STogSK7l, 5682236]
[paragraph, [104.0, 526.0, 564.0, 36.0], Y-STogSK7l, 5682236]
[paragraph, [104.0, 562.0, 564.0, 36.0], Y-STogSK7l, 5682236]
[paragraph, [690.0, 528.0, 579.0, 36.0], 5-CXeVAarh, 5682236]
[paragraph, [690.0, 564.0, 579.0, 36.0], 5-CXeVAarh, 5682236]
[paragraph, [690.0, 600.0, 579.0, 36.0], 5-CXeVAarh, 5682236]
[paragraph, [690.0, 636.0, 579.0, 36.0], 5-CXeVAarh, 5682236]
[paragraph, [690.0, 672.0, 579.0, 36.0], 5-CXeVAarh, 5682236]
[paragraph, [690.0, 708.0, 579.0, 36.0], 5-CXeVAarh, 5682236]
[paragraph, [690.0, 744.0, 579.0, 36.0], 5-CXeVAarh, 5682236]
[paragraph, [690.0, 780.0, 579.0, 36.0], 5-CXeVAarh, 5682236]
[paragraph, [690.0, 816.0, 579.0, 36.0], 5-CXeVAarh, 5682236]
[paragraph, [690.0, 852.0, 579.0, 36.0], 5-CXeVAarh, 5682236]
[paragraph, [690.0, 888.0, 579.0, 36.0], 5-CXeVAarh, 5682236]
[paragraph, [690.0, 924.0, 579.0, 36.0], 5-CXeVAarh, 5682236]
[paragraph, [690.0, 960.0, 579.0, 36.0], 5-CXeVAarh, 5682236]
[paragraph, [690.0, 996.0, 579.0, 36.0], 5-CXeVAarh, 5682236]
[paragraph, [690.0, 1032.0, 579.0, 36.0], 5-CXeVAarh, 5682236]
[paragraph, [690.0, 1068.0, 579.0, 36.0], 5-CXeVAarh, 5682236]
[paragraph, [690.0, 1104.0, 579.0, 36.0], 5-CXeVAarh, 5682236]
[paragraph, [690.0, 1140.0, 579.0, 36.0], 5-CXeVAarh, 5682236]
[paragraph, [690.0, 1176.0, 579.0, 36.0], 5-CXeVAarh, 5682236]
[paragraph, [690.0, 1212.0, 579.0, 36.0], 5-CXeVAarh, 5682236]
[paragraph, [690.0, 1248.0, 579.0, 36.0], 5-CXeVAarh, 5682236]
[paragraph, [690.0, 1284.0, 579.0, 36.0], 5-CXeVAarh, 5682236]
[paragraph, [690.0, 1320.0, 579.0, 36.0], 5-CXeVAarh, 5682236]
[paragraph, [690.0, 1356.0, 579.0, 36.0], 5-CXeVAarh, 5682236]
[paragraph, [690.0, 1392.0, 579.0, 36.0], 5-CXeVAarh, 5682236]
[paragraph, [690.0, 1428.0, 579.0, 36.0], 5-CXeVAarh, 5682236]
[paragraph, [690.0, 1464.0, 579.0, 36.0], 5-CXeVAarh, 5682236]
[paragraph, [690.0, 1500.0, 579.0, 36.0], 5-CXeVAarh, 5682236]
[paragraph, [690.0, 1536.0, 579.0, 36.0], 5-CXeVAarh, 5682236]
[paragraph, [690.0, 1572.0, 579.0, 36.0], 5-CXeVAarh, 5682236]
[paragraph, [690.0, 1608.0, 579.0, 36.0], 5-CXeVAarh, 5682236]
[paragraph, [690.0, 1644.0, 579.0, 36.0], 5-CXeVAarh, 5682236]
[paragraph, [108.0, 615.0, 546.0, 36.0], lddz4HdUA9, 5682236]
[paragraph, [108.0, 651.0, 546.0, 36.0], lddz4HdUA9, 5682236]
[paragraph, [107.0, 696.0, 542.0, 36.0], rXP_7XcRom, 5682236]
[paragraph, [107.0, 732.0, 542.0, 36.0], rXP_7XcRom, 5682236]
