[1246, 890]
[chapter-title, [382.0, 55.0, 242.0, 30.0], shoonya_4sGY69VSF6CBEO, 5776288]
[paragraph, [189.0, 96.0, 630.0, 18.0], shoonya_0s5R2MGCJND8U5, 5776288]
[paragraph, [189.0, 114.0, 630.0, 18.0], shoonya_0s5R2MGCJND8U5, 5776288]
[paragraph, [189.0, 132.0, 630.0, 18.0], shoonya_0s5R2MGCJND8U5, 5776288]
[paragraph, [189.0, 150.0, 630.0, 18.0], shoonya_0s5R2MGCJND8U5, 5776288]
[paragraph, [189.0, 168.0, 630.0, 18.0], shoonya_0s5R2MGCJND8U5, 5776288]
[paragraph, [189.0, 186.0, 630.0, 18.0], shoonya_0s5R2MGCJND8U5, 5776288]
[paragraph, [189.0, 204.0, 630.0, 18.0], shoonya_0s5R2MGCJND8U5, 5776288]
[paragraph, [189.0, 222.0, 630.0, 18.0], shoonya_0s5R2MGCJND8U5, 5776288]
[paragraph, [189.0, 240.0, 630.0, 18.0], shoonya_0s5R2MGCJND8U5, 5776288]
[paragraph, [189.0, 258.0, 630.0, 18.0], shoonya_0s5R2MGCJND8U5, 5776288]
[paragraph, [189.0, 276.0, 630.0, 18.0], shoonya_0s5R2MGCJND8U5, 5776288]
[paragraph, [189.0, 296.0, 628.0, 18.0], shoonya_3sCEYCAO79NX1H, 5776288]
[paragraph, [189.0, 314.0, 628.0, 18.0], shoonya_3sCEYCAO79NX1H, 5776288]
[paragraph, [189.0, 332.0, 628.0, 18.0], shoonya_3sCEYCAO79NX1H, 5776288]
[paragraph, [189.0, 350.0, 628.0, 18.0], shoonya_3sCEYCAO79NX1H, 5776288]
[paragraph, [189.0, 368.0, 628.0, 18.0], shoonya_3sCEYCAO79NX1H, 5776288]
[paragraph, [189.0, 386.0, 628.0, 18.0], shoonya_3sCEYCAO79NX1H, 5776288]
[paragraph, [189.0, 404.0, 628.0, 18.0], shoonya_3sCEYCAO79NX1H, 5776288]
[paragraph, [189.0, 422.0, 628.0, 18.0], shoonya_3sCEYCAO79NX1H, 5776288]
[paragraph, [189.0, 440.0, 628.0, 18.0], shoonya_3sCEYCAO79NX1H, 5776288]
[paragraph, [189.0, 458.0, 628.0, 18.0], shoonya_3sCEYCAO79NX1H, 5776288]
[paragraph, [189.0, 476.0, 628.0, 18.0], shoonya_3sCEYCAO79NX1H, 5776288]
[paragraph, [189.0, 494.0, 628.0, 18.0], shoonya_3sCEYCAO79NX1H, 5776288]
[paragraph, [189.0, 512.0, 628.0, 18.0], shoonya_3sCEYCAO79NX1H, 5776288]
[paragraph, [189.0, 530.0, 628.0, 18.0], shoonya_3sCEYCAO79NX1H, 5776288]
[paragraph, [189.0, 547.0, 628.0, 18.0], shoonya_1s7EJGT0IW0OH4, 5776288]
[paragraph, [189.0, 565.0, 628.0, 18.0], shoonya_1s7EJGT0IW0OH4, 5776288]
[paragraph, [189.0, 583.0, 628.0, 18.0], shoonya_1s7EJGT0IW0OH4, 5776288]
[paragraph, [189.0, 601.0, 628.0, 18.0], shoonya_1s7EJGT0IW0OH4, 5776288]
[paragraph, [189.0, 619.0, 628.0, 18.0], shoonya_1s7EJGT0IW0OH4, 5776288]
[paragraph, [189.0, 637.0, 628.0, 18.0], shoonya_1s7EJGT0IW0OH4, 5776288]
[paragraph, [189.0, 655.0, 628.0, 18.0], shoonya_1s7EJGT0IW0OH4, 5776288]
[paragraph, [189.0, 673.0, 628.0, 18.0], shoonya_1s7EJGT0IW0OH4, 5776288]
[paragraph, [189.0, 691.0, 628.0, 18.0], shoonya_1s7EJGT0IW0OH4, 5776288]
