[1031, 622]
[section-title, [263.0, 69.0, 99.0, 30.0], shoonya_3sE54HO3X26S5K, 5709944]
[paragraph, [58.0, 116.0, 503.0, 18.0], shoonya_2s76YUGFV04U61, 5709944]
[paragraph, [58.0, 134.0, 503.0, 18.0], shoonya_2s76YUGFV04U61, 5709944]
[paragraph, [58.0, 152.0, 503.0, 18.0], shoonya_2s76YUGFV04U61, 5709944]
[paragraph, [58.0, 170.0, 503.0, 18.0], shoonya_2s76YUGFV04U61, 5709944]
[paragraph, [56.0, 208.0, 506.0, 18.0], shoonya_1sCC4RC9YJ4E3K, 5709944]
[paragraph, [56.0, 226.0, 506.0, 18.0], shoonya_1sCC4RC9YJ4E3K, 5709944]
[paragraph, [56.0, 244.0, 506.0, 18.0], shoonya_1sCC4RC9YJ4E3K, 5709944]
[paragraph, [56.0, 262.0, 506.0, 18.0], shoonya_1sCC4RC9YJ4E3K, 5709944]
[paragraph, [56.0, 280.0, 506.0, 18.0], shoonya_1sCC4RC9YJ4E3K, 5709944]
[paragraph, [56.0, 298.0, 506.0, 18.0], shoonya_1sCC4RC9YJ4E3K, 5709944]
[paragraph, [56.0, 316.0, 506.0, 18.0], shoonya_1sCC4RC9YJ4E3K, 5709944]
[paragraph, [56.0, 334.0, 506.0, 18.0], shoonya_1sCC4RC9YJ4E3K, 5709944]
[paragraph, [56.0, 352.0, 506.0, 18.0], shoonya_1sCC4RC9YJ4E3K, 5709944]
[paragraph, [56.0, 370.0, 506.0, 18.0], shoonya_1sCC4RC9YJ4E3K, 5709944]
[paragraph, [56.0, 388.0, 506.0, 18.0], shoonya_1sCC4RC9YJ4E3K, 5709944]
[paragraph, [56.0, 406.0, 506.0, 18.0], shoonya_1sCC4RC9YJ4E3K, 5709944]
[paragraph, [56.0, 424.0, 506.0, 18.0], shoonya_1sCC4RC9YJ4E3K, 5709944]
[paragraph, [56.0, 442.0, 506.0, 18.0], shoonya_1sCC4RC9YJ4E3K, 5709944]
[paragraph, [56.0, 460.0, 506.0, 18.0], shoonya_1sCC4RC9YJ4E3K, 5709944]
[paragraph, [56.0, 478.0, 506.0, 18.0], shoonya_1sCC4RC9YJ4E3K, 5709944]
[paragraph, [56.0, 496.0, 506.0, 18.0], shoonya_1sCC4RC9YJ4E3K, 5709944]
[paragraph, [56.0, 514.0, 506.0, 18.0], shoonya_1sCC4RC9YJ4E3K, 5709944]
[paragraph, [56.0, 532.0, 506.0, 18.0], shoonya_1sCC4RC9YJ4E3K, 5709944]
[paragraph, [56.0, 550.0, 506.0, 18.0], shoonya_1sCC4RC9YJ4E3K, 5709944]
[paragraph, [56.0, 568.0, 506.0, 18.0], shoonya_1sCC4RC9YJ4E3K, 5709944]
[paragraph, [56.0, 586.0, 506.0, 18.0], shoonya_1sCC4RC9YJ4E3K, 5709944]
[paragraph, [56.0, 604.0, 506.0, 18.0], shoonya_1sCC4RC9YJ4E3K, 5709944]
[paragraph, [56.0, 622.0, 506.0, 18.0], shoonya_1sCC4RC9YJ4E3K, 5709944]
[paragraph, [56.0, 640.0, 506.0, 18.0], shoonya_1sCC4RC9YJ4E3K, 5709944]
[paragraph, [55.0, 674.0, 505.0, 18.0], shoonya_0sO3UO0ASYFZ96, 5709944]
[paragraph, [55.0, 692.0, 505.0, 18.0], shoonya_0sO3UO0ASYFZ96, 5709944]
[paragraph, [55.0, 710.0, 505.0, 18.0], shoonya_0sO3UO0ASYFZ96, 5709944]
[paragraph, [55.0, 728.0, 505.0, 18.0], shoonya_0sO3UO0ASYFZ96, 5709944]
[paragraph, [55.0, 746.0, 505.0, 18.0], shoonya_0sO3UO0ASYFZ96, 5709944]
[paragraph, [55.0, 764.0, 505.0, 18.0], shoonya_0sO3UO0ASYFZ96, 5709944]
[paragraph, [55.0, 782.0, 505.0, 18.0], shoonya_0sO3UO0ASYFZ96, 5709944]
[paragraph, [55.0, 800.0, 505.0, 18.0], shoonya_0sO3UO0ASYFZ96, 5709944]
[paragraph, [55.0, 818.0, 505.0, 18.0], shoonya_0sO3UO0ASYFZ96, 5709944]
[paragraph, [55.0, 836.0, 505.0, 18.0], shoonya_0sO3UO0ASYFZ96, 5709944]
[paragraph, [55.0, 854.0, 505.0, 18.0], shoonya_0sO3UO0ASYFZ96, 5709944]
[paragraph, [55.0, 872.0, 505.0, 18.0], shoonya_0sO3UO0ASYFZ96, 5709944]
[paragraph, [55.0, 890.0, 505.0, 18.0], shoonya_0sO3UO0ASYFZ96, 5709944]
[paragraph, [55.0, 908.0, 505.0, 18.0], shoonya_0sO3UO0ASYFZ96, 5709944]
[paragraph, [55.0, 926.0, 505.0, 18.0], shoonya_0sO3UO0ASYFZ96, 5709944]
[paragraph, [55.0, 944.0, 505.0, 18.0], shoonya_0sO3UO0ASYFZ96, 5709944]
[paragraph, [55.0, 962.0, 505.0, 18.0], shoonya_0sO3UO0ASYFZ96, 5709944]
