[2339, 1656]
[paragraph, [186.0, 195.0, 1289.0, 36.0], shoonya_2s203643GUFJ5E, 5730948]
[paragraph, [186.0, 231.0, 1289.0, 36.0], shoonya_2s203643GUFJ5E, 5730948]
[paragraph, [186.0, 267.0, 1289.0, 36.0], shoonya_2s203643GUFJ5E, 5730948]
[paragraph, [186.0, 303.0, 1289.0, 36.0], shoonya_2s203643GUFJ5E, 5730948]
[paragraph, [186.0, 339.0, 1289.0, 36.0], shoonya_2s203643GUFJ5E, 5730948]
[paragraph, [186.0, 375.0, 1289.0, 36.0], shoonya_2s203643GUFJ5E, 5730948]
[paragraph, [186.0, 411.0, 1289.0, 36.0], shoonya_2s203643GUFJ5E, 5730948]
[paragraph, [186.0, 447.0, 1289.0, 36.0], shoonya_2s203643GUFJ5E, 5730948]
[paragraph, [186.0, 483.0, 1289.0, 36.0], shoonya_2s203643GUFJ5E, 5730948]
[paragraph, [186.0, 519.0, 1289.0, 36.0], shoonya_2s203643GUFJ5E, 5730948]
[paragraph, [186.0, 555.0, 1289.0, 36.0], shoonya_2s203643GUFJ5E, 5730948]
[paragraph, [186.0, 591.0, 1289.0, 36.0], shoonya_2s203643GUFJ5E, 5730948]
[paragraph, [186.0, 680.0, 1287.0, 36.0], shoonya_1sITGRF7RUFOK0, 5730948]
[paragraph, [186.0, 716.0, 1287.0, 36.0], shoonya_1sITGRF7RUFOK0, 5730948]
[paragraph, [186.0, 752.0, 1287.0, 36.0], shoonya_1sITGRF7RUFOK0, 5730948]
[paragraph, [186.0, 788.0, 1287.0, 36.0], shoonya_1sITGRF7RUFOK0, 5730948]
[paragraph, [186.0, 824.0, 1287.0, 36.0], shoonya_1sITGRF7RUFOK0, 5730948]
[paragraph, [186.0, 860.0, 1287.0, 36.0], shoonya_1sITGRF7RUFOK0, 5730948]
[paragraph, [186.0, 896.0, 1287.0, 36.0], shoonya_1sITGRF7RUFOK0, 5730948]
[paragraph, [186.0, 932.0, 1287.0, 36.0], shoonya_1sITGRF7RUFOK0, 5730948]
[paragraph, [186.0, 968.0, 1287.0, 36.0], shoonya_1sITGRF7RUFOK0, 5730948]
[paragraph, [186.0, 1004.0, 1287.0, 36.0], shoonya_1sITGRF7RUFOK0, 5730948]
[paragraph, [186.0, 1040.0, 1287.0, 36.0], shoonya_1sITGRF7RUFOK0, 5730948]
[paragraph, [186.0, 1076.0, 1287.0, 36.0], shoonya_1sITGRF7RUFOK0, 5730948]
[paragraph, [186.0, 1112.0, 1287.0, 36.0], shoonya_1sITGRF7RUFOK0, 5730948]
[paragraph, [186.0, 1148.0, 1287.0, 36.0], shoonya_1sITGRF7RUFOK0, 5730948]
[paragraph, [186.0, 1184.0, 1287.0, 36.0], shoonya_1sITGRF7RUFOK0, 5730948]
[paragraph, [186.0, 1220.0, 1287.0, 36.0], shoonya_1sITGRF7RUFOK0, 5730948]
[paragraph, [186.0, 1256.0, 1287.0, 36.0], shoonya_1sITGRF7RUFOK0, 5730948]
[paragraph, [186.0, 1292.0, 1287.0, 36.0], shoonya_1sITGRF7RUFOK0, 5730948]
[paragraph, [186.0, 1378.0, 1283.0, 36.0], shoonya_0sD3QVDJWNAOPB, 5730948]
[paragraph, [186.0, 1414.0, 1283.0, 36.0], shoonya_0sD3QVDJWNAOPB, 5730948]
[paragraph, [186.0, 1450.0, 1283.0, 36.0], shoonya_0sD3QVDJWNAOPB, 5730948]
[paragraph, [186.0, 1486.0, 1283.0, 36.0], shoonya_0sD3QVDJWNAOPB, 5730948]
[paragraph, [186.0, 1522.0, 1283.0, 36.0], shoonya_0sD3QVDJWNAOPB, 5730948]
[paragraph, [186.0, 1558.0, 1283.0, 36.0], shoonya_0sD3QVDJWNAOPB, 5730948]
[paragraph, [186.0, 1594.0, 1283.0, 36.0], shoonya_0sD3QVDJWNAOPB, 5730948]
[paragraph, [186.0, 1630.0, 1283.0, 36.0], shoonya_0sD3QVDJWNAOPB, 5730948]
[paragraph, [186.0, 1666.0, 1283.0, 36.0], shoonya_0sD3QVDJWNAOPB, 5730948]
[paragraph, [186.0, 1702.0, 1283.0, 36.0], shoonya_0sD3QVDJWNAOPB, 5730948]
[paragraph, [186.0, 1738.0, 1283.0, 36.0], shoonya_0sD3QVDJWNAOPB, 5730948]
[paragraph, [186.0, 1774.0, 1283.0, 36.0], shoonya_0sD3QVDJWNAOPB, 5730948]
[paragraph, [186.0, 1810.0, 1283.0, 36.0], shoonya_0sD3QVDJWNAOPB, 5730948]
[paragraph, [186.0, 1846.0, 1283.0, 36.0], shoonya_0sD3QVDJWNAOPB, 5730948]
[paragraph, [186.0, 1882.0, 1283.0, 36.0], shoonya_0sD3QVDJWNAOPB, 5730948]
[paragraph, [186.0, 1918.0, 1283.0, 36.0], shoonya_0sD3QVDJWNAOPB, 5730948]
[paragraph, [186.0, 1954.0, 1283.0, 36.0], shoonya_0sD3QVDJWNAOPB, 5730948]
[paragraph, [186.0, 1990.0, 1283.0, 36.0], shoonya_0sD3QVDJWNAOPB, 5730948]
[paragraph, [186.0, 2026.0, 1283.0, 36.0], shoonya_0sD3QVDJWNAOPB, 5730948]
[paragraph, [186.0, 2062.0, 1283.0, 36.0], shoonya_0sD3QVDJWNAOPB, 5730948]
