[1545, 2000]
[section-title, [679.0, 134.0, 614.0, 49.5], Fr6WUpZ3Ei, 6532493]
[section-title, [679.0, 183.5, 614.0, 49.5], Fr6WUpZ3Ei, 6532493]
[section-title, [679.0, 233.0, 614.0, 49.5], Fr6WUpZ3Ei, 6532493]
[section-title, [679.0, 282.5, 614.0, 49.5], Fr6WUpZ3Ei, 6532493]
[headline, [115.0, 157.0, 429.0, 37.5], shoonya_0sUWW0JU6IA2N8, 6532493]
[headline, [115.0, 194.5, 429.0, 37.5], shoonya_0sUWW0JU6IA2N8, 6532493]
[headline, [115.0, 232.0, 429.0, 37.5], shoonya_0sUWW0JU6IA2N8, 6532493]
[headline, [115.0, 269.5, 429.0, 37.5], shoonya_0sUWW0JU6IA2N8, 6532493]
[headline, [115.0, 307.0, 429.0, 37.5], shoonya_0sUWW0JU6IA2N8, 6532493]
[headline, [115.0, 344.5, 429.0, 37.5], shoonya_0sUWW0JU6IA2N8, 6532493]
[headline, [115.0, 382.0, 429.0, 37.5], shoonya_0sUWW0JU6IA2N8, 6532493]
[sub-section-title, [681.0, 391.0, 312.0, 36.0], 4Mpqyw3DRe, 6532493]
[sub-section-title, [681.0, 427.0, 312.0, 36.0], 4Mpqyw3DRe, 6532493]
[section-title, [1360.0, 419.0, 531.0, 49.5], V3aax5IJz0, 6532493]
[section-title, [1360.0, 468.5, 531.0, 49.5], V3aax5IJz0, 6532493]
[section-title, [1360.0, 518.0, 531.0, 49.5], V3aax5IJz0, 6532493]
[section-title, [1360.0, 567.5, 531.0, 49.5], V3aax5IJz0, 6532493]
[section-title, [1360.0, 617.0, 531.0, 49.5], V3aax5IJz0, 6532493]
[paragraph, [681.0, 444.0, 619.0, 36.0], FxZZsA7mFa, 6532493]
[paragraph, [681.0, 480.0, 619.0, 36.0], FxZZsA7mFa, 6532493]
[paragraph, [681.0, 516.0, 619.0, 36.0], FxZZsA7mFa, 6532493]
[paragraph, [681.0, 552.0, 619.0, 36.0], FxZZsA7mFa, 6532493]
[paragraph, [681.0, 588.0, 619.0, 36.0], FxZZsA7mFa, 6532493]
[paragraph, [142.0, 499.0, 406.0, 36.0], cskz84-hI-, 6532493]
[paragraph, [142.0, 535.0, 406.0, 36.0], cskz84-hI-, 6532493]
[paragraph, [142.0, 571.0, 406.0, 36.0], cskz84-hI-, 6532493]
[paragraph, [142.0, 607.0, 406.0, 36.0], cskz84-hI-, 6532493]
[paragraph, [142.0, 643.0, 406.0, 36.0], cskz84-hI-, 6532493]
[paragraph, [142.0, 679.0, 406.0, 36.0], cskz84-hI-, 6532493]
[paragraph, [142.0, 715.0, 406.0, 36.0], cskz84-hI-, 6532493]
[paragraph, [142.0, 751.0, 406.0, 36.0], cskz84-hI-, 6532493]
[paragraph, [142.0, 787.0, 406.0, 36.0], cskz84-hI-, 6532493]
[paragraph, [142.0, 823.0, 406.0, 36.0], cskz84-hI-, 6532493]
[paragraph, [142.0, 859.0, 406.0, 36.0], cskz84-hI-, 6532493]
[paragraph, [142.0, 895.0, 406.0, 36.0], cskz84-hI-, 6532493]
[paragraph, [142.0, 931.0, 406.0, 36.0], cskz84-hI-, 6532493]
[paragraph, [142.0, 967.0, 406.0, 36.0], cskz84-hI-, 6532493]
[paragraph, [1345.0, 681.0, 616.0, 36.0], HjkQZESaHY, 6532493]
[paragraph, [1345.0, 717.0, 616.0, 36.0], HjkQZESaHY, 6532493]
[paragraph, [1345.0, 753.0, 616.0, 36.0], HjkQZESaHY, 6532493]
[paragraph, [1345.0, 789.0, 616.0, 36.0], HjkQZESaHY, 6532493]
[sub-section-title, [681.0, 763.0, 314.0, 36.0], MqXe5NwU79, 6532493]
[sub-section-title, [681.0, 799.0, 314.0, 36.0], MqXe5NwU79, 6532493]
[paragraph, [669.0, 823.0, 621.0, 36.0], 57yeUfWI25, 6532493]
[paragraph, [669.0, 859.0, 621.0, 36.0], 57yeUfWI25, 6532493]
[paragraph, [669.0, 895.0, 621.0, 36.0], 57yeUfWI25, 6532493]
[paragraph, [669.0, 931.0, 621.0, 36.0], 57yeUfWI25, 6532493]
[paragraph, [669.0, 967.0, 621.0, 36.0], 57yeUfWI25, 6532493]
[section-title, [1365.0, 854.0, 196.0, 49.5], O-HDckATh_, 6532493]
[sub-section-title, [686.0, 1153.0, 297.0, 36.0], 6Brq5wzUln, 6532493]
[paragraph, [679.0, 1205.0, 589.0, 36.0], bXovKghzDT, 6532493]
[paragraph, [679.0, 1241.0, 589.0, 36.0], bXovKghzDT, 6532493]
[paragraph, [679.0, 1277.0, 589.0, 36.0], bXovKghzDT, 6532493]
[paragraph, [679.0, 1313.0, 589.0, 36.0], bXovKghzDT, 6532493]
[paragraph, [679.0, 1349.0, 589.0, 36.0], bXovKghzDT, 6532493]
