[680, 510]
[section-title, [38.0, 108.0, 430.0, 30.0], hiaaLYCSYR, 5761533]
[section-title, [38.0, 138.0, 430.0, 30.0], hiaaLYCSYR, 5761533]
[section-title, [38.0, 168.0, 430.0, 30.0], hiaaLYCSYR, 5761533]
[section-title, [38.0, 198.0, 430.0, 30.0], hiaaLYCSYR, 5761533]
[author, [147.0, 245.0, 216.0, 18.0], shoonya_1sI3OPE3H7E0CQ, 5761533]
[paragraph, [36.0, 299.0, 437.0, 18.0], shoonya_0sN31L8GV2WMRJ, 5761533]
[paragraph, [36.0, 317.0, 437.0, 18.0], shoonya_0sN31L8GV2WMRJ, 5761533]
[paragraph, [36.0, 335.0, 437.0, 18.0], shoonya_0sN31L8GV2WMRJ, 5761533]
[paragraph, [36.0, 353.0, 437.0, 18.0], shoonya_0sN31L8GV2WMRJ, 5761533]
[paragraph, [36.0, 371.0, 437.0, 18.0], shoonya_0sN31L8GV2WMRJ, 5761533]
[paragraph, [36.0, 389.0, 437.0, 18.0], shoonya_0sN31L8GV2WMRJ, 5761533]
[paragraph, [36.0, 407.0, 437.0, 18.0], shoonya_0sN31L8GV2WMRJ, 5761533]
[paragraph, [40.0, 439.0, 358.0, 18.0], shoonya_4s0C4I72FR4KK2, 5761533]
[paragraph, [257.0, 491.0, 217.0, 18.0], lfmaeGiLSM, 5761533]
[paragraph, [257.0, 509.0, 217.0, 18.0], lfmaeGiLSM, 5761533]
[paragraph, [257.0, 527.0, 217.0, 18.0], lfmaeGiLSM, 5761533]
[paragraph, [257.0, 545.0, 217.0, 18.0], lfmaeGiLSM, 5761533]
[paragraph, [257.0, 563.0, 217.0, 18.0], lfmaeGiLSM, 5761533]
[paragraph, [257.0, 581.0, 217.0, 18.0], lfmaeGiLSM, 5761533]
[paragraph, [35.0, 513.0, 216.0, 18.0], RQz7B-GJGI, 5761533]
[paragraph, [35.0, 531.0, 216.0, 18.0], RQz7B-GJGI, 5761533]
[paragraph, [35.0, 549.0, 216.0, 18.0], RQz7B-GJGI, 5761533]
[paragraph, [35.0, 567.0, 216.0, 18.0], RQz7B-GJGI, 5761533]
