[2339, 1656]
[headline, [564.0, 200.0, 525.0, 67.5], shoonya_6sTBWPAX6DOUDE, 5752958]
[paragraph, [187.0, 340.0, 1284.0, 36.0], shoonya_1s9GTXXNK5DSMW, 5752958]
[paragraph, [187.0, 376.0, 1284.0, 36.0], shoonya_1s9GTXXNK5DSMW, 5752958]
[paragraph, [187.0, 412.0, 1284.0, 36.0], shoonya_1s9GTXXNK5DSMW, 5752958]
[paragraph, [187.0, 448.0, 1284.0, 36.0], shoonya_1s9GTXXNK5DSMW, 5752958]
[paragraph, [187.0, 484.0, 1284.0, 36.0], shoonya_1s9GTXXNK5DSMW, 5752958]
[paragraph, [187.0, 520.0, 1284.0, 36.0], shoonya_1s9GTXXNK5DSMW, 5752958]
[paragraph, [187.0, 556.0, 1284.0, 36.0], shoonya_1s9GTXXNK5DSMW, 5752958]
[paragraph, [187.0, 592.0, 1284.0, 36.0], shoonya_1s9GTXXNK5DSMW, 5752958]
[paragraph, [187.0, 628.0, 1284.0, 36.0], shoonya_1s9GTXXNK5DSMW, 5752958]
[paragraph, [187.0, 664.0, 1284.0, 36.0], shoonya_1s9GTXXNK5DSMW, 5752958]
[paragraph, [183.0, 754.0, 1299.0, 36.0], shoonya_0sSW55I7J85EPZ, 5752958]
[paragraph, [183.0, 790.0, 1299.0, 36.0], shoonya_0sSW55I7J85EPZ, 5752958]
[paragraph, [183.0, 826.0, 1299.0, 36.0], shoonya_0sSW55I7J85EPZ, 5752958]
[paragraph, [183.0, 862.0, 1299.0, 36.0], shoonya_0sSW55I7J85EPZ, 5752958]
[paragraph, [183.0, 898.0, 1299.0, 36.0], shoonya_0sSW55I7J85EPZ, 5752958]
[paragraph, [183.0, 934.0, 1299.0, 36.0], shoonya_0sSW55I7J85EPZ, 5752958]
[paragraph, [183.0, 970.0, 1299.0, 36.0], shoonya_0sSW55I7J85EPZ, 5752958]
[paragraph, [183.0, 1006.0, 1299.0, 36.0], shoonya_0sSW55I7J85EPZ, 5752958]
[paragraph, [183.0, 1042.0, 1299.0, 36.0], shoonya_0sSW55I7J85EPZ, 5752958]
[paragraph, [183.0, 1078.0, 1299.0, 36.0], shoonya_0sSW55I7J85EPZ, 5752958]
[paragraph, [183.0, 1114.0, 1299.0, 36.0], shoonya_0sSW55I7J85EPZ, 5752958]
[paragraph, [183.0, 1150.0, 1299.0, 36.0], shoonya_0sSW55I7J85EPZ, 5752958]
[paragraph, [183.0, 1186.0, 1299.0, 36.0], shoonya_0sSW55I7J85EPZ, 5752958]
[paragraph, [183.0, 1222.0, 1299.0, 36.0], shoonya_0sSW55I7J85EPZ, 5752958]
[paragraph, [183.0, 1258.0, 1299.0, 36.0], shoonya_0sSW55I7J85EPZ, 5752958]
[paragraph, [183.0, 1294.0, 1299.0, 36.0], shoonya_0sSW55I7J85EPZ, 5752958]
[paragraph, [183.0, 1330.0, 1299.0, 36.0], shoonya_0sSW55I7J85EPZ, 5752958]
[paragraph, [183.0, 1366.0, 1299.0, 36.0], shoonya_0sSW55I7J85EPZ, 5752958]
[paragraph, [183.0, 1402.0, 1299.0, 36.0], shoonya_0sSW55I7J85EPZ, 5752958]
[paragraph, [183.0, 1438.0, 1299.0, 36.0], shoonya_0sSW55I7J85EPZ, 5752958]
[paragraph, [183.0, 1474.0, 1299.0, 36.0], shoonya_0sSW55I7J85EPZ, 5752958]
[paragraph, [183.0, 1510.0, 1299.0, 36.0], shoonya_0sSW55I7J85EPZ, 5752958]
[paragraph, [183.0, 1546.0, 1299.0, 36.0], shoonya_0sSW55I7J85EPZ, 5752958]
[paragraph, [183.0, 1582.0, 1299.0, 36.0], shoonya_0sSW55I7J85EPZ, 5752958]
[paragraph, [183.0, 1618.0, 1299.0, 36.0], shoonya_0sSW55I7J85EPZ, 5752958]
[paragraph, [183.0, 1654.0, 1299.0, 36.0], shoonya_0sSW55I7J85EPZ, 5752958]
[paragraph, [183.0, 1690.0, 1299.0, 36.0], shoonya_0sSW55I7J85EPZ, 5752958]
[paragraph, [183.0, 1726.0, 1299.0, 36.0], shoonya_0sSW55I7J85EPZ, 5752958]
[paragraph, [183.0, 1762.0, 1299.0, 36.0], shoonya_0sSW55I7J85EPZ, 5752958]
[paragraph, [183.0, 1798.0, 1299.0, 36.0], shoonya_0sSW55I7J85EPZ, 5752958]
[paragraph, [183.0, 1834.0, 1299.0, 36.0], shoonya_0sSW55I7J85EPZ, 5752958]
[paragraph, [183.0, 1870.0, 1299.0, 36.0], shoonya_0sSW55I7J85EPZ, 5752958]
[paragraph, [183.0, 1906.0, 1299.0, 36.0], shoonya_0sSW55I7J85EPZ, 5752958]
[folio, [190.0, 2183.0, 492.0, 36.0], shoonya_3sQQZU72NYQVB6, 5752958]
