[1246, 875]
[paragraph, [182.0, 97.0, 627.0, 18.0], shoonya_3sQNPQWP2H1LNJ, 5776140]
[paragraph, [182.0, 115.0, 627.0, 18.0], shoonya_3sQNPQWP2H1LNJ, 5776140]
[paragraph, [182.0, 133.0, 627.0, 18.0], shoonya_3sQNPQWP2H1LNJ, 5776140]
[paragraph, [182.0, 151.0, 627.0, 18.0], shoonya_3sQNPQWP2H1LNJ, 5776140]
[paragraph, [176.0, 170.0, 631.0, 18.0], zA8Iv6EwY0, 5776140]
[paragraph, [186.0, 196.0, 624.0, 18.0], shoonya_4sYWDM9BM3ND34, 5776140]
[paragraph, [186.0, 214.0, 624.0, 18.0], shoonya_4sYWDM9BM3ND34, 5776140]
[paragraph, [184.0, 247.0, 628.0, 18.0], shoonya_1sC0MHSS5TF0FA, 5776140]
[paragraph, [184.0, 265.0, 628.0, 18.0], shoonya_1sC0MHSS5TF0FA, 5776140]
[paragraph, [184.0, 283.0, 628.0, 18.0], shoonya_1sC0MHSS5TF0FA, 5776140]
[paragraph, [184.0, 301.0, 628.0, 18.0], shoonya_1sC0MHSS5TF0FA, 5776140]
[paragraph, [184.0, 319.0, 628.0, 18.0], shoonya_1sC0MHSS5TF0FA, 5776140]
[paragraph, [184.0, 337.0, 628.0, 18.0], shoonya_1sC0MHSS5TF0FA, 5776140]
[paragraph, [184.0, 355.0, 628.0, 18.0], shoonya_1sC0MHSS5TF0FA, 5776140]
[paragraph, [184.0, 373.0, 628.0, 18.0], shoonya_1sC0MHSS5TF0FA, 5776140]
[paragraph, [184.0, 391.0, 628.0, 18.0], shoonya_1sC0MHSS5TF0FA, 5776140]
[paragraph, [184.0, 409.0, 628.0, 18.0], shoonya_1sC0MHSS5TF0FA, 5776140]
[paragraph, [184.0, 427.0, 628.0, 18.0], shoonya_1sC0MHSS5TF0FA, 5776140]
[paragraph, [184.0, 445.0, 628.0, 18.0], shoonya_1sC0MHSS5TF0FA, 5776140]
[paragraph, [184.0, 463.0, 628.0, 18.0], shoonya_1sC0MHSS5TF0FA, 5776140]
[paragraph, [184.0, 481.0, 628.0, 18.0], shoonya_1sC0MHSS5TF0FA, 5776140]
[paragraph, [184.0, 499.0, 628.0, 18.0], shoonya_1sC0MHSS5TF0FA, 5776140]
[paragraph, [184.0, 517.0, 628.0, 18.0], shoonya_1sC0MHSS5TF0FA, 5776140]
[paragraph, [184.0, 535.0, 628.0, 18.0], shoonya_1sC0MHSS5TF0FA, 5776140]
[paragraph, [184.0, 553.0, 628.0, 18.0], shoonya_1sC0MHSS5TF0FA, 5776140]
[paragraph, [186.0, 576.0, 629.0, 18.0], shoonya_0sTXETJNI9IXMQ, 5776140]
[paragraph, [186.0, 594.0, 629.0, 18.0], shoonya_0sTXETJNI9IXMQ, 5776140]
[paragraph, [186.0, 612.0, 629.0, 18.0], shoonya_0sTXETJNI9IXMQ, 5776140]
[paragraph, [186.0, 630.0, 629.0, 18.0], shoonya_0sTXETJNI9IXMQ, 5776140]
[paragraph, [186.0, 648.0, 629.0, 18.0], shoonya_0sTXETJNI9IXMQ, 5776140]
[paragraph, [186.0, 666.0, 629.0, 18.0], shoonya_0sTXETJNI9IXMQ, 5776140]
[paragraph, [186.0, 684.0, 629.0, 18.0], shoonya_0sTXETJNI9IXMQ, 5776140]
[paragraph, [186.0, 702.0, 629.0, 18.0], shoonya_0sTXETJNI9IXMQ, 5776140]
[paragraph, [186.0, 720.0, 629.0, 18.0], shoonya_0sTXETJNI9IXMQ, 5776140]
[paragraph, [186.0, 738.0, 629.0, 18.0], shoonya_0sTXETJNI9IXMQ, 5776140]
[paragraph, [186.0, 756.0, 629.0, 18.0], shoonya_0sTXETJNI9IXMQ, 5776140]
[paragraph, [186.0, 774.0, 629.0, 18.0], shoonya_0sTXETJNI9IXMQ, 5776140]
[paragraph, [186.0, 792.0, 629.0, 18.0], shoonya_0sTXETJNI9IXMQ, 5776140]
[paragraph, [186.0, 810.0, 629.0, 18.0], shoonya_0sTXETJNI9IXMQ, 5776140]
[paragraph, [186.0, 828.0, 629.0, 18.0], shoonya_0sTXETJNI9IXMQ, 5776140]
[paragraph, [186.0, 846.0, 629.0, 18.0], shoonya_0sTXETJNI9IXMQ, 5776140]
[paragraph, [186.0, 864.0, 629.0, 18.0], shoonya_0sTXETJNI9IXMQ, 5776140]
[paragraph, [188.0, 900.0, 628.0, 18.0], shoonya_2sZXY5RBDUC574, 5776140]
[paragraph, [188.0, 918.0, 628.0, 18.0], shoonya_2sZXY5RBDUC574, 5776140]
[paragraph, [188.0, 936.0, 628.0, 18.0], shoonya_2sZXY5RBDUC574, 5776140]
[paragraph, [188.0, 954.0, 628.0, 18.0], shoonya_2sZXY5RBDUC574, 5776140]
[paragraph, [188.0, 972.0, 628.0, 18.0], shoonya_2sZXY5RBDUC574, 5776140]
